"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_01210","ddRADseq","SAMN36656482",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2017,7,2,"HBSC",NA,0.092331,0.568415,0.159916,0.098327,0.08101,NA,NA,NA,NA,NA,NA,19185,19122.1,0.01002,NA,NA,NA
"S_20_01211","ddRADseq","SAMN36656483",NA,NA,"M",NA,"SEH","Kuujjuarapik",NA,NA,2018,8,3,"HBSC",NA,0.066321,0.603267,0.119719,0.076079,0.134615,NA,NA,NA,NA,NA,NA,19421,19515.9,-0.01473,NA,NA,NA
"S_20_01618","ddRADseq","SAMN36656579",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2007,7,1,"HBSC",NA,0.061174,0.623395,0.114394,0.081321,0.119717,NA,NA,NA,NA,NA,NA,19330,19497.9,-0.02609,NA,NA,NA
"S_20_01620","ddRADseq","SAMN36656580",NA,NA,"M",NA,"SEH","Inukjuak",NA,NA,2010,7,4,"HBSC",NA,0.058954,0.530766,0.281325,0.033587,0.095367,NA,NA,NA,NA,NA,NA,19204,19348.8,-0.0227,NA,NA,NA
"S_20_01621","ddRADseq","SAMN36656581",NA,NA,"F",NA,"SEH","Inukjuak",57.06,-76.665,1997,8,4,"HBSC",NA,0.033139,0.561955,0.232692,0.108109,0.064104,NA,NA,NA,NA,NA,NA,19306,19341.9,-0.00563,NA,NA,NA
"S_20_01622","ddRADseq","SAMN36656582",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.763,-77.19,2017,7,24,"LGR",NA,0.029451,0.090483,0.040384,0.036183,0.8035,NA,NA,NA,NA,NA,NA,19499,19503.4,-0.00068,NA,NA,NA
"S_20_01623","ddRADseq","SAMN36656583",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.28055,-77.7533,1994,7,25,"LGR",NA,0.037926,0.038886,0.074473,0.020746,0.82797,NA,NA,NA,NA,NA,NA,19464,19533.4,-0.01076,NA,NA,NA
"S_20_01624","ddRADseq","SAMN36656584",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",NA,NA,1995,7,14,"HBSC",NA,0.038135,0.64146,0.060291,0.112743,0.147372,NA,NA,NA,NA,NA,NA,19261,19527.7,-0.04134,NA,NA,NA
"S_20_01626","ddRADseq","SAMN36656585",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2008,7,9,"HBSC",NA,0.02035,0.597687,0.142022,0.069532,0.17041,NA,NA,NA,NA,NA,NA,19422,19377.2,0.007,NA,NA,NA
"S_20_01628","ddRADseq","SAMN36656586",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2007,7,2,"HBSC",NA,0.050267,0.70642,0.14429,0.04847,0.050554,NA,NA,NA,NA,NA,NA,19135,19328.5,-0.0304,NA,NA,NA
"S_20_01629","ddRADseq","SAMN36656587",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,25,"HBSC",NA,0.088442,0.721568,0.00001,0.069055,0.120925,NA,NA,NA,NA,NA,NA,19491,19544.9,-0.00834,NA,NA,NA
"S_20_01630","ddRADseq","SAMN36656588",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,21,"HBSC",NA,0.021365,0.601963,0.134704,0.107251,0.134717,NA,NA,NA,NA,NA,NA,19275,19450.4,-0.02734,NA,NA,NA
"S_20_01632","ddRADseq","SAMN36656589",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.264,-77.778,2015,7,23,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,19009,19103.8,-0.0151,NA,NA,NA
"S_20_01635","ddRADseq","SAMN36656590",NA,NA,"F",NA,"SEH","Umiujaq",56.136,-75.956,2017,7,18,"HBSC",NA,0.110438,0.429045,0.255377,0.115848,0.089292,NA,NA,NA,NA,NA,NA,17450,17051,0.07378,NA,NA,NA
"S_20_01636","ddRADseq","SAMN36656591",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.14,-75.96,2008,7,10,"HBSC",NA,0.101211,0.499422,0.327745,0.00001,0.071612,NA,NA,NA,NA,NA,NA,18697,18350.8,0.05853,NA,NA,NA
"S_20_01637","ddRADseq","SAMN36656592",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2008,7,10,"HBSC",NA,0.040068,0.648177,0.129431,0.065273,0.117051,NA,NA,NA,NA,NA,NA,18954,19281.4,-0.05159,NA,NA,NA
"S_20_01638","ddRADseq","SAMN36656593",NA,NA,"F",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,8,"HBSC",NA,0.063542,0.791215,0.00001,0.040517,0.104715,NA,NA,NA,NA,NA,NA,19331,19522.8,-0.02976,NA,NA,NA
"S_20_01639","ddRADseq","SAMN36656594",NA,NA,"M",NA,"SEH","Kuujjuarapik",55.264,-77.778,2015,7,10,"LGR",NA,0.001646,0.00001,0.00001,0.00001,0.998324,NA,NA,NA,NA,NA,NA,19517,19539.1,-0.00342,NA,NA,NA
"S_20_01706","ddRADseq","SAMN36656599",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,7,"HBSC",NA,0.049538,0.57751,0.175254,0.117925,0.079773,NA,NA,NA,NA,NA,NA,19287,19461.7,-0.02722,NA,NA,NA
"S_20_01707","ddRADseq","SAMN36656600",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,5,"HBSC",NA,0.065989,0.5956,0.125193,0.094171,0.119047,NA,NA,NA,NA,NA,NA,19047,18952.5,0.01519,NA,NA,NA
"S_20_01708","ddRADseq","SAMN36656601",NA,NA,"F",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,8,"HBSC",NA,0.062467,0.76816,0.00001,0.052822,0.116541,NA,NA,NA,NA,NA,NA,19299,19471.6,-0.02684,NA,NA,NA
"S_20_01709","ddRADseq","SAMN36656602",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,7,"HBSC",NA,0.091558,0.614844,0.109253,0.068994,0.115351,NA,NA,NA,NA,NA,NA,19440,19042.4,0.0637,NA,NA,NA
"S_20_01727","lcWGS","SAMN36656604","OQ554150","Clade D","M",NA,"SEH","Kuujjuarapik",NA,NA,2019,9,25,NA,"HBSC",NA,NA,NA,NA,NA,0.34547,0.00001,0.317399,0.094686,0.197102,0.045333,NA,NA,NA,581137,644032.7,-0.33098
"S_20_01734","lcWGS","SAMN36656605","OQ554151","Clade D","F",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,4,NA,"HBSC",NA,NA,NA,NA,NA,0.99091,0.00905,0.00001,0.00001,0.00001,0.00001,NA,NA,NA,631683,640926.3,-0.04888
"S_20_01736","lcWGS","SAMN36656606","OQ554152","Clade C","F",NA,"SEH","Kuujjuarapik",NA,NA,2019,10,12,NA,"JAM",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,633610,648872.1,-0.07978
"S_20_01744","lcWGS","SAMN36656608","OQ554154","Clade D","F",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,3,NA,"HBSC",NA,NA,NA,NA,NA,0.596691,0.008193,0.063468,0.057473,0.240408,0.033767,NA,NA,NA,633545,644234.6,-0.05624
"S_20_01765","Both","SAMN36656614","OQ554160","Clade A","F",27,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC","HBSC",0.046864,0.600778,0.207243,0.084086,0.06103,0.499124,0.008803,0.065511,0.085452,0.298866,0.042243,19227,19542.2,-0.04881,638563,643431.3,-0.02563
"S_20_01784","Both","SAMN36656626","OQ554167","Clade A","M",11,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC","HBSC",0.005531,0.556811,0.211176,0.085569,0.140913,0.528075,0.00001,0.03975,0.106458,0.272549,0.053157,19214,19550.8,-0.05215,633465,645840.8,-0.06491
"S_20_01791","ddRADseq","SAMN36656630",NA,NA,NA,8,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC",NA,0.074805,0.513753,0.216606,0.082534,0.112302,NA,NA,NA,NA,NA,NA,19252,19425.5,-0.02706,NA,NA,NA
"S_20_01792","ddRADseq","SAMN36656631",NA,NA,"F",9,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC",NA,0.08125,0.622019,0.114659,0.070986,0.111087,NA,NA,NA,NA,NA,NA,19262,19332.1,-0.01101,NA,NA,NA
"S_20_01801","ddRADseq","SAMN36656634",NA,NA,"M",NA,"SEH","Nastapoka_Sound",57.06536,-76.56481,2001,8,7,"HBSC",NA,0.040089,0.554361,0.256271,0.058037,0.091242,NA,NA,NA,NA,NA,NA,19175,19449,-0.0427,NA,NA,NA
"S_20_01803","ddRADseq","SAMN36656635",NA,NA,"M",16,"SEH","Nastapoka_Sound",57.35624,-76.67351,2001,8,3,"HBSC",NA,0.060879,0.551835,0.209824,0.065714,0.111747,NA,NA,NA,NA,NA,NA,19196,19200.2,-0.00066,NA,NA,NA
"S_20_01863","ddRADseq","SAMN36656636",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,1990,NA,NA,"HBSC",NA,0.04463,0.639826,0.206251,0.058717,0.050575,NA,NA,NA,NA,NA,NA,19348,19540.3,-0.02979,NA,NA,NA
"S_20_01864","ddRADseq","SAMN36656637",NA,NA,"F",21,"SEH","Kuujjuarapik",55.28055,-77.7533,1994,7,25,"LGR",NA,0.024645,0.040539,0.000014,0.00001,0.934793,NA,NA,NA,NA,NA,NA,19448,19528.7,-0.01252,NA,NA,NA
"S_20_01865","Both","SAMN36656638","OQ554171","Clade A","M",NA,"SEH","Kuujjuarapik",NA,NA,1990,NA,NA,"LGR","LGR",0.00001,0.050909,0.102805,0.063047,0.783229,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,19455,19516.7,-0.00958,639115,644575.7,-0.0287
"S_20_01867","lcWGS","SAMN36656640","OQ554172","Clade A","F",18,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,16,NA,"HBSC",NA,NA,NA,NA,NA,0.552542,0.015464,0.016872,0.107362,0.289927,0.017832,NA,NA,NA,636436,628465.2,0.04285
"S_20_01873","ddRADseq","SAMN36656641",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,1993,NA,NA,"HBSC",NA,0.070124,0.520912,0.286367,0.109228,0.013368,NA,NA,NA,NA,NA,NA,19299,19244.9,0.00855,NA,NA,NA
"S_20_01889","lcWGS","SAMN36656646","OQ554174","Clade D","M",7,"SEH",NA,NA,NA,1995,8,9,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640185,642025.9,-0.00971
"S_20_01948","ddRADseq","SAMN36656660",NA,NA,"F",11,"SEH","Kuujjuarapik",55.28052,-77.79491,2001,6,13,"LGR",NA,0.000329,0.071724,0.00001,0.00001,0.927927,NA,NA,NA,NA,NA,NA,19562,19525.1,0.00573,NA,NA,NA
"S_20_02083","ddRADseq","SAMN36656674",NA,NA,"M",NA,"SEH","Island_Anderson",56.305,-76.69,2017,6,22,"HBSC",NA,0.130439,0.499747,0.20074,0.099872,0.069201,NA,NA,NA,NA,NA,NA,18757,18443,0.05241,NA,NA,NA
"S_20_02104","ddRADseq","SAMN36656678",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,2018,7,7,"HBSC",NA,0.026014,0.583711,0.254636,0.063554,0.072085,NA,NA,NA,NA,NA,NA,19405,19507.5,-0.01592,NA,NA,NA
"S_20_02173","ddRADseq","SAMN36656683",NA,NA,"F",NA,"SEH","Umiujaq",56.614,-76.611,2002,6,18,"HBSC",NA,0.075781,0.600809,0.136118,0.088189,0.099104,NA,NA,NA,NA,NA,NA,19236,19408.4,-0.02695,NA,NA,NA
"S_20_02174","ddRADseq","SAMN36656684",NA,NA,"F",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,20,"LGR",NA,0.031448,0.073721,0.002817,0.058503,0.833511,NA,NA,NA,NA,NA,NA,19523,19540.4,-0.0027,NA,NA,NA
"S_20_02175","lcWGS","SAMN36656685","OQ554182","Clade D","M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,646197,642590.4,0.01901
"S_20_02177","ddRADseq","SAMN36656686",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,28,"LGR",NA,0.00001,0.00001,0.041471,0.00001,0.958499,NA,NA,NA,NA,NA,NA,19365,19440.5,-0.01176,NA,NA,NA
"S_20_02178","ddRADseq","SAMN36656687",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,24,"LGR",NA,0.045253,0.058464,0.104931,0.00926,0.782093,NA,NA,NA,NA,NA,NA,19178,19144,0.00541,NA,NA,NA
"S_20_02179","ddRADseq","SAMN36656688",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,24,"LGR",NA,0.012806,0.10283,0.055174,0.043922,0.785269,NA,NA,NA,NA,NA,NA,19279,19470.8,-0.02986,NA,NA,NA
"S_20_02180","ddRADseq","SAMN36656689",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,19,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,19400,19546.7,-0.02271,NA,NA,NA
"S_20_02249","ddRADseq","SAMN36656694",NA,NA,"M",NA,"SEH","Pointe_Pilavvik",55.259,-77.822,2015,6,12,"JAM",NA,0.015416,0.025054,0.00001,0.900388,0.059133,NA,NA,NA,NA,NA,NA,19658,19486.3,0.02671,NA,NA,NA
"S_20_02340","lcWGS","SAMN36656708","OQ554186","Clade A",NA,23,"SEH","Nastapoka_River",56.91,-76.54416667,2000,8,5,NA,"HBSC",NA,NA,NA,NA,NA,0.489257,0.033685,0.042753,0.119881,0.285013,0.029411,NA,NA,NA,638385,633943.4,0.02373
"S_20_02375","ddRADseq","SAMN36656719",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2018,6,23,"HBSC",NA,0.019421,0.541098,0.182782,0.12074,0.135959,NA,NA,NA,NA,NA,NA,19204,19146.6,0.00911,NA,NA,NA
"S_20_02659","ddRADseq","SAMN36656746",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.301,-76.339,2015,NA,NA,"HBSC",NA,0.057416,0.554995,0.280162,0.063228,0.0442,NA,NA,NA,NA,NA,NA,19112,19060.9,0.00816,NA,NA,NA
"S_20_02664","ddRADseq","SAMN36656747",NA,NA,NA,NA,"SEH","Umiujaq",56.44,-76.56,2007,7,16,"HBSC",NA,0.046265,0.578803,0.291785,0.025107,0.05804,NA,NA,NA,NA,NA,NA,19181,18947.1,0.03759,NA,NA,NA
"S_20_02767","ddRADseq","SAMN36656755",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.833,2009,7,22,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,19351,19417.8,-0.01043,NA,NA,NA
"S_20_02848","ddRADseq","SAMN36656759",NA,NA,"M",26,"SEH","Inukjuak",58.274,-78.102,2007,8,11,"HBSC",NA,0.037908,0.604048,0.137184,0.104833,0.116027,NA,NA,NA,NA,NA,NA,19361,19544.4,-0.0284,NA,NA,NA
"S_20_02849","ddRADseq","SAMN36656760",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,7,24,"HBSC",NA,0.054403,0.555172,0.208663,0.07789,0.103872,NA,NA,NA,NA,NA,NA,18818,18861.4,-0.00704,NA,NA,NA
"S_20_02863","lcWGS","SAMN36656761","OQ554192","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,636298,632767.9,0.01884
"S_20_02865","lcWGS","SAMN36656762","OQ554193","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640135,640988.2,-0.00451
"S_20_02866","lcWGS","SAMN36656763","OQ554194","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640950,642917.2,-0.01036
"S_20_02890","lcWGS","SAMN36656765","OQ554195","Clade C","M",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,3,NA,"JAM",NA,NA,NA,NA,NA,0.00001,0.00001,0.988244,0.00001,0.011715,0.000012,NA,NA,NA,639506,648495.5,-0.047
"S_20_02957","ddRADseq","SAMN36656775",NA,NA,"M",11,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",55.89111111,-76.89416667,1998,8,5,"HBSC",NA,0.053926,0.60147,0.207719,0.00001,0.136874,NA,NA,NA,NA,NA,NA,19380,19537.3,-0.02437,NA,NA,NA
"S_20_02958","ddRADseq","SAMN36656776",NA,NA,"F",17,"SEH","Nastapoka_River",56.91,-76.54416667,1998,8,9,"HBSC",NA,0.043567,0.717457,0.097354,0.058852,0.082769,NA,NA,NA,NA,NA,NA,19272,19337.5,-0.01028,NA,NA,NA
"S_20_02959","ddRADseq","SAMN36656777",NA,NA,"M",20,"SEH","Kuujjuarapik",55.26666667,-77.8,1998,8,11,"LGR",NA,0.023552,0.092817,0.054635,0.00001,0.828986,NA,NA,NA,NA,NA,NA,19262,19383.4,-0.01899,NA,NA,NA
"S_20_02961","ddRADseq","SAMN36656778",NA,NA,"M",25,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",55.89111111,-76.89416667,1998,8,5,"HBSC",NA,0.009945,0.700748,0.131366,0.068968,0.088973,NA,NA,NA,NA,NA,NA,19299,19371.7,-0.01138,NA,NA,NA
"S_20_02963","ddRADseq","SAMN36656779",NA,NA,"M",6,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.016385,0.613529,0.204999,0.092602,0.072484,NA,NA,NA,NA,NA,NA,19331,19508.6,-0.02758,NA,NA,NA
"S_20_02964","ddRADseq","SAMN36656780",NA,NA,"F",3,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.086646,0.605131,0.124085,0.123231,0.060906,NA,NA,NA,NA,NA,NA,19271,19262.5,0.00133,NA,NA,NA
"S_20_02965","ddRADseq","SAMN36656781",NA,NA,"F",24,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.07344,0.698163,0.104109,0.047725,0.076563,NA,NA,NA,NA,NA,NA,19081,18925.7,0.02515,NA,NA,NA
"S_20_02966","ddRADseq","SAMN36656782",NA,NA,"M",14,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.033779,0.61281,0.190405,0.05087,0.112136,NA,NA,NA,NA,NA,NA,19077,19320.5,-0.03825,NA,NA,NA
"S_20_03001","ddRADseq","SAMN36656783",NA,NA,"F",13,"SEH","Kuujjuarapik",55.26666667,-77.8,1998,8,NA,"LGR",NA,0.00001,0.00001,0.066473,0.03273,0.900777,NA,NA,NA,NA,NA,NA,19293,19329.5,-0.0057,NA,NA,NA
"S_20_03026","ddRADseq","SAMN36656784",NA,NA,"F",30,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.0141,-76.7547,2001,8,1,"LGR",NA,0.03401,0.068601,0.043863,0.019848,0.833677,NA,NA,NA,NA,NA,NA,19484,19542.7,-0.00909,NA,NA,NA
"S_20_03027","ddRADseq","SAMN36656785",NA,NA,"M",17,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.01079,-76.76466,2001,8,4,"LGR",NA,0.049864,0.024719,0.004764,0.00001,0.920642,NA,NA,NA,NA,NA,NA,19614,19516.7,0.0151,NA,NA,NA
"S_20_03028","ddRADseq","SAMN36656786",NA,NA,"M",21,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.01079,-76.75897,2001,8,4,"LGR",NA,0.003811,0.00001,0.00001,0.00001,0.996159,NA,NA,NA,NA,NA,NA,19409,19443.4,-0.00536,NA,NA,NA
"S_20_03033","ddRADseq","SAMN36656787",NA,NA,"F",18,"SEH","Nastapoka_Sound",57.05811,-76.56104,2001,8,1,"HBSC",NA,0.044529,0.618346,0.157971,0.098383,0.080771,NA,NA,NA,NA,NA,NA,19553,19526.5,0.0041,NA,NA,NA
"S_20_03034","ddRADseq","SAMN36656788",NA,NA,"M",26,"SEH","Nastapoka_Sound",57.34984,-76.66321,2001,8,3,"HBSC",NA,0.056161,0.590055,0.214682,0.030581,0.108521,NA,NA,NA,NA,NA,NA,19327,19516.8,-0.02946,NA,NA,NA
"S_20_03035","ddRADseq","SAMN36656789",NA,NA,"M",18,"SEH","Nastapoka_Sound",57.34037,-76.66627,2001,8,3,"HBSC",NA,0.047209,0.592208,0.241426,0.063669,0.055489,NA,NA,NA,NA,NA,NA,19338,19481.2,-0.02227,NA,NA,NA
"S_20_03036","ddRADseq","SAMN36656790",NA,NA,"M",23,"SEH","Nastapoka_Sound",57.33703,-76.68103,2001,8,3,"HBSC",NA,0.039794,0.566193,0.241184,0.041183,0.111646,NA,NA,NA,NA,NA,NA,18864,19226.2,-0.05722,NA,NA,NA
"S_20_03037","ddRADseq","SAMN36656791",NA,NA,"M",18,"SEH","Nastapoka_Sound",57.34511,-76.67685,2001,8,3,"HBSC",NA,0.057313,0.571987,0.233797,0.079131,0.057772,NA,NA,NA,NA,NA,NA,19126,19166.7,-0.00646,NA,NA,NA
"S_20_03054","ddRADseq","SAMN36656793",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2010,6,1,"HBSC",NA,0.028722,0.530202,0.259654,0.113897,0.067525,NA,NA,NA,NA,NA,NA,19389,19502.5,-0.0176,NA,NA,NA
"S_20_03055","ddRADseq","SAMN36656794",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2010,10,1,"HBSC",NA,0.030368,0.577142,0.228164,0.08811,0.076215,NA,NA,NA,NA,NA,NA,19262,19382,-0.01879,NA,NA,NA
"S_20_03056","ddRADseq","SAMN36656795",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2010,6,1,"HBSC",NA,0.150433,0.354488,0.29194,0.053663,0.149476,NA,NA,NA,NA,NA,NA,17847,17462.7,0.06981,NA,NA,NA
"S_20_03083","ddRADseq","SAMN36656796",NA,NA,"F",14,"SEH","Inukjuak",NA,NA,1997,8,4,"HBSC",NA,0.02839,0.611983,0.104756,0.089201,0.16567,NA,NA,NA,NA,NA,NA,19069,19308.1,-0.03756,NA,NA,NA
"S_20_03084","ddRADseq","SAMN36656797",NA,NA,"F",NA,"SEH",NA,NA,NA,1997,8,5,"HBSC",NA,0.044328,0.628583,0.222303,0.036074,0.068712,NA,NA,NA,NA,NA,NA,19332,19547,-0.03329,NA,NA,NA
"S_20_03085","ddRADseq","SAMN36656798",NA,NA,"M",4,"SEH","Inukjuak",NA,NA,1997,NA,NA,"LGR",NA,0.004538,0.123333,0.015858,0.00001,0.856262,NA,NA,NA,NA,NA,NA,19380,19542.7,-0.0252,NA,NA,NA
"S_20_03086","ddRADseq","SAMN36656799",NA,NA,"M",5,"SEH","Nastapoka_Sound",57.06,-76.665,1997,8,4,"HBSC",NA,0.040704,0.604527,0.222344,0.080953,0.051471,NA,NA,NA,NA,NA,NA,19322,19460.8,-0.0216,NA,NA,NA
"S_20_03087","ddRADseq","SAMN36656800",NA,NA,"F",21,"SEH","Inukjuak",NA,NA,1997,8,5,"LGR",NA,0.031506,0.038325,0.00001,0.024629,0.90553,NA,NA,NA,NA,NA,NA,19381,19484.4,-0.01607,NA,NA,NA
"S_20_03088","ddRADseq","SAMN36656801",NA,NA,"F",15,"SEH","Inukjuak",NA,NA,1997,8,4,"HBSC",NA,0.062082,0.60691,0.287745,0.017087,0.026177,NA,NA,NA,NA,NA,NA,19457,19520.1,-0.00979,NA,NA,NA
"S_20_03090","ddRADseq","SAMN36656802",NA,NA,"F",18,"SEH","Inukjuak",NA,NA,1997,8,4,"HBSC",NA,0.041153,0.619786,0.166866,0.02912,0.143075,NA,NA,NA,NA,NA,NA,19240,19364.2,-0.01945,NA,NA,NA
"S_20_03091","ddRADseq","SAMN36656803",NA,NA,"M",28,"SEH","Nastapoka_River",56.91,-76.54416667,1997,8,5,"HBSC",NA,0.065509,0.507015,0.194474,0.102364,0.130639,NA,NA,NA,NA,NA,NA,19428,19535.3,-0.01663,NA,NA,NA
"S_20_03098","ddRADseq","SAMN36656807",NA,NA,NA,16,"SEH","Umiujaq",56.61388889,-76.61111111,1997,NA,NA,"HBSC",NA,0.032645,0.658181,0.1174,0.097893,0.093881,NA,NA,NA,NA,NA,NA,19257,19493.8,-0.03681,NA,NA,NA
"S_20_03100","ddRADseq","SAMN36656808",NA,NA,"F",15,"SEH","Umiujaq",56.61388889,-76.61111111,1997,NA,NA,"HBSC",NA,0.056855,0.749122,0.044748,0.025577,0.123699,NA,NA,NA,NA,NA,NA,19088,19313.6,-0.03545,NA,NA,NA
"S_20_03102","ddRADseq","SAMN36656809",NA,NA,"M",35,"SEH","Kuujjuarapik",55.28052,-77.79491,1997,9,12,"JAM",NA,0.00001,0.096388,0.00001,0.903582,0.00001,NA,NA,NA,NA,NA,NA,19732,19547.9,0.02851,NA,NA,NA
"S_20_03103","lcWGS","SAMN36656810","OQ554199","Clade A","M",5,"SEH",NA,NA,NA,1997,NA,NA,NA,"HBSC",NA,NA,NA,NA,NA,0.516296,0.003597,0.039848,0.109709,0.302315,0.028234,NA,NA,NA,638952,644612.4,-0.02975
"S_20_03104","lcWGS","SAMN36656811","OQ554200","Clade A","M",6,"SEH",NA,NA,NA,1997,NA,NA,NA,"HBSC",NA,NA,NA,NA,NA,0.525743,0.015846,0.034526,0.112588,0.275733,0.035563,NA,NA,NA,635348,628595,0.03629
"S_20_03105","lcWGS","SAMN36656812","OQ554201","Clade A","F",29,"SEH",NA,NA,NA,1997,7,19,NA,"HBSC",NA,NA,NA,NA,NA,0.544341,0.013779,0.052375,0.063528,0.279321,0.046657,NA,NA,NA,639681,638363.5,0.00699
"S_20_03106","ddRADseq","SAMN36656813",NA,NA,"M",27,"SEH","Kuujjuarapik",55.28052,-77.79491,1997,9,12,"JAM",NA,0.002823,0.00001,0.00001,0.997147,0.00001,NA,NA,NA,NA,NA,NA,19629,19505.5,0.01918,NA,NA,NA
"S_20_03180","ddRADseq","SAMN36656815",NA,NA,"F",17,"SEH","Nastapoka_Sound",57.04494,-76.55701,2001,8,4,"HBSC",NA,0.107757,0.762189,0.00001,0.00475,0.125295,NA,NA,NA,NA,NA,NA,18893,18965.7,-0.01169,NA,NA,NA
