"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad.all","Membership.wgs.all","Q1.rad.all","Q2.rad.all","Q3.rad.all","Q4.rad.all","Q5.rad.all","Q1.wgs.all","Q2.wgs.all","Q3.wgs.all","Q4.wgs.all","Q5.wgs.all","Q6.wgs.all","Q1.rad.hbsc","Q2.rad.hbsc","Q3.rad.hbsc","Q1.wgs.hbsc","Q2.wgs.hbsc","Q1.rad.jam","Q2.rad.jam","Q1.wgs.jam","Q2.wgs.jam","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_01432","lcWGS","SAMN36656540","OQ554105","Clade D","M",18,"CS","Pangnirtung_Cumberland_Sound",NA,NA,1997,7,15,NA,"CS",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636837,636214,0.00331
"S_20_01539","lcWGS","SAMN36656565","OQ554131","Clade D","F",15,"CS","Clearwater_Fiord",65.13,-65.45,1984,8,25,NA,"CS",NA,NA,NA,NA,NA,0.063794,0.006345,0.013404,0.716757,0.093392,0.106307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635680,632574.4,0.01659
"S_20_01546","lcWGS","SAMN36656566","OQ554132","Clade D","F",34,"CS","Pangnirtung_Bon_Accord",65.216271,-65.750172,2010,7,6,NA,"CS",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640762,633158.2,0.04061
"S_20_01556","lcWGS","SAMN36656570","OQ554136","Clade C","M",NA,"CS","Clearwater_Fiord",66.5674,-67.4474,1982,7,21,NA,"CS",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.822189,0.00001,0.177771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639382,645681.8,-0.03307
"S_20_01580","lcWGS","SAMN36656574","OQ554140","Clade D","M",18,"CS","Cumberland_sound_Ingiiqtivvik",NA,NA,2016,7,7,NA,"HBSC",NA,NA,NA,NA,NA,0.535736,0.020206,0.015764,0.135455,0.263965,0.028874,NA,NA,NA,0.555864,0.444136,NA,NA,NA,NA,NA,NA,NA,628956,623396.1,0.0301
"S_20_01597","lcWGS","SAMN36656577","OQ554143","Clade D","M",25,"CS","Clearwater_Fiord",NA,NA,1984,8,16,NA,"HBSC",NA,NA,NA,NA,NA,0.643476,0.001542,0.013676,0.078082,0.229143,0.03408,NA,NA,NA,0.50192,0.49808,NA,NA,NA,NA,NA,NA,NA,630993,627248.7,0.02015
"S_20_03496","lcWGS","SAMN36656868","OQ554221","Clade D","M",11,"CS","Clearwater_Fiord",66.5674,-67.4474,1994,7,23,NA,"CS",NA,NA,NA,NA,NA,0.00001,0.000013,0.00001,0.999947,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635451,627993.2,0.04013
"S_20_03509","Both","SAMN36656874","OQ554225","Clade C","F",NA,"CS","Pangnirtung",66.2689,-67.1083,2007,7,12,"CS","CS",0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,19590,18802.2,0.12688,639398,632679.3,0.03593
"S_20_03510","Both","SAMN36656875","OQ554226","Clade C","F",NA,"CS","Pangnirtung",66.2689,-67.1083,2007,7,12,"CS","CS",0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,17721,16346.7,0.27148,633683,627600.6,0.03272
"S_20_03511","lcWGS","SAMN36656876","OQ554227","Clade D","M",41,"CS","Pangnirtung",NA,NA,2002,7,NA,NA,"CS",NA,NA,NA,NA,NA,0.055103,0.00001,0.00293,0.763607,0.047836,0.130514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637941,636201.3,0.00925
"S_20_03522","Both","SAMN36656885","OQ554230","Clade D","M",NA,"CS","Pangnirtung_West_Cumberland_Sound",65.24083333,-66.65805556,2002,7,NA,"CS","CS",0.012128,0.105592,0.810045,0.01566,0.056575,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,19528,19417.4,0.01726,629533,620179.3,0.05092
"S_20_01331","lcWGS","SAMN36656509","OQ554074","Clade D","F",6,"FRB","Iqaluit",NA,NA,2002,7,26,NA,"HBSC",NA,NA,NA,NA,NA,0.617103,0.019733,0.013399,0.107325,0.23572,0.006721,NA,NA,NA,0.641826,0.358174,NA,NA,NA,NA,NA,NA,NA,634631,628506.2,0.03296
"S_20_01400","lcWGS","SAMN36656530","OQ554095","Clade D","M",19,"FRB","Iqaluit",NA,NA,1997,8,2,NA,"HBSC",NA,NA,NA,NA,NA,0.451326,0.014853,0.027115,0.148789,0.276602,0.081315,NA,NA,NA,0.654487,0.345513,NA,NA,NA,NA,NA,NA,NA,631926,625936,0.03232
"S_20_01434","lcWGS","SAMN36656541","MW316138 ",NA,"F",9,"FRB",NA,NA,NA,1996,7,16,NA,"HBSC",NA,NA,NA,NA,NA,0.490356,0.030417,0.017491,0.178606,0.244068,0.039062,NA,NA,NA,0.626384,0.373616,NA,NA,NA,NA,NA,NA,NA,620735,604509,0.09047
"S_20_01437","lcWGS","SAMN36656542","OQ554107","Clade D","M",10,"FRB",NA,NA,NA,1996,7,18,NA,"HBSC",NA,NA,NA,NA,NA,0.553796,0.019941,0.01227,0.101765,0.276482,0.035746,NA,NA,NA,0.574864,0.425136,NA,NA,NA,NA,NA,NA,NA,638347,635862.4,0.01322
"S_20_01438","lcWGS","SAMN36656543","OQ554108","Clade D","F",6,"FRB",NA,NA,NA,1996,8,11,NA,"HBSC",NA,NA,NA,NA,NA,0.552197,0.002899,0.013678,0.128193,0.27604,0.026993,NA,NA,NA,0.558537,0.441463,NA,NA,NA,NA,NA,NA,NA,635396,635443.2,-0.00025
"S_20_01444","lcWGS","SAMN36656545","OQ554110","Clade D","M",10,"FRB","Hidden_Bay",NA,NA,1996,8,5,NA,"HBSC",NA,NA,NA,NA,NA,0.614893,0.016821,0.009096,0.019954,0.318204,0.021032,NA,NA,NA,0.99999,0.00001,NA,NA,NA,NA,NA,NA,NA,635534,631376.3,0.02227
"S_20_01454","lcWGS","SAMN36656547","OQ554112","Clade C","M",30,"FRB","Kajoosie_Inlet",NA,NA,1993,8,17,NA,"HBSC",NA,NA,NA,NA,NA,0.351319,0.014807,0.009729,0.408697,0.155979,0.059468,NA,NA,NA,0.550408,0.449592,NA,NA,NA,NA,NA,NA,NA,639339,634446.4,0.02608
"S_20_01462","lcWGS","SAMN36656548","OQ554113","Clade D","M",11,"FRB",NA,NA,NA,1994,7,23,NA,"HBSC",NA,NA,NA,NA,NA,0.568134,0.004467,0.017102,0.099419,0.26551,0.045368,NA,NA,NA,0.644467,0.355533,NA,NA,NA,NA,NA,NA,NA,637238,639442.1,-0.01167
"S_20_03572","ddRADseq","SAMN36656899",NA,NA,"M",16,"FRB","Iqaluit",NA,NA,1991,7,23,"HBSC",NA,0.011349,0.60131,0.250042,0.030077,0.107222,NA,NA,NA,NA,NA,NA,0.68365,0.111628,0.204723,NA,NA,NA,NA,NA,NA,19323,19426.6,-0.01617,NA,NA,NA
"S_20_03573","ddRADseq","SAMN36656900",NA,NA,"M",25,"FRB","Iqaluit",NA,NA,1992,6,8,"HBSC",NA,0.025185,0.551259,0.269199,0.068666,0.08569,NA,NA,NA,NA,NA,NA,0.734722,0.055611,0.209667,NA,NA,NA,NA,NA,NA,18687,19255.4,-0.08989,NA,NA,NA
"S_20_03582","ddRADseq","SAMN36656902",NA,NA,"F",11,"FRB","Iqaluit",NA,NA,1991,7,15,"HBSC",NA,0.019475,0.650973,0.244116,0.023283,0.062154,NA,NA,NA,NA,NA,NA,0.814729,0.043701,0.141569,NA,NA,NA,NA,NA,NA,19399,19524.2,-0.01942,NA,NA,NA
"S_20_03583","ddRADseq","SAMN36656903",NA,NA,"M",1,"FRB","Iqaluit",NA,NA,1992,6,19,"HBSC",NA,0.03411,0.657394,0.169802,0.024835,0.113859,NA,NA,NA,NA,NA,NA,0.716668,0.157877,0.125454,NA,NA,NA,NA,NA,NA,18940,19410.6,-0.07353,NA,NA,NA
"S_20_03590","ddRADseq","SAMN36656908",NA,NA,"F",42,"FRB","Iqaluit",NA,NA,1992,7,30,"HBSC",NA,0.00001,0.625546,0.187884,0.021893,0.164666,NA,NA,NA,NA,NA,NA,0.760386,0.102846,0.136768,NA,NA,NA,NA,NA,NA,19169,19233.8,-0.01025,NA,NA,NA
"S_20_03591","ddRADseq","SAMN36656909",NA,NA,"F",15,"FRB","Iqaluit",NA,NA,1992,7,3,"HBSC",NA,0.026497,0.462648,0.326736,0.03083,0.153289,NA,NA,NA,NA,NA,NA,0.748403,0.148928,0.102669,NA,NA,NA,NA,NA,NA,19326,19352.2,-0.0041,NA,NA,NA
"S_20_03592","ddRADseq","SAMN36656910",NA,NA,"F",3,"FRB","Iqaluit",NA,NA,1992,8,25,"HBSC",NA,0.045421,0.482177,0.359804,0.029118,0.08348,NA,NA,NA,NA,NA,NA,0.787466,0.151665,0.060869,NA,NA,NA,NA,NA,NA,19475,19448.5,0.00412,NA,NA,NA
"S_20_03598","ddRADseq","SAMN36656913",NA,NA,"M",19,"FRB","Iqaluit",NA,NA,1992,7,3,"HBSC",NA,0.025303,0.539679,0.299593,0.03075,0.104674,NA,NA,NA,NA,NA,NA,0.717113,0.156538,0.126349,NA,NA,NA,NA,NA,NA,19372,19450.1,-0.01217,NA,NA,NA
"S_20_03605","ddRADseq","SAMN36656917",NA,NA,NA,27,"FRB","Iqaluit",NA,NA,1992,6,5,"HBSC",NA,0.0229,0.500081,0.316051,0.076176,0.084792,NA,NA,NA,NA,NA,NA,0.713607,0.12045,0.165943,NA,NA,NA,NA,NA,NA,18299,18510.8,-0.03528,NA,NA,NA
"S_20_03606","ddRADseq","SAMN36656918",NA,NA,NA,48,"FRB","Iqaluit",NA,NA,1992,6,14,"HBSC",NA,0.037515,0.528164,0.298413,0.064134,0.071775,NA,NA,NA,NA,NA,NA,0.584559,0.173206,0.242235,NA,NA,NA,NA,NA,NA,19146,19083,0.01006,NA,NA,NA
"S_20_03613","ddRADseq","SAMN36656921",NA,NA,"M",19,"FRB","Iqaluit",NA,NA,1992,6,5,"HBSC",NA,0.040186,0.599029,0.257026,0.021215,0.082544,NA,NA,NA,NA,NA,NA,0.737938,0.145876,0.116186,NA,NA,NA,NA,NA,NA,19341,19447.1,-0.01654,NA,NA,NA
"S_20_03614","ddRADseq","SAMN36656922",NA,NA,"M",27,"FRB","Iqaluit",NA,NA,1992,6,9,"HBSC",NA,0.00001,0.639606,0.274471,0.033177,0.052737,NA,NA,NA,NA,NA,NA,0.710105,0.090465,0.199431,NA,NA,NA,NA,NA,NA,19249,19238.7,0.00163,NA,NA,NA
"S_20_03623","ddRADseq","SAMN36656925",NA,NA,NA,15,"FRB","Iqaluit",NA,NA,1992,6,4,"HBSC",NA,0.046526,0.545657,0.356776,0.00001,0.051031,NA,NA,NA,NA,NA,NA,0.724241,0.038833,0.236927,NA,NA,NA,NA,NA,NA,18655,18386.9,0.04531,NA,NA,NA
"S_20_03630","ddRADseq","SAMN36656930",NA,NA,"F",57,"FRB","Iqaluit",NA,NA,1991,7,7,"HBSC",NA,0.024108,0.545963,0.242789,0.082706,0.104434,NA,NA,NA,NA,NA,NA,0.627185,0.156467,0.216348,NA,NA,NA,NA,NA,NA,19225,19376.9,-0.02379,NA,NA,NA
"S_20_03631","ddRADseq","SAMN36656931",NA,NA,"F",22,"FRB","Iqaluit",NA,NA,1992,7,3,"HBSC",NA,0.046435,0.49809,0.304462,0.043319,0.107695,NA,NA,NA,NA,NA,NA,0.679356,0.173576,0.147068,NA,NA,NA,NA,NA,NA,19129,19313.7,-0.02903,NA,NA,NA
"S_20_03632","ddRADseq","SAMN36656932",NA,NA,"F",34,"FRB","Iqaluit",62.867372,-67.268973,1992,6,19,"CS",NA,0.00001,0.00001,0.99996,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18881,18505.6,0.06256,NA,NA,NA
"S_20_00646_rep","ddRADseq","SAMN36656157",NA,NA,"M",35,"UNG","Anse_Inussujuaq_Misaqvik",59.99425,-70.41867,2001,7,20,"HBSC",NA,0.046157,0.511738,0.270254,0.036881,0.13497,NA,NA,NA,NA,NA,NA,0.702396,0.074307,0.223297,NA,NA,NA,NA,NA,NA,19171,19287.2,-0.01829,NA,NA,NA
"S_20_00647_rep","ddRADseq","SAMN36656158",NA,NA,"M",21,"UNG","Anse_Inussujuaq_Misaqvik",60.00265,-70.41779,2001,7,19,"HBSC",NA,0.041933,0.55735,0.317397,0.037836,0.045484,NA,NA,NA,NA,NA,NA,0.756054,0.077236,0.16671,NA,NA,NA,NA,NA,NA,18954,18836.7,0.0191,NA,NA,NA
"S_20_00649","ddRADseq","SAMN36656159",NA,NA,"M",NA,"UNG","Aupaluk",59.49623,-69.72468,2001,7,5,"HBSC",NA,0.015077,0.605266,0.210964,0.036651,0.132043,NA,NA,NA,NA,NA,NA,0.856385,0.138877,0.004738,NA,NA,NA,NA,NA,NA,19201,19459.1,-0.0402,NA,NA,NA
"S_20_00650","ddRADseq","SAMN36656160",NA,NA,"F",29,"UNG","Aupaluk",59.50397,-69.69681,2001,7,5,"HBSC",NA,0.031871,0.546369,0.251697,0.116183,0.05388,NA,NA,NA,NA,NA,NA,0.634193,0.166845,0.198962,NA,NA,NA,NA,NA,NA,19525,19308.2,0.03409,NA,NA,NA
"S_20_00849_rep","ddRADseq","SAMN36656294",NA,NA,"M",28,"UNG","Anse_Inussujuaq_Misaqvik",59.99757,-70.40828,2001,7,20,"HBSC",NA,0.032402,0.637611,0.227291,0.01897,0.083727,NA,NA,NA,NA,NA,NA,0.69228,0.110325,0.197395,NA,NA,NA,NA,NA,NA,19436,19539.3,-0.016,NA,NA,NA
"S_20_00851_rep","ddRADseq","SAMN36656295",NA,NA,"F",12,"UNG","Kangirsuk",60.01,-70.01,2001,6,12,"HBSC",NA,0.025197,0.613413,0.232373,0.079591,0.049426,NA,NA,NA,NA,NA,NA,0.738867,0.147992,0.11314,NA,NA,NA,NA,NA,NA,19308,19412.7,-0.0163,NA,NA,NA
"S_20_00852_rep","ddRADseq","SAMN36656296",NA,NA,"F",16,"UNG","Kangirsuk",60.00668,-70.01708,2001,6,12,"HBSC",NA,0.037111,0.57485,0.263845,0.064838,0.059357,NA,NA,NA,NA,NA,NA,0.570084,0.11492,0.314996,NA,NA,NA,NA,NA,NA,19334,19264.2,0.01101,NA,NA,NA
"S_20_00853","ddRADseq","SAMN36656297",NA,NA,"F",27,"UNG","Tasiujaq",58.74193,-69.90203,2001,7,20,"HBSC",NA,0.046186,0.600417,0.214599,0.072317,0.066481,NA,NA,NA,NA,NA,NA,0.67082,0.084904,0.244276,NA,NA,NA,NA,NA,NA,19354,19347.7,0.001,NA,NA,NA
"S_20_00854_rep","ddRADseq","SAMN36656298",NA,NA,"F",15,"UNG","Tasiujaq",58.71336,-69.86744,2001,7,18,"HBSC",NA,0.034853,0.609961,0.103095,0.065187,0.186903,NA,NA,NA,NA,NA,NA,0.412986,0.402436,0.184578,NA,NA,NA,NA,NA,NA,19521,19542.6,-0.00334,NA,NA,NA
"S_20_00855","ddRADseq","SAMN36656299",NA,NA,"M",4,"UNG","Tasiujaq",58.70659,-69.91331,2001,7,22,"HBSC",NA,0.021686,0.576866,0.267579,0.068663,0.065205,NA,NA,NA,NA,NA,NA,0.71988,0.117131,0.162989,NA,NA,NA,NA,NA,NA,19238,19227.5,0.00166,NA,NA,NA
"S_20_00856","ddRADseq","SAMN36656300",NA,NA,"M",NA,"UNG","Tasiujaq",58.71862,-69.90128,2001,7,16,"HBSC",NA,0.00001,0.517069,0.349176,0.051245,0.0825,NA,NA,NA,NA,NA,NA,0.507384,0.087896,0.40472,NA,NA,NA,NA,NA,NA,18773,19003.7,-0.03701,NA,NA,NA
"S_20_00857_rep","ddRADseq","SAMN36656301",NA,NA,"M",NA,"UNG","Dry_Bay",58.37181,-68.201,2001,7,19,"HBSC",NA,0.0329,0.619741,0.269888,0.055089,0.022381,NA,NA,NA,NA,NA,NA,0.639527,0.00001,0.360463,NA,NA,NA,NA,NA,NA,19730,19531.2,0.03081,NA,NA,NA
"S_20_00916_rep","ddRADseq","SAMN36656334",NA,NA,"M",33,"UNG","Kangirsuk",60.10333333,-69.81333333,2003,6,19,"HBSC",NA,0.013016,0.60003,0.174906,0.057061,0.154986,NA,NA,NA,NA,NA,NA,0.525313,0.218861,0.255827,NA,NA,NA,NA,NA,NA,19378,19540.3,-0.02514,NA,NA,NA
"S_20_00917","ddRADseq","SAMN36656335",NA,NA,"M",27,"UNG","Kangirsuk",60.10333333,-69.81333333,2003,6,19,"HBSC",NA,0.029022,0.527815,0.241723,0.079154,0.122285,NA,NA,NA,NA,NA,NA,0.709599,0.10348,0.186922,NA,NA,NA,NA,NA,NA,19306,19536,-0.03564,NA,NA,NA
"S_20_00918_rep","ddRADseq","SAMN36656336",NA,NA,"F",15,"UNG","Kangirsuk",60.10333333,-69.81333333,2003,6,19,"HBSC",NA,0.0039,0.602316,0.274393,0.037757,0.081635,NA,NA,NA,NA,NA,NA,0.564648,0.1131,0.322251,NA,NA,NA,NA,NA,NA,19157,19443.9,-0.04475,NA,NA,NA
"S_20_00921_rep","ddRADseq","SAMN36656338",NA,NA,"M",26,"UNG","Kangirsuk",60.10333333,-69.81333333,2003,6,19,"HBSC",NA,0.00001,0.542661,0.326028,0.024939,0.106362,NA,NA,NA,NA,NA,NA,0.870193,0.00001,0.129797,NA,NA,NA,NA,NA,NA,19081,19030.3,0.00812,NA,NA,NA
"S_20_01002","ddRADseq","SAMN36656384",NA,NA,"M",6,"UNG","Kangirsuk",NA,NA,2003,6,15,"HBSC",NA,0.014418,0.510699,0.305229,0.073025,0.096628,NA,NA,NA,NA,NA,NA,0.688837,0.165931,0.145232,NA,NA,NA,NA,NA,NA,18750,19069.8,-0.05107,NA,NA,NA
"S_20_01012_rep","ddRADseq","SAMN36656389",NA,NA,"F",26,"UNG","Tasiujaq",58.69638889,-69.93,2003,6,30,"HBSC",NA,0.023413,0.644702,0.148432,0.083833,0.099619,NA,NA,NA,NA,NA,NA,0.87973,0.12026,0.00001,NA,NA,NA,NA,NA,NA,19366,19450.4,-0.01315,NA,NA,NA
"S_20_01013_rep","ddRADseq","SAMN36656390",NA,NA,"F",21,"UNG","Tasiujaq",58.69638889,-69.93,2003,6,30,"HBSC",NA,0.013184,0.523862,0.34676,0.067073,0.04912,NA,NA,NA,NA,NA,NA,0.45037,0.082302,0.467328,NA,NA,NA,NA,NA,NA,19358,19203.4,0.02448,NA,NA,NA
"S_20_01014","ddRADseq","SAMN36656391",NA,NA,"M",35,"UNG","Cap_Qalirusiq",58.95277778,-69.69472222,2003,8,2,"HBSC",NA,0.010652,0.570277,0.334078,0.019664,0.06533,NA,NA,NA,NA,NA,NA,0.735014,0.144561,0.120424,NA,NA,NA,NA,NA,NA,19511,19532.2,-0.00329,NA,NA,NA
"S_20_01018_rep","ddRADseq","SAMN36656394",NA,NA,"M",23,"UNG","Kuujjuaq",58.10722222,-68.41166667,2003,6,29,"HBSC",NA,0.014475,0.637189,0.254781,0.052224,0.041331,NA,NA,NA,NA,NA,NA,0.671403,0.069901,0.258696,NA,NA,NA,NA,NA,NA,19431,19529.2,-0.01523,NA,NA,NA
"S_20_01178","lcWGS","SAMN36656477","OQ554038","Clade D","F",28,"UNG","Leaf_Bay",NA,NA,2019,7,26,NA,"HBSC",NA,NA,NA,NA,NA,0.568438,0.020086,0.00001,0.097113,0.261705,0.052648,NA,NA,NA,0.647705,0.352295,NA,NA,NA,NA,NA,NA,NA,626236,616110.3,0.05553
"S_20_01179","lcWGS","SAMN36656478","OQ554039","Clade D","M",7,"UNG","Leaf_Bay",NA,NA,2019,8,14,NA,"HBSC",NA,NA,NA,NA,NA,0.536719,0.015927,0.041308,0.088222,0.269745,0.048078,NA,NA,NA,0.465894,0.534106,NA,NA,NA,NA,NA,NA,NA,637259,634142.3,0.01663
"S_20_01180","lcWGS","SAMN36656479","OQ554040","Clade C","F",19,"UNG","Cap_Qalirusiq",NA,NA,2019,7,26,NA,"HBSC",NA,NA,NA,NA,NA,0.586543,0.023854,0.00001,0.1223,0.244546,0.022747,NA,NA,NA,0.663781,0.336219,NA,NA,NA,NA,NA,NA,NA,635677,625788.6,0.05341
"S_20_01874","ddRADseq","SAMN36656642",NA,NA,"M",NA,"UNG","Baie_Ungavatuaq",58.629166,-69.79805,1994,8,16,"HBSC",NA,0.009505,0.445603,0.369853,0.020426,0.154613,NA,NA,NA,NA,NA,NA,0.766467,0.106645,0.126887,NA,NA,NA,NA,NA,NA,19188,18892.8,0.04789,NA,NA,NA
"S_20_01878","ddRADseq","SAMN36656643",NA,NA,"F",NA,"UNG","Baie_Ungavatuaq",58.629166,-69.79805,1994,8,16,"HBSC",NA,0.001743,0.631751,0.304794,0.053635,0.008077,NA,NA,NA,NA,NA,NA,0.589802,0.089887,0.320312,NA,NA,NA,NA,NA,NA,19262,19483.8,-0.03442,NA,NA,NA
"S_20_01896","ddRADseq","SAMN36656647",NA,NA,"M",NA,"UNG","Aupaluk",59.45833333,-69.80555556,1999,7,21,"HBSC",NA,0.043538,0.52339,0.271137,0.031966,0.129969,NA,NA,NA,NA,NA,NA,0.724106,0.124847,0.151047,NA,NA,NA,NA,NA,NA,19330,19537.9,-0.03221,NA,NA,NA
"S_20_01904","ddRADseq","SAMN36656650",NA,NA,"F",NA,"UNG","Aupaluk",59.45833333,-69.80555556,1999,7,2,"HBSC",NA,0.04116,0.591939,0.181765,0.037569,0.147568,NA,NA,NA,NA,NA,NA,0.643378,0.17567,0.180951,NA,NA,NA,NA,NA,NA,18999,19334.3,-0.05262,NA,NA,NA
"S_20_01906","ddRADseq","SAMN36656651",NA,NA,"M",NA,"UNG","Aupaluk",59.45833333,-69.80555556,1999,7,15,"HBSC",NA,0.024274,0.61642,0.190132,0.043345,0.125828,NA,NA,NA,NA,NA,NA,0.744074,0.173129,0.082797,NA,NA,NA,NA,NA,NA,19393,19529.5,-0.02116,NA,NA,NA
"S_20_01933","ddRADseq","SAMN36656653",NA,NA,"M",NA,"UNG","Aupaluk",59.45833333,-69.80555556,1999,7,2,"HBSC",NA,0.010547,0.677024,0.201372,0.017112,0.093945,NA,NA,NA,NA,NA,NA,0.719904,0.113616,0.16648,NA,NA,NA,NA,NA,NA,19222,19545.8,-0.05014,NA,NA,NA
"S_20_01938","ddRADseq","SAMN36656655",NA,NA,"M",NA,"UNG","Tasiujaq",58.81388889,-70.05,1999,7,15,"HBSC",NA,0.006846,0.60315,0.27455,0.061577,0.053877,NA,NA,NA,NA,NA,NA,0.739745,0.102837,0.157418,NA,NA,NA,NA,NA,NA,19273,19144,0.02052,NA,NA,NA
"S_20_01939","ddRADseq","SAMN36656656",NA,NA,"F",NA,"UNG","Tasiujaq",58.81388889,-70.05,1999,7,28,"HBSC",NA,0.027258,0.574789,0.234445,0.063114,0.100394,NA,NA,NA,NA,NA,NA,0.728008,0.141371,0.130621,NA,NA,NA,NA,NA,NA,19364,19482.8,-0.01846,NA,NA,NA
"S_20_01942","ddRADseq","SAMN36656657",NA,NA,"M",NA,"UNG","Tasiujaq",58.875,-70.14166667,1999,7,27,"HBSC",NA,0.021714,0.622813,0.264843,0.008869,0.081761,NA,NA,NA,NA,NA,NA,0.687087,0.146622,0.166291,NA,NA,NA,NA,NA,NA,19438,19530,-0.01426,NA,NA,NA
"S_20_01985","ddRADseq","SAMN36656663",NA,NA,"F",NA,"UNG","Tasiujaq",58.696,-69.93,2010,7,12,"HBSC",NA,0.0236,0.561611,0.315982,0.061729,0.037077,NA,NA,NA,NA,NA,NA,0.564353,0.1056,0.330048,NA,NA,NA,NA,NA,NA,18928,18744.4,0.03007,NA,NA,NA
"S_20_01986","ddRADseq","SAMN36656664",NA,NA,"F",NA,"UNG","Tasiujaq",58.696,-69.93,2010,8,12,"HBSC",NA,0.025302,0.542905,0.285809,0.016201,0.129783,NA,NA,NA,NA,NA,NA,0.827727,0.118953,0.053319,NA,NA,NA,NA,NA,NA,19337,19543.9,-0.03205,NA,NA,NA
"S_20_01991","ddRADseq","SAMN36656665",NA,NA,"F",NA,"UNG","Kangiqsualujjuaq",NA,NA,2010,8,16,"HBSC",NA,0.050895,0.543141,0.381385,0.00001,0.024569,NA,NA,NA,NA,NA,NA,0.596358,0.10257,0.301072,NA,NA,NA,NA,NA,NA,19168,18933.6,0.03789,NA,NA,NA
"S_20_02109","ddRADseq","SAMN36656679",NA,NA,"M",NA,"UNG","Tasiujaq",NA,NA,2018,7,14,"HBSC",NA,0.008833,0.554746,0.259557,0.105891,0.070973,NA,NA,NA,NA,NA,NA,0.402476,0.20153,0.395993,NA,NA,NA,NA,NA,NA,19369,19419.8,-0.00793,NA,NA,NA
"S_20_02110","ddRADseq","SAMN36656680",NA,NA,"M",NA,"UNG","Island_Qulluvik",60.159,-69.451,2018,7,1,"HBSC",NA,0.057005,0.53619,0.260122,0.068901,0.077781,NA,NA,NA,NA,NA,NA,0.557822,0.1482,0.293978,NA,NA,NA,NA,NA,NA,18922,18696.9,0.03705,NA,NA,NA
"S_20_02115","ddRADseq","SAMN36656681",NA,NA,"F",NA,"UNG","Islands_Pakkiviit",58.26,-68.269,2018,7,22,"HBSC",NA,0.061031,0.542007,0.393956,0.002996,0.00001,NA,NA,NA,NA,NA,NA,0.540639,0.061872,0.397489,NA,NA,NA,NA,NA,NA,18821,18558.6,0.04351,NA,NA,NA
"S_20_02182","ddRADseq","SAMN36656690",NA,NA,"M",NA,"UNG","Pointe_Tikiraq",60.103,-69.813,2002,6,28,"HBSC",NA,0.038951,0.598284,0.164468,0.070649,0.127648,NA,NA,NA,NA,NA,NA,0.661859,0.143535,0.194606,NA,NA,NA,NA,NA,NA,19456,19526.2,-0.01088,NA,NA,NA
"S_20_02255","ddRADseq","SAMN36656697",NA,NA,"F",NA,"UNG","Cap_Qalirusiq",58.953,-69.695,2015,7,11,"HBSC",NA,0.00001,0.700307,0.244626,0.055047,0.00001,NA,NA,NA,NA,NA,NA,0.554486,0.12967,0.315844,NA,NA,NA,NA,NA,NA,19361,19538,-0.02742,NA,NA,NA
"S_20_02256","ddRADseq","SAMN36656698",NA,NA,"F",NA,"UNG","Tasiujaq",58.696,-69.93,2015,7,27,"HBSC",NA,0.033039,0.592735,0.201453,0.055169,0.117604,NA,NA,NA,NA,NA,NA,0.6735,0.147366,0.179134,NA,NA,NA,NA,NA,NA,19080,19448.5,-0.05744,NA,NA,NA
"S_20_02257","ddRADseq","SAMN36656699",NA,NA,"F",NA,"UNG","Cap_Qalirusiq",58.953,-69.695,2015,7,11,"HBSC",NA,0.052331,0.527729,0.386976,0.032954,0.00001,NA,NA,NA,NA,NA,NA,0.345032,0.06709,0.587877,NA,NA,NA,NA,NA,NA,18847,18453,0.06618,NA,NA,NA
"S_20_02258","ddRADseq","SAMN36656700",NA,NA,"F",NA,"UNG","Baie_Ungavatuaq",58.629,-69.798,2015,7,4,"HBSC",NA,0.03004,0.633757,0.196634,0.053982,0.085586,NA,NA,NA,NA,NA,NA,0.703375,0.096798,0.199827,NA,NA,NA,NA,NA,NA,19330,19527.4,-0.03059,NA,NA,NA
