"ID_GQ","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","K","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo"
"S_20_00661",0.102544,0.504583,0.13592,0.256953,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1054","CSB","Pangnirtung_Imigen",2002,7,6,"Pangnirtung","HL003"
"S_20_00662",0.097036,0.581149,0.109317,0.212498,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1072","CSB","Pangnirtung",2002,7,25,"Pangnirtung","HL021"
"S_20_00664",0.119008,0.672378,0.122749,0.085865,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1232","CSB","Pangnirtung_Bon_Accord",2005,8,4,"Pangnirtung","HL003"
"S_20_00665",0.050955,0.715522,0.124048,0.109475,NA,NA,NA,NA,NA,NA,4,"ARPG_06_1281","CSB","Pangnirtung_Imilit",2006,6,30,"Pangnirtung","HL003"
"S_20_00666",0.119763,0.518535,0.07078,0.290922,NA,NA,NA,NA,NA,NA,4,"ARPG_06_1280","CSB","Pangnirtung_Emelet",2006,7,1,"Pangnirtung","HL023"
"S_20_00667",0.081237,0.560437,0.113764,0.244562,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1040","CSB","Pangnirtung_Nuvuatiakalak",2002,7,21,"Pangnirtung","HL022"
"S_20_00668",0.171142,0.419964,0.222482,0.186412,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1255","CSB","Pangnirtung",2005,8,3,"Pangnirtung","HL024"
"S_20_00670",0.106168,0.544745,0.106217,0.24287,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1039","CSB","Pangnirtung",2002,7,10,"Pangnirtung","HL022"
"S_20_00676",0.19907,0.545113,0.144092,0.111725,NA,NA,NA,NA,NA,NA,4,"PTT_7279","NWH","Churchill",1992,7,5,"Churchill","HL001"
"S_20_00678",0.284697,0.434625,0.1536,0.127077,NA,NA,NA,NA,NA,NA,4,"PTT_7278","NWH","Churchill",1992,7,4,"Churchill","HL026"
"S_20_00681",0.17147,0.725903,0.070096,0.032532,NA,NA,NA,NA,NA,NA,4,"ARAR_99_1037","NWH","Arviat_McConnel River",1999,8,11,"Arviat","HL004"
"S_20_00683",0.057687,0.73623,0.111048,0.095035,NA,NA,NA,NA,NA,NA,4,"ARAR_99_1024","NWH","Arviat_Sentry Island",1999,8,11,"Arviat","HL015"
"S_20_00684",0.11818,0.755066,0.058469,0.068285,NA,NA,NA,NA,NA,NA,4,"ARHU97_019","NWH","Chesterfield_Inlet_Baker Foreland",1997,8,17,"Chesterfield Inlet","HL003"
"S_20_00685",0.118462,0.644247,0.15919,0.078101,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1023","NWH","Chesterfield_Inlet_Josephine_River",1999,8,22,"Chesterfield Inlet","HL004"
"S_20_00686",0.096733,0.721319,0.099744,0.082204,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1024","NWH","Chesterfield_Inlet_Josephine_River",1999,8,22,"Chesterfield Inlet","HL004"
"S_20_00687",0.066068,0.741548,0.112451,0.079934,NA,NA,NA,NA,NA,NA,4,"ARAR_99_1038","NWH","Arviat_McConnel River",1999,8,11,"Arviat","HL003"
"S_20_00690",0.085299,0.604696,0.230655,0.079351,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1241","CSB","Pangnirtung",2005,7,9,"Pangnirtung","HL003"
"S_20_00692",0.05512,0.68132,0.126951,0.13661,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1225","CSB","Pangnirtung_Tarriunittuq_Bay",2005,8,3,"Pangnirtung","HL003"
"S_20_00695",0.08902,0.575108,0.103519,0.232353,NA,NA,NA,NA,NA,NA,4,"PGDL_02_03","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL024"
"S_20_00697",0.114891,0.491159,0.161806,0.232145,NA,NA,NA,NA,NA,NA,4,"ARPG_07_1314","CSB","Pangnirtung",2007,7,4,"Pangnirtung","HL028"
"S_20_00699",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"JBDL_07_06","JAM","Pointe_de_Repentigny",2007,8,25,"DFO_MPO","HL008"
"S_20_00701",0.066808,0.720323,0.09624,0.116628,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1211","CSB","Pangnirtung",2005,7,12,"Pangnirtung","HL029"
"S_20_00702",0.091795,0.542032,0.278506,0.087667,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1034","CSB","Pangnirtung",2002,7,22,"Pangnirtung","HL030"
"S_20_00703",0.064274,0.531549,0.166297,0.23788,NA,NA,NA,NA,NA,NA,4,"ARPG_06_1265","CSB","Pangnirtung",2006,7,1,"Pangnirtung","HL003"
"S_20_00709",0.083187,0.543441,0.172867,0.200505,NA,NA,NA,NA,NA,NA,4,"PGDL_02_02","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL024"
"S_20_00710",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_06","JAM","Pointe_de_Repentigny_James_Bay",2008,8,10,"DFO_MPO","HL008"
"S_20_00711",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"JBDL_07_02","JAM","Pointe_de_Repentigny",2007,8,9,"DFO_MPO","HL008"
"S_20_00712",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"JBDL_07_04","JAM","Pointe_de_Repentigny",2007,8,14,"DFO_MPO","HL008"
"S_20_00713",0.116975,0.575033,0.196871,0.111121,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1036","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL032"
"S_20_00717",0.108255,0.644531,0.13537,0.111843,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1073","BEL","Sanikiluaq",2004,6,19,"Sanikiluaq","HL035"
"S_20_00718",0.128694,0.651692,0.102284,0.11733,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1018","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL036"
"S_20_00719",0.845637,0.088524,0.016273,0.049566,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_6","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL037"
"S_20_00720",0.142911,0.647197,0.083694,0.126198,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1017","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL022"
"S_20_00721",0.160323,0.536834,0.245122,0.05772,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1072","BEL","Sanikiluaq",2004,6,18,"Sanikiluaq","HL001"
"S_20_00722",0.854234,0.064415,0.056035,0.025317,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1032","BEL","Sanikiluaq",2004,12,17,"Sanikiluaq",NA
"S_20_00724",0.879801,0.074455,0.016969,0.028776,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_15","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00725",0.967417,1e-05,0.009673,0.022899,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_5","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00726",0.101143,0.68708,0.063211,0.148566,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1014","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL001"
"S_20_00729",0.857473,0.075894,0.008184,0.058448,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_4","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00730",0.901004,1e-05,0.098976,1e-05,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1035","BEL","Sanikiluaq",2002,5,NA,"Sanikiluaq","HL038"
"S_20_00732",0.117288,0.541221,0.241683,0.099807,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1067","BEL","Sanikiluaq",2004,7,NA,"Sanikiluaq","HL001"
"S_20_00733",0.864132,1e-05,0.090778,0.045081,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1030","BEL","Sanikiluaq",2004,12,17,"Sanikiluaq","HL033"
"S_20_00734",0.144256,0.572695,0.201502,0.081546,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1005","BEL","Sanikiluaq",2003,6,28,"Sanikiluaq","HL001"
"S_20_00735",0.96856,0.014175,1e-05,0.017254,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_18","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL033"
"S_20_00738",0.078996,0.713143,0.081727,0.126134,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1066","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00740",0.954624,0.038408,0.006958,1e-05,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_17","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL033"
"S_20_00741",0.075954,0.693388,0.159151,0.071506,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1004","BEL","Sanikiluaq",2002,5,17,"Sanikiluaq","HL032"
"S_20_00742",0.106706,0.703641,0.086304,0.10335,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_A","BEL","Sanikiluaq",2004,NA,NA,"Sanikiluaq",NA
"S_20_00744",0.094091,0.706357,0.071749,0.127803,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1010","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL022"
"S_20_00745",0.120927,0.672815,0.109028,0.097231,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1020","BEL","Sanikiluaq",2003,9,NA,"Sanikiluaq","HL001"
"S_20_00748",0.122837,0.707191,0.075451,0.094521,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1065","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00749",0.859837,0.071434,0.041152,0.027577,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_2","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL016"
"S_20_00750",0.154017,0.611445,0.103479,0.131059,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1040","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL001"
"S_20_00751",0.126527,0.655875,0.12291,0.094688,NA,NA,NA,NA,NA,NA,4,"ARSQ_03_1024","BEL","Sanikiluaq",2003,NA,NA,"Sanikiluaq","HL001"
"S_20_00753",0.869197,0.04594,0.042371,0.042492,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_11","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00754",0.870885,0.071503,0.057602,1e-05,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_14","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL039"
"S_20_00755",0.131326,0.663598,0.108368,0.096709,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1075","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00757",0.127785,0.719175,0.121026,0.032015,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1086","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL022"
"S_20_00758",0.861512,0.076623,0.03585,0.026015,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_8","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL039"
"S_20_00761",0.934517,1e-05,0.038467,0.027006,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_19","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL008"
"S_20_00764",0.959983,1e-05,0.039997,1e-05,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_16","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00765",0.10111,0.714374,0.122835,0.061681,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1001","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL022"
"S_20_00766",0.13248,0.680313,0.11191,0.075297,NA,NA,NA,NA,NA,NA,4,"ARSQ_02_1002","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL001"
"S_20_00767",0.105145,0.627039,0.171522,0.096294,NA,NA,NA,NA,NA,NA,4,"ARSQ_04_1071","BEL","Sanikiluaq",2004,6,18,"Sanikiluaq","HL022"
"S_20_00768",0.867412,0.03736,0.095219,1e-05,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_12","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00769",0.805113,0.117812,0.026205,0.050871,NA,NA,NA,NA,NA,NA,4,"ARSQ_2004_13","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00770",0.082162,0.70269,0.103819,0.111329,NA,NA,NA,NA,NA,NA,4,"ARNR_03_01","SWH","Nelson_River",2003,7,30,"Churchill","HL015"
"S_20_00771",0.170672,0.618235,0.096835,0.114259,NA,NA,NA,NA,NA,NA,4,"ARNR_03_04","SWH","Nelson_River",2003,8,4,"Churchill","HL001"
"S_20_00772",0.077712,0.707854,0.082739,0.131695,NA,NA,NA,NA,NA,NA,4,"ARNR_03_02","SWH","Nelson_River",2003,8,3,"Churchill","HL003"
"S_20_00775",0.053464,0.767478,0.095362,0.083696,NA,NA,NA,NA,NA,NA,4,"ARNR_05_01","SWH","Nelson_River",2005,7,23,"Churchill","HL012"
"S_20_00776",0.107034,0.580674,0.124111,0.188181,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1037","CSB","Pangnirtung_Ilugajut",2002,7,NA,"Pangnirtung","HL003"
"S_20_00777",0.14561,0.444873,0.136279,0.273239,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1198","CSB","Pangnirtung",2002,7,22,"Pangnirtung","HL022"
"S_20_00778",0.09746,0.601734,0.079661,0.221145,NA,NA,NA,NA,NA,NA,4,"ARPG_02_1077","CSB","Pangnirtung_Imilit",2002,7,6,"Pangnirtung","HL040"
"S_20_00779",0.079404,0.732423,0.087905,0.100268,NA,NA,NA,NA,NA,NA,4,"ARNR_02_01","SWH","Nelson_River",2002,7,13,"Churchill","HL012"
"S_20_00780",0.121905,0.687823,0.096172,0.0941,NA,NA,NA,NA,NA,NA,4,"ARCH_01_1111","NWH","Coral Harbour_Ruin Point",2001,9,3,"Coral Harbour","HL020"
"S_20_00781",0.091368,0.545573,0.136073,0.226985,NA,NA,NA,NA,NA,NA,4,"ARPG_07_1317","CSB","Pangnirtung",2007,7,4,"Pangnirtung","HL003"
"S_20_00782",0.074014,0.569562,0.255491,0.100934,NA,NA,NA,NA,NA,NA,4,"ARPG_05_1230","CSB","Pangnirtung",2005,NA,NA,"Pangnirtung","HL003"
"S_20_00784",0.068408,0.524935,0.148069,0.258588,NA,NA,NA,NA,NA,NA,4,"ARPG_07_1328","CSB","Pangnirtung_Kangilo_Fjord",2007,7,4,"Pangnirtung","HL024"
"S_20_00788",0.032967,0.715991,0.097456,0.153586,NA,NA,NA,NA,NA,NA,4,"ARNR_04_01","SWH","Nelson_River",2004,7,24,"Churchill","HL042"
"S_20_00789",0.07037,0.760307,0.077071,0.092253,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1063","NWH","Arviat",2003,8,NA,"Arviat","HL003"
"S_20_00790",0.100971,0.71182,0.106486,0.080723,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1064","NWH","Arviat",2003,8,27,"Arviat","HL043"
"S_20_00791",0.103241,0.727717,0.121964,0.047078,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1065","NWH","Arviat",2003,8,6,"Arviat","HL044"
"S_20_00792",0.103819,0.734688,0.081577,0.079916,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1066","NWH","Arviat",2003,8,10,"Arviat","HL006"
"S_20_00793",0.070505,0.755997,0.089146,0.084352,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1067","NWH","Arviat",2003,8,4,"Arviat","HL003"
"S_20_00794",0.080116,0.802352,0.072521,0.045011,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1068","NWH","Arviat",2003,8,14,"Arviat","HL003"
"S_20_00795",0.07714,0.786828,0.084723,0.051308,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1069","NWH","Arviat",2003,8,17,"Arviat","HL045"
"S_20_00797",0.160346,0.731467,0.053802,0.054385,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1044","NWH","Arviat",2003,8,17,"Arviat","HL046"
"S_20_00798",0.061107,0.736773,0.116118,0.086001,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1047","NWH","Arviat",2003,8,17,"Arviat","HL001"
"S_20_00799",0.094305,0.717675,0.09754,0.09048,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1048","NWH","Arviat",2003,8,17,"Arviat","HL047"
"S_20_00800",0.083798,0.688469,0.100728,0.127006,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1050","NWH","Arviat",2003,8,15,"Arviat","HL003"
"S_20_00801",0.068271,0.669661,0.158211,0.103857,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1052","NWH","Arviat",2003,8,NA,"Arviat","HL003"
"S_20_00802",0.053492,0.671352,0.137022,0.138134,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1053","NWH","Arviat",2003,8,14,"Arviat","HL003"
"S_20_00803",0.113127,0.687715,0.097786,0.101372,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1054","NWH","Arviat",2003,8,14,"Arviat","HL044"
"S_20_00804",0.153129,0.704998,0.071225,0.070648,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1055","NWH","Arviat",2003,8,14,"Arviat","HL004"
"S_20_00805",0.190867,0.559345,0.13063,0.119158,NA,NA,NA,NA,NA,NA,4,"ARAR_03_1057","NWH","Arviat",2003,8,9,"Arviat","HL001"
"S_20_00806",0.073766,0.697053,0.161319,0.067861,NA,NA,NA,NA,NA,NA,4,"NQ02_4146","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00807",0.093407,0.688432,0.080218,0.137943,NA,NA,NA,NA,NA,NA,4,"NQ02_4147","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00808",0.0983,0.704202,0.104346,0.093152,NA,NA,NA,NA,NA,NA,4,"NQ02_4148","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00809",0.12595,0.690047,0.092509,0.091495,NA,NA,NA,NA,NA,NA,4,"NQ02_4149","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00810",0.080313,0.666757,0.136678,0.116252,NA,NA,NA,NA,NA,NA,4,"NQ02_4150","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00811",0.177139,0.642144,0.083504,0.097213,NA,NA,NA,NA,NA,NA,4,"ARCH_02_01","NWH","Churchill",2002,NA,NA,"Churchill","HL026"
"S_20_00812",0.07417,0.675486,0.102002,0.148343,NA,NA,NA,NA,NA,NA,4,"ARNR_04_04","SWH","Nelson_River",2004,7,26,"Churchill","HL003"
"S_20_00813",0.088383,0.697376,0.07625,0.137991,NA,NA,NA,NA,NA,NA,4,"ARNR_03_05","SWH","Nelson_River",2003,8,5,"Churchill","HL015"
"S_20_00814",0.187552,0.631978,0.088287,0.092183,NA,NA,NA,NA,NA,NA,4,"NQWW_01_04","SHS","Quaqtaq",2001,10,25,"Quaqtaq","HL048"
"S_20_00816",0.080929,0.745144,0.091229,0.082698,NA,NA,NA,NA,NA,NA,4,"NQWW_01_06","SHS","Quaqtaq",2001,10,27,"Quaqtaq","HL047"
"S_20_00817",0.051837,0.709572,0.072383,0.166208,NA,NA,NA,NA,NA,NA,4,"NQWW_01_07","SHS","Quaqtaq",2001,10,26,"Quaqtaq","HL016"
"S_20_00818",0.101149,0.70464,0.124307,0.069905,NA,NA,NA,NA,NA,NA,4,"NQWW_01_08","SHS","Quaqtaq",2001,10,26,"Quaqtaq","HL003"
"S_20_00820",0.099838,0.688934,0.088353,0.122876,NA,NA,NA,NA,NA,NA,4,"NQWW_01_20","SHS","Quaqtaq",2001,11,2,"Quaqtaq","HL003"
"S_20_00822",0.047826,0.127485,0.0498,0.77489,NA,NA,NA,NA,NA,NA,4,"NQWW_01_22","SHS","Quaqtaq",2001,11,2,"Quaqtaq","HL003"
"S_20_00828",0.130091,0.725576,0.07491,0.069423,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1028","NWH","Chesterfield_Inlet",1999,9,18,"Chesterfield Inlet","HL012"
"S_20_00829",0.108869,0.726655,0.103757,0.060718,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1025","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00830",0.06841,0.764323,0.081147,0.08612,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1026","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00831",0.113576,0.755126,0.116925,0.014372,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1009","NWH","Chesterfield_Inlet",1999,9,18,"Chesterfield Inlet","HL003"
"S_20_00832",0.120136,0.720492,0.112824,0.046548,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1004","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00833",0.086144,0.771823,0.103573,0.03846,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1001","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL019"
"S_20_00834",0.080608,0.739781,0.101189,0.078422,NA,NA,NA,NA,NA,NA,4,"ARCI_99_1003","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL003"
"S_20_00835_rep_1",0.042909,0.657689,0.203047,0.096355,NA,NA,NA,NA,NA,NA,4,"NA99_DL_00_181","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009"
"S_20_00836",0.052445,0.693384,0.111199,0.142973,NA,NA,NA,NA,NA,NA,4,"NA99_DL_00_184","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009"
"S_20_00849_rep",0.041304,0.749925,0.102781,0.10599,NA,NA,NA,NA,NA,NA,4,"NQDL_3101","UNG","Anse_Inussujuaq_Misaqvik",2001,7,20,"Kangirsuk","HL011"
"S_20_00851_rep",0.105881,0.739856,0.077745,0.076517,NA,NA,NA,NA,NA,NA,4,"NQDL_3103","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL003"
"S_20_00852_rep",0.106947,0.698061,0.119244,0.075749,NA,NA,NA,NA,NA,NA,4,"NQDL_3104","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL001"
"S_20_00853",0.092859,0.707513,0.115799,0.083829,NA,NA,NA,NA,NA,NA,4,"NQDL_3261","UNG","Tasiujaq",2001,7,20,"Tasiujaq","HL003"
"S_20_00854_rep",0.063807,0.658306,0.085051,0.192837,NA,NA,NA,NA,NA,NA,4,"NQDL_3263","UNG","Tasiujaq",2001,7,18,"Tasiujaq","HL010"
"S_20_00855",0.111459,0.711563,0.087337,0.089641,NA,NA,NA,NA,NA,NA,4,"NQDL_3265","UNG","Tasiujaq",2001,7,22,"Tasiujaq","HL003"
"S_20_00856",0.09891,0.695445,0.073662,0.131983,NA,NA,NA,NA,NA,NA,4,"NQDL_3288","UNG","Tasiujaq",2001,7,16,"Kuujjuaq","HL003"
"S_20_00857_rep",0.091999,0.766438,0.090999,0.050564,NA,NA,NA,NA,NA,NA,4,"NQDL_3297","UNG","Dry_Bay",2001,7,19,"Kuujjuaq","HL011"
"S_20_00860",0.105976,0.757352,0.136662,1e-05,NA,NA,NA,NA,NA,NA,4,"NQDL_00103","NEH","Akulivik",2001,10,9,"Akulivik","HL001"
"S_20_00861_rep",0.086154,0.68461,0.075994,0.153242,NA,NA,NA,NA,NA,NA,4,"NQDL_00104","NEH","Akulivik",2001,10,9,"Akulivik","HL001"
"S_20_00862_rep",1e-05,1e-05,0.004525,0.995455,NA,NA,NA,NA,NA,NA,4,"NQDL_00155","SEH","Kuujjuarapik",2001,6,13,"Kuujjuaraapik","HL049"
"S_20_00865",0.111817,0.624017,0.071775,0.192392,NA,NA,NA,NA,NA,NA,4,"NQDL_0060","SHS","Baie_Kuuttaap_Kangirsunga",2001,7,14,"Kangiqsujuaq","HL001"
"S_20_00866",0.054651,0.703812,0.105571,0.135966,NA,NA,NA,NA,NA,NA,4,"NQDL_0065","SHS","Salluit_Fjord",2001,6,26,"Salluit","HL001"
"S_20_00867",0.09656,0.724617,0.112715,0.066107,NA,NA,NA,NA,NA,NA,4,"NQDL_3019","SHS","Cap_Uqammaq",2001,6,25,"Kangiqsujuaq","HL003"
"S_20_00868",0.087285,0.764821,0.067892,0.080002,NA,NA,NA,NA,NA,NA,4,"NQDL_3029","SHS","Kangiqsujuaq",2001,7,30,"Kangiqsujuaq","HL003"
"S_20_00870",0.085894,0.738211,0.099775,0.076119,NA,NA,NA,NA,NA,NA,4,"NQDL_3036","SHS","Kangiqsujuaq",2001,6,25,"Kangiqsujuaq","HL051"
"S_20_00871",0.086923,0.679039,0.103645,0.130393,NA,NA,NA,NA,NA,NA,4,"NQDL_3040","SHS","Kangiqsujuaq",2001,7,16,"Kangiqsujuaq","HL001"
"S_20_00872",0.044401,0.173563,0.039012,0.743023,NA,NA,NA,NA,NA,NA,4,"NQDL_3046","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL003"
"S_20_00878",0.076695,0.735722,0.121468,0.066115,NA,NA,NA,NA,NA,NA,4,"NQWW_01_13","SHS","Digges_Islands",2001,10,23,"Ivujivik","HL003"
"S_20_00881",0.138412,0.708761,0.093848,0.05898,NA,NA,NA,NA,NA,NA,4,"NQWW_01_16","SHS","Digges_Islands",2001,10,26,"Ivujivik","HL001"
"S_20_00884",0.145298,0.701876,0.092601,0.060225,NA,NA,NA,NA,NA,NA,4,"NQWW_01_19","SHS","Nuvuk_Islands",2001,10,8,"Ivujivik","HL001"
"S_20_00885",0.069001,0.626836,0.178349,0.125813,NA,NA,NA,NA,NA,NA,4,"DL_KUU04_1","SHS","Kangiqsujuaq",2004,7,12,"Kuujjuaq","HL001"
"S_20_00890",0.081614,0.661669,0.118756,0.137961,NA,NA,NA,NA,NA,NA,4,"NQ04_6169","SHS","Baie_Qarliik",2004,7,2,"Salluit","HL003"
"S_20_00891",0.066178,0.754429,0.093699,0.085694,NA,NA,NA,NA,NA,NA,4,"NQ04_6170","SHS","Salluit",2004,6,29,"Salluit","HL003"
"S_20_00892",0.054651,0.744955,0.073951,0.126443,NA,NA,NA,NA,NA,NA,4,"NQ04_6173","SHS","Baie_Nanuttuvik",2004,7,30,"Salluit","HL003"
"S_20_00894",0.138452,0.628522,0.144141,0.088885,NA,NA,NA,NA,NA,NA,4,"NQ04_6511","SHS","Ivujivik",2004,10,12,"Ivujivik","HL001"
"S_20_00895",0.142477,0.695709,0.113853,0.047961,NA,NA,NA,NA,NA,NA,4,"NQ04_6513","SHS","Ivujivik",2004,10,19,"Ivujivik","HL022"
"S_20_00897",0.07285,0.644728,0.127423,0.154999,NA,NA,NA,NA,NA,NA,4,"NQ04_6524","SHS","Baie_Nanuttuvik",2004,7,1,"Salluit","HL001"
"S_20_00898",0.101216,0.645777,0.101474,0.151534,NA,NA,NA,NA,NA,NA,4,"NQ04_6525","SHS","Salluit",2004,7,1,"Salluit","HL053"
"S_20_00899",0.091165,0.614167,0.095429,0.199238,NA,NA,NA,NA,NA,NA,4,"NQ04_6526","SHS","Falaise_Naujaat_Akulliq",2004,7,1,"Salluit","HL001"
