"ID_GQ","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","K","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo"
"S_20_00795",0.685925,0.018716,0.025886,1e-05,1e-05,0.269454,NA,NA,NA,NA,6,"ARAR_03_1069","NWH","Arviat",2003,8,17,"Arviat","HL045"
"S_20_00797",0.755415,1e-05,0.006318,0.078194,0.039378,0.120686,NA,NA,NA,NA,6,"ARAR_03_1044","NWH","Arviat",2003,8,17,"Arviat","HL046"
"S_20_00798",0.322453,0.055292,0.0153,0.010144,0.156717,0.440095,NA,NA,NA,NA,6,"ARAR_03_1047","NWH","Arviat",2003,8,17,"Arviat","HL001"
"S_20_00799",0.708832,0.036013,0.047341,0.018366,1e-05,0.189437,NA,NA,NA,NA,6,"ARAR_03_1048","NWH","Arviat",2003,8,17,"Arviat","HL047"
"S_20_00800",0.415444,0.039983,0.070921,0.028877,0.117488,0.327287,NA,NA,NA,NA,6,"ARAR_03_1050","NWH","Arviat",2003,8,15,"Arviat","HL003"
"S_20_00801",0.41243,0.094834,0.042008,0.011435,0.150259,0.289035,NA,NA,NA,NA,6,"ARAR_03_1052","NWH","Arviat",2003,8,NA,"Arviat","HL003"
"S_20_00802",0.365673,0.079448,0.079201,0.002016,0.127657,0.346004,NA,NA,NA,NA,6,"ARAR_03_1053","NWH","Arviat",2003,8,14,"Arviat","HL003"
"S_20_00803",0.680272,0.021391,0.028882,0.023678,0.126769,0.119009,NA,NA,NA,NA,6,"ARAR_03_1054","NWH","Arviat",2003,8,14,"Arviat","HL044"
"S_20_00804",0.788445,1e-05,0.030062,0.066779,0.068111,0.046592,NA,NA,NA,NA,6,"ARAR_03_1055","NWH","Arviat",2003,8,14,"Arviat","HL004"
"S_20_00805",0.522196,0.073108,0.078256,0.128375,0.07188,0.126184,NA,NA,NA,NA,6,"ARAR_03_1057","NWH","Arviat",2003,8,9,"Arviat","HL001"
"S_20_00806",0.552677,0.083532,1e-05,1e-05,0.20114,0.162631,NA,NA,NA,NA,6,"NQ02_4146","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00807",0.764182,0.019571,0.088179,0.00619,1e-05,0.121868,NA,NA,NA,NA,6,"NQ02_4147","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00808",0.463813,0.0443,0.04138,0.042163,0.101546,0.306798,NA,NA,NA,NA,6,"NQ02_4148","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00809",0.813937,0.029327,0.035113,0.046162,1e-05,0.07545,NA,NA,NA,NA,6,"NQ02_4149","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00810",0.36958,0.083787,0.066099,0.033189,0.085751,0.361595,NA,NA,NA,NA,6,"NQ02_4150","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00811",0.458089,0.023954,0.047663,0.115626,0.123604,0.231063,NA,NA,NA,NA,6,"ARCH_02_01","NWH","Churchill",2002,NA,NA,"Churchill","HL026"
"S_20_00812",0.211402,0.035302,0.056359,0.023681,0.293965,0.379291,NA,NA,NA,NA,6,"ARNR_04_04","SWH","Nelson_River",2004,7,26,"Churchill","HL003"
"S_20_00813",0.233915,0.023016,0.071746,0.046032,0.149234,0.476057,NA,NA,NA,NA,6,"ARNR_03_05","SWH","Nelson_River",2003,8,5,"Churchill","HL015"
"S_20_00814",0.541365,0.028206,0.039569,0.117856,0.12086,0.152145,NA,NA,NA,NA,6,"NQWW_01_04","SHS","Quaqtaq",2001,10,25,"Quaqtaq","HL048"
"S_20_00816",0.504047,0.03058,0.026744,0.016273,0.107362,0.314994,NA,NA,NA,NA,6,"NQWW_01_06","SHS","Quaqtaq",2001,10,27,"Quaqtaq","HL047"
"S_20_00817",1e-05,0.047624,0.076594,0.039292,0.006593,0.829888,NA,NA,NA,NA,6,"NQWW_01_07","SHS","Quaqtaq",2001,10,26,"Quaqtaq","HL016"
"S_20_00818",0.320809,0.053621,1e-05,0.04276,0.246295,0.336505,NA,NA,NA,NA,6,"NQWW_01_08","SHS","Quaqtaq",2001,10,26,"Quaqtaq","HL003"
"S_20_00820",0.234016,0.02538,0.034823,0.05102,0.246013,0.408749,NA,NA,NA,NA,6,"NQWW_01_20","SHS","Quaqtaq",2001,11,2,"Quaqtaq","HL003"
"S_20_00822",0.107828,0.038343,0.744813,0.04019,0.024089,0.044738,NA,NA,NA,NA,6,"NQWW_01_22","SHS","Quaqtaq",2001,11,2,"Quaqtaq","HL003"
"S_20_00828",0.425498,0.021455,0.025207,0.081352,0.045321,0.401166,NA,NA,NA,NA,6,"ARCI_99_1028","NWH","Chesterfield_Inlet",1999,9,18,"Chesterfield Inlet","HL012"
"S_20_00829",0.341177,0.046606,0.001651,0.059671,0.120742,0.430153,NA,NA,NA,NA,6,"ARCI_99_1025","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00830",0.467739,0.024175,0.037638,0.013124,0.047814,0.40951,NA,NA,NA,NA,6,"ARCI_99_1026","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00831",0.364226,0.048154,1e-05,0.051304,0.149897,0.386408,NA,NA,NA,NA,6,"ARCI_99_1009","NWH","Chesterfield_Inlet",1999,9,18,"Chesterfield Inlet","HL003"
"S_20_00832",0.496056,0.061812,0.007402,0.06862,1e-05,0.366099,NA,NA,NA,NA,6,"ARCI_99_1004","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003"
"S_20_00833",0.71424,0.043335,0.009013,0.011389,1e-05,0.222013,NA,NA,NA,NA,6,"ARCI_99_1001","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL019"
"S_20_00834",0.368223,0.037068,0.013252,0.02668,0.157839,0.396939,NA,NA,NA,NA,6,"ARCI_99_1003","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL003"
"S_20_00835_rep_1",0.421387,0.127142,0.024792,1e-05,0.200027,0.226642,NA,NA,NA,NA,6,"NA99_DL_00_181","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009"
"S_20_00836",0.233215,0.053554,0.062972,0.009185,0.189246,0.451828,NA,NA,NA,NA,6,"NA99_DL_00_184","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009"
"S_20_00849_rep",0.318466,0.041124,0.036769,1e-05,0.163567,0.440064,NA,NA,NA,NA,6,"NQDL_3101","UNG","Anse_Inussujuaq_Misaqvik",2001,7,20,"Kangirsuk","HL011"
"S_20_00851_rep",0.231611,0.017439,0.002227,0.060452,0.194452,0.493819,NA,NA,NA,NA,6,"NQDL_3103","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL003"
"S_20_00852_rep",0.330068,0.061254,0.018956,0.056738,0.132839,0.400145,NA,NA,NA,NA,6,"NQDL_3104","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL001"
"S_20_00853",0.334622,0.059346,0.022536,0.044129,0.124593,0.414775,NA,NA,NA,NA,6,"NQDL_3261","UNG","Tasiujaq",2001,7,20,"Tasiujaq","HL003"
"S_20_00854_rep",0.17197,0.045134,0.126361,0.037851,0.069029,0.549654,NA,NA,NA,NA,6,"NQDL_3263","UNG","Tasiujaq",2001,7,18,"Tasiujaq","HL010"
"S_20_00855",0.257405,0.027163,0.021954,0.063744,0.18503,0.444704,NA,NA,NA,NA,6,"NQDL_3265","UNG","Tasiujaq",2001,7,22,"Tasiujaq","HL003"
"S_20_00856",0.422972,0.008367,0.063426,0.033559,0.188694,0.282982,NA,NA,NA,NA,6,"NQDL_3288","UNG","Tasiujaq",2001,7,16,"Kuujjuaq","HL003"
"S_20_00857_rep",0.512979,0.023227,1e-05,0.025346,0.119437,0.319001,NA,NA,NA,NA,6,"NQDL_3297","UNG","Dry_Bay",2001,7,19,"Kuujjuaq","HL011"
"S_20_00860",0.288665,0.064858,1e-05,0.047197,0.180912,0.418358,NA,NA,NA,NA,6,"NQDL_00103","NEH","Akulivik",2001,10,9,"Akulivik","HL001"
"S_20_00861_rep",0.219546,0.016118,0.073458,0.039734,0.208728,0.442417,NA,NA,NA,NA,6,"NQDL_00104","NEH","Akulivik",2001,10,9,"Akulivik","HL001"
"S_20_00862_rep",0.021921,1.4e-05,0.937695,1e-05,0.040349,1e-05,NA,NA,NA,NA,6,"NQDL_00155","SEH","Kuujjuarapik",2001,6,13,"Kuujjuaraapik","HL049"
"S_20_00865",0.087681,0.010321,0.09258,0.064842,0.336356,0.408221,NA,NA,NA,NA,6,"NQDL_0060","SHS","Baie_Kuuttaap_Kangirsunga",2001,7,14,"Kangiqsujuaq","HL001"
"S_20_00866",0.369605,0.048293,0.075291,0.003501,0.122093,0.381217,NA,NA,NA,NA,6,"NQDL_0065","SHS","Salluit_Fjord",2001,6,26,"Salluit","HL001"
"S_20_00867",0.224322,0.06021,0.000519,0.054388,0.123872,0.536689,NA,NA,NA,NA,6,"NQDL_3019","SHS","Cap_Uqammaq",2001,6,25,"Kangiqsujuaq","HL003"
"S_20_00868",0.301713,0.003165,0.002763,0.034251,0.200432,0.457675,NA,NA,NA,NA,6,"NQDL_3029","SHS","Kangiqsujuaq",2001,7,30,"Kangiqsujuaq","HL003"
"S_20_00870",0.470568,0.041259,0.026495,0.028354,0.070659,0.362665,NA,NA,NA,NA,6,"NQDL_3036","SHS","Kangiqsujuaq",2001,6,25,"Kangiqsujuaq","HL051"
"S_20_00871",0.161119,0.038742,0.031018,0.038916,0.286385,0.44382,NA,NA,NA,NA,6,"NQDL_3040","SHS","Kangiqsujuaq",2001,7,16,"Kangiqsujuaq","HL001"
"S_20_00872",0.068251,0.02454,0.707337,0.0319,0.060198,0.107774,NA,NA,NA,NA,6,"NQDL_3046","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL003"
"S_20_00878",0.212315,0.058604,1e-05,0.031243,0.193381,0.504447,NA,NA,NA,NA,6,"NQWW_01_13","SHS","Digges_Islands",2001,10,23,"Ivujivik","HL003"
"S_20_00881",0.565338,0.029799,0.007822,0.069392,0.0983,0.22935,NA,NA,NA,NA,6,"NQWW_01_16","SHS","Digges_Islands",2001,10,26,"Ivujivik","HL001"
"S_20_00884",0.510858,0.030193,0.009138,0.079041,0.099978,0.270793,NA,NA,NA,NA,6,"NQWW_01_19","SHS","Nuvuk_Islands",2001,10,8,"Ivujivik","HL001"
"S_20_00885",0.219442,0.100474,0.031422,0.017016,0.355556,0.276089,NA,NA,NA,NA,6,"DL_KUU04_1","SHS","Kangiqsujuaq",2004,7,12,"Kuujjuaq","HL001"
"S_20_00890",0.204107,0.057243,0.054741,0.036262,0.241613,0.406035,NA,NA,NA,NA,6,"NQ04_6169","SHS","Baie_Qarliik",2004,7,2,"Salluit","HL003"
"S_20_00891",0.309354,0.027706,0.013109,0.013504,0.199516,0.436811,NA,NA,NA,NA,6,"NQ04_6170","SHS","Salluit",2004,6,29,"Salluit","HL003"
"S_20_00892",0.352998,0.008413,0.050555,1e-05,0.189036,0.398988,NA,NA,NA,NA,6,"NQ04_6173","SHS","Baie_Nanuttuvik",2004,7,30,"Salluit","HL003"
"S_20_00894",0.498545,0.076042,0.03704,0.074318,0.159107,0.154947,NA,NA,NA,NA,6,"NQ04_6511","SHS","Ivujivik",2004,10,12,"Ivujivik","HL001"
"S_20_00895",0.610805,0.052275,0.002968,0.064906,0.071126,0.19792,NA,NA,NA,NA,6,"NQ04_6513","SHS","Ivujivik",2004,10,19,"Ivujivik","HL022"
"S_20_00897",0.092376,0.057275,0.04465,0.022768,0.354959,0.427972,NA,NA,NA,NA,6,"NQ04_6524","SHS","Baie_Nanuttuvik",2004,7,1,"Salluit","HL001"
"S_20_00898",0.123196,0.031117,0.042351,0.047396,0.358922,0.397019,NA,NA,NA,NA,6,"NQ04_6525","SHS","Salluit",2004,7,1,"Salluit","HL053"
"S_20_00899",0.128572,0.037484,0.113462,0.051191,0.25268,0.416611,NA,NA,NA,NA,6,"NQ04_6526","SHS","Falaise_Naujaat_Akulliq",2004,7,1,"Salluit","HL001"
"S_20_00901",0.059399,0.058519,0.817124,1e-05,0.064938,1e-05,NA,NA,NA,NA,6,"DL2003_S_17905","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,23,"DFO_MPO","HL001"
"S_20_00903",0.223124,0.012355,0.335219,1e-05,0.160595,0.268697,NA,NA,NA,NA,6,"DL2003_S_1855","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27,"DFO_MPO","HL003"
"S_20_00904",0.294976,0.053468,0.050699,0.076119,0.142084,0.382653,NA,NA,NA,NA,6,"DL2003_S_5059","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27,"DFO_MPO","HL003"
"S_20_00905",0.52034,0.059507,0.016481,0.016312,0.017547,0.369814,NA,NA,NA,NA,6,"NQ03_5015","SHS","Falaise_Innijuaq",2003,6,28,"Salluit","HL011"
"S_20_00907",0.156277,0.029494,0.080766,0.035767,0.278873,0.418823,NA,NA,NA,NA,6,"NQ03_5049","SHS","Pointe_Akulivik",2003,6,26,"Kangiqsujuaq","HL053"
"S_20_00908",0.271683,0.041578,0.026134,0.062764,0.134548,0.463292,NA,NA,NA,NA,6,"NQ03_5051","SHS","Pointe_Akulivik",2003,6,27,"Kangiqsujuaq","HL001"
"S_20_00912",0.406822,0.019604,0.065076,0.014454,0.135153,0.35889,NA,NA,NA,NA,6,"NQ03_5056","SHS","Kangiqsujuaq",2003,6,15,"Kangiqsujuaq","HL004"
"S_20_00913",0.223418,0.055602,1e-05,0.020034,0.209974,0.490963,NA,NA,NA,NA,6,"NQ03_5057","SHS","Kangiqsujuaq",2003,7,10,"Kangiqsujuaq","HL012"
"S_20_00914",0.308033,0.026069,0.037699,0.008827,0.171493,0.447879,NA,NA,NA,NA,6,"NQ03_5058","SHS","Kangiqsujuaq",2003,6,22,"Kangiqsujuaq","HL014"
"S_20_00915",0.425351,0.119218,1e-05,0.016452,0.142131,0.296838,NA,NA,NA,NA,6,"NQ03_5108","SHS","Camp_Imilimmiut",2003,6,16,"Kangirsuk","HL001"
"S_20_00916_rep",0.314201,0.008818,0.108201,0.054867,0.074902,0.439012,NA,NA,NA,NA,6,"NQ03_5112","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL001"
"S_20_00917",0.221434,0.003261,0.06698,0.062946,0.243635,0.401744,NA,NA,NA,NA,6,"NQ03_5113","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL001"
"S_20_00918_rep",0.424178,0.012961,0.03421,0.012659,0.124338,0.391655,NA,NA,NA,NA,6,"NQ03_5115","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL054"
"S_20_00920",0.417081,0.066156,0.002291,0.021201,0.095301,0.39797,NA,NA,NA,NA,6,"NQ03_5118","SHS","Camp_Imilimmiut",2003,6,16,"Kangirsuk","HL001"
"S_20_00921_rep",0.226502,0.014903,0.056392,0.009018,0.266778,0.426408,NA,NA,NA,NA,6,"NQ03_5120","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL008"
"S_20_00924",0.666627,0.056261,1e-05,0.029615,0.124393,0.123095,NA,NA,NA,NA,6,"ARRB_02_1177","NHB","Repulse_Bay",2002,8,3,"Naujaat","HL016"
"S_20_00925",0.774729,0.053914,0.044529,0.011527,0.040472,0.074829,NA,NA,NA,NA,6,"ARRB_02_1179","NHB","Repulse_Bay_Hurd Channel",2002,9,13,"Naujaat","HL001"
"S_20_00926",0.435988,0.004799,0.030663,0.039755,0.094315,0.394479,NA,NA,NA,NA,6,"ARRB_02_1186","NHB","Repulse_Bay_Lyon Inlet",2002,9,NA,"Naujaat","HL055"
"S_20_00927",0.446093,0.026731,1e-05,0.054883,0.130324,0.34196,NA,NA,NA,NA,6,"ARRB_02_1187","NHB","Repulse_Bay_Nauyad",2002,9,22,"Naujaat","HL003"
"S_20_00928",0.41471,0.022134,1e-05,0.012719,0.139472,0.410955,NA,NA,NA,NA,6,"FMMM_CH_009","NHB","Coral_Harbour",1993,7,26,"Coral Harbour","HL013"
"S_20_00929",0.295329,0.046691,1e-05,0.022873,0.11163,0.523468,NA,NA,NA,NA,6,"FMMM_CH_012","NHB","Coral_Harbour",1993,7,27,"Coral Harbour","HL009"
"S_20_00930",0.865384,0.046793,0.042139,0.022644,0.023031,1e-05,NA,NA,NA,NA,6,"FMMM_CH_017","NHB","Coral_Harbour",1993,7,26,"Coral Harbour","HL018"
"S_20_00943",0.407585,0.060612,0.004833,0.055816,0.101896,0.369259,NA,NA,NA,NA,6,"B96_253_COH","NHB","Coral_Harbour",1996,9,11,"Coral Harbour","HL012"
"S_20_00944",0.492216,0.020551,0.1101,0.139903,0.107986,0.129244,NA,NA,NA,NA,6,"B96_254_COH","NHB","Coral_Harbour",1996,9,25,"Coral Harbour","HL001"
"S_20_00945",0.463204,0.08455,0.02558,0.118858,0.148642,0.159166,NA,NA,NA,NA,6,"B96_255_COH","NHB","Coral_Harbour",1996,9,25,"Coral Harbour","HL003"
"S_20_00948",0.383177,0.10468,0.03813,0.179182,0.155949,0.138882,NA,NA,NA,NA,6,"B96_258_COH","NHB","Coral_Harbour",1996,9,16,"Coral Harbour","HL057"
"S_20_00951",0.8156,0.070124,1e-05,1e-05,0.114246,1e-05,NA,NA,NA,NA,6,"ARRB_01_1101","NHB","Repulse_Bay_White Island",2001,8,27,"Naujaat","HL019"
"S_20_00952",0.45699,0.011908,0.020651,0.035567,0.068885,0.406,NA,NA,NA,NA,6,"ARRB_02_1162","NHB","Repulse_Bay",2002,9,22,"Naujaat","HL003"
"S_20_00954",0.73816,0.024078,1e-05,0.043872,0.108265,0.085615,NA,NA,NA,NA,6,"ARRB_01_1103","NHB","Repulse_Bay_White Island",2001,8,27,"Naujaat","HL020"
"S_20_00955",0.650157,0.0532,1e-05,1e-05,0.067838,0.228784,NA,NA,NA,NA,6,"ARRB_01_1116","NHB","Repulse_Bay_Near Tikiraq",2001,9,3,"Naujaat","HL060"
"S_20_00957",0.615193,0.084002,0.045954,0.000468,0.045487,0.208896,NA,NA,NA,NA,6,"ARRB_01_1146","NHB","Repulse_Bay",2001,9,20,"Naujaat","HL001"
"S_20_00959",0.514445,0.039566,0.042764,0.021436,0.07956,0.302229,NA,NA,NA,NA,6,"ARRB_02_1119","NHB","Repulse_Bay",2002,9,22,"Naujaat","HL003"
"S_20_00960",0.088094,0.032438,0.73319,1e-05,0.058078,0.08819,NA,NA,NA,NA,6,"NQ04_6158","SHS","Quaqtaq",2004,11,1,"Quaqtaq","HL002"
"S_20_00961",0.337947,0.065364,0.072474,0.05344,0.162804,0.307971,NA,NA,NA,NA,6,"NQ04_6165","SHS","Quaqtaq",2004,10,28,"Quaqtaq","HL001"
"S_20_00962",0.196748,1e-05,0.075546,1e-05,0.271831,0.455855,NA,NA,NA,NA,6,"NQ04_6166","SHS","Baie_Qarliik",2004,6,5,"Salluit","HL003"
"S_20_00964",0.249793,0.060493,0.001077,1e-05,0.244725,0.443902,NA,NA,NA,NA,6,"NQ04_6021","SHS","Kangiqsujuaq",2004,6,25,"Kangiqsujuaq","HL003"
"S_20_00965",0.225531,0.063176,0.073703,0.009225,0.194061,0.434305,NA,NA,NA,NA,6,"NQ04_6024","SHS","Kangiqsujuaq",2004,6,24,"Kangiqsujuaq","HL003"
"S_20_00966",0.150275,0.095798,0.071995,0.003474,0.315235,0.363224,NA,NA,NA,NA,6,"NQ04_6025","SHS","Kangiqsujuaq",2004,7,15,"Kangiqsujuaq","HL001"
"S_20_00967",0.231447,0.088171,0.087044,0.066946,0.234724,0.291668,NA,NA,NA,NA,6,"NQ04_6029","SHS","Kangiqsujuaq",2004,7,16,"Kangiqsujuaq","HL053"
"S_20_00968",0.5654,0.12188,0.019112,0.058721,0.123761,0.111127,NA,NA,NA,NA,6,"NQ04_6061","SHS","Ivujivik",2004,10,6,"Akulivik","HL003"
"S_20_00969",0.456252,0.077381,0.045335,0.068029,0.190305,0.162697,NA,NA,NA,NA,6,"NQ04_6064","SHS","Ivujivik",2004,10,20,"Akulivik","HL001"
"S_20_00974",0.461931,0.080974,0.015768,0.043997,0.065811,0.33152,NA,NA,NA,NA,6,"NQ04_6157","SHS","Quaqtaq",2004,10,28,"Quaqtaq","HL001"
"S_20_00975",0.012442,0.08872,0.686304,0.027995,0.125238,0.059301,NA,NA,NA,NA,6,"NQ04_6007","SHS","Quaqtaq",2004,10,22,"Kuujjuaq","HL002"
"S_20_00976",0.313684,0.103157,0.008687,1e-05,0.174527,0.399935,NA,NA,NA,NA,6,"NQ04_6009","SHS","Pointe_Naujaat",2004,6,15,"Quaqtaq","HL008"
"S_20_00977",0.316593,1e-05,1e-05,1e-05,0.23084,0.452537,NA,NA,NA,NA,6,"NQ04_6011","SHS","Pointe_Naujaat",2004,6,15,"Quaqtaq","HL015"
"S_20_00978",1e-05,0.048993,0.868508,1e-05,0.082469,1e-05,NA,NA,NA,NA,6,"NQ04_6013","SHS","Quaqtaq",2004,10,13,"Quaqtaq","HL049"
"S_20_00982",0.28871,0.060448,0.108215,0.018188,0.170657,0.353782,NA,NA,NA,NA,6,"NQ03_5047","SHS","Kangiqsujuaq",2003,6,18,"Kangiqsujuaq","HL011"
"S_20_00983",0.593117,0.079427,0.066681,0.065789,0.018466,0.17652,NA,NA,NA,NA,6,"NQ03_5048","SHS","Kangiqsujuaq",2003,6,29,"Kangiqsujuaq","HL003"
"S_20_00987",0.316558,0.099831,0.001076,0.021148,0.202281,0.359107,NA,NA,NA,NA,6,"NQ04_5196","SHS","Ivujivik",2004,7,2,"Akulivik","HL003"
"S_20_00988",0.121573,0.077181,0.090705,0.006654,0.242571,0.461316,NA,NA,NA,NA,6,"NQ04_5197","SHS","Ivujivik",2004,7,7,"Akulivik","HL003"
"S_20_00989",0.090023,0.039175,0.699412,0.03619,0.051479,0.08372,NA,NA,NA,NA,6,"NQ04_6001","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL055"
"S_20_00990",1e-05,0.010339,0.965146,0.024485,1e-05,1e-05,NA,NA,NA,NA,6,"NQ04_6004","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL049"
"S_20_00991",1e-05,0.079785,0.905249,1e-05,0.014935,1e-05,NA,NA,NA,NA,6,"NQ04_6006","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL049"
"S_20_00992",0.261388,0.096325,0.033524,0.043775,0.248364,0.316624,NA,NA,NA,NA,6,"NQ03_5032","SHS","Nuvuk",2003,6,18,"Quaqtaq","HL008"
"S_20_00993",0.225559,0.106737,0.001957,0.007172,0.281579,0.376996,NA,NA,NA,NA,6,"NQ03_5033","SHS","Nuvuk",2003,6,23,"Quaqtaq","HL008"
"S_20_00995",0.175327,0.053677,0.019262,0.044284,0.226474,0.480976,NA,NA,NA,NA,6,"NQ03_5036","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL003"
"S_20_00996",0.201783,0.123652,0.097214,0.040865,0.185615,0.350872,NA,NA,NA,NA,6,"NQ03_5037","SHS","Pointe_Naujaat",2003,6,16,"Quaqtaq","HL014"
"S_20_00999",0.306242,0.072863,0.03875,0.013387,0.160325,0.408432,NA,NA,NA,NA,6,"NQ03_5043","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL001"
"S_20_01000",0.413543,0.047063,0.044859,0.028693,0.132413,0.333429,NA,NA,NA,NA,6,"NQ03_5044","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL001"
"S_20_01001",0.250331,0.017967,0.042845,0.0077,0.261343,0.419814,NA,NA,NA,NA,6,"NQ03_5045","SHS","Kangiqsujuaq",2003,6,21,"Kangiqsujuaq","HL008"
"S_20_01002",0.177707,0.032859,0.044834,0.076064,0.260011,0.408526,NA,NA,NA,NA,6,"NQ03_4085","UNG","Kangirsuk",2003,6,15,"Kangirsuk","HL001"
"S_20_01003",0.206321,0.061325,0.044691,0.044762,0.224527,0.418373,NA,NA,NA,NA,6,"NQ03_4093","SHS","Tupirvikallak",2003,6,22,"Kangiqsujuaq","HL003"
"S_20_01004",0.101652,0.076951,0.061101,0.09869,0.174516,0.48709,NA,NA,NA,NA,6,"NQ03_5000","SHS","Baie_Kangituuq",2003,6,8,"Ivujivik","HL001"
"S_20_01009",0.191973,1e-05,0.08475,0.055115,0.204887,0.463264,NA,NA,NA,NA,6,"NQ03_5026","SHS","Nuvuk",2003,6,18,"Quaqtaq","HL003"
"S_20_01010",0.229987,0.068504,1e-05,1e-05,0.235985,0.465504,NA,NA,NA,NA,6,"NQ03_5027","SHS","Nuvuk",2003,6,15,"Quaqtaq","HL003"
"S_20_01012_rep",0.141564,0.032726,0.032994,0.073798,0.147809,0.571108,NA,NA,NA,NA,6,"NQ03_5136","UNG","Tasiujaq",2003,6,30,"Tasiujaq","HL053"
"S_20_01013_rep",0.438403,0.053633,0.048136,0.057382,0.128568,0.273879,NA,NA,NA,NA,6,"NQ03_5140","UNG","Tasiujaq",2003,6,30,"Tasiujaq","HL003"
"S_20_01014",0.217362,0.016971,0.013015,0.001085,0.28751,0.464056,NA,NA,NA,NA,6,"NQ03_5142","UNG","Cap_Qalirusiq",2003,8,2,"Tasiujaq","HL003"
"S_20_01016",0.354844,0.002683,0.062085,0.02764,0.135173,0.417574,NA,NA,NA,NA,6,"NQ03_5200","SHS","Camp_Imilimmiut",2003,6,25,"Kuujjuaq","HL003"
"S_20_01017",0.239853,0.085057,1e-05,0.004623,0.230494,0.439963,NA,NA,NA,NA,6,"NQ03_5201","SHS","Camp_Imilimmiut",2003,6,25,"Kuujjuaq","HL001"
"S_20_01018_rep",0.395735,0.035316,0.016644,0.034938,0.099831,0.417536,NA,NA,NA,NA,6,"NQ03_5205","UNG","Kuujjuaq",2003,6,29,"Kuujjuaq","HL003"
"S_20_01019",0.137641,0.010669,0.041384,1e-05,0.280369,0.529927,NA,NA,NA,NA,6,"NQ03_5206","NEH","Puvirnituq",2003,9,18,"Puvirnituq","HL001"
"S_20_01020",0.305781,0.01863,0.052869,0.014869,0.18863,0.419221,NA,NA,NA,NA,6,"NQ03_5216","SHS","Camp_Imilimmiut",2003,NA,NA,"Kuujjuaq","HL001"
"S_20_01021",1e-05,1e-05,0.966621,0.005479,1e-05,0.02787,NA,NA,NA,NA,6,"NQDL_4041","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"DFO_MPO","HL002"
"S_20_01022",0.703493,0.074645,1e-05,0.023038,0.077484,0.12133,NA,NA,NA,NA,6,"ARHU97_062","NWH","Whale_Cove",1997,8,10,"Whale Cove","HL004"
"S_20_01023",0.047565,0.081047,0.054779,0.024874,0.375449,0.416286,NA,NA,NA,NA,6,"NQ03_00225","SHS","Quaqtaq",2003,7,29,"Tasiujaq","HL001"
"S_20_01025",0.24103,0.053192,0.090108,0.045279,0.202893,0.367497,NA,NA,NA,NA,6,"NQ03_00238","SHS","Quaqtaq",2003,NA,NA,"Tasiujaq","HL003"
"S_20_01026",0.133582,0.045293,0.045222,0.014468,0.287575,0.47386,NA,NA,NA,NA,6,"NQ03_00241","SHS","Camp_Imilimmiut",2003,6,17,"Tasiujaq","HL008"
"S_20_01028",0.25525,0.017884,0.090494,0.062104,0.162944,0.411324,NA,NA,NA,NA,6,"DL_5046","SHS","Kangiqsujuaq",2003,6,30,"Kangiqsujuaq","HL008"
"S_20_01029",0.521113,0.089569,0.000781,0.018744,0.174629,0.195163,NA,NA,NA,NA,6,"RB_B97_386","NHB","Repulse_Bay",1997,8,28,"Naujaat","HL003"
