"ID_GQ","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo","K","Q1","Q2","Q3","Q4","Q5","Membership.neutral"
"S_20_00832","ARCI_99_1004","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003",5,0.079872,0.646707,0.146596,0.09494,0.031885,"HBSC"
"S_20_00833","ARCI_99_1001","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL019",5,0.064171,0.67309,0.186805,0.05703,0.018903,"HBSC"
"S_20_00834","ARCI_99_1003","NWH","Chesterfield_Inlet",1999,NA,NA,"Chesterfield Inlet","HL003",5,0.05252,0.599739,0.260072,0.047198,0.040471,"HBSC"
"S_20_00835_rep_1","NA99_DL_00_181","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009",5,0.142789,0.48269,0.330599,0.004622,0.039299,"HBSC"
"S_20_00836","NA99_DL_00_184","SEH","Nastapoka_River",1999,NA,NA,NA,"HL009",5,0.065924,0.558738,0.251994,0.02084,0.102504,"HBSC"
"S_20_00849_rep","NQDL_3101","UNG","Anse_Inussujuaq_Misaqvik",2001,7,20,"Kangirsuk","HL011",5,0.058537,0.623821,0.235895,0.010053,0.071694,"HBSC"
"S_20_00851_rep","NQDL_3103","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL003",5,0.03145,0.601121,0.256885,0.073085,0.037459,"HBSC"
"S_20_00852_rep","NQDL_3104","UNG","Kangirsuk",2001,6,12,"Kangirsuk","HL001",5,0.076583,0.576586,0.225603,0.075506,0.045722,"HBSC"
"S_20_00853","NQDL_3261","UNG","Tasiujaq",2001,7,20,"Tasiujaq","HL003",5,0.075146,0.598732,0.209476,0.063607,0.05304,"HBSC"
"S_20_00854_rep","NQDL_3263","UNG","Tasiujaq",2001,7,18,"Tasiujaq","HL010",5,0.056829,0.604748,0.111146,0.047848,0.17943,"HBSC"
"S_20_00855","NQDL_3265","UNG","Tasiujaq",2001,7,22,"Tasiujaq","HL003",5,0.040352,0.569958,0.260856,0.07721,0.051623,"HBSC"
"S_20_00856","NQDL_3288","UNG","Tasiujaq",2001,7,16,"Kuujjuaq","HL003",5,0.022377,0.521771,0.317122,0.059827,0.078903,"HBSC"
"S_20_00857_rep","NQDL_3297","UNG","Dry_Bay",2001,7,19,"Kuujjuaq","HL011",5,0.043625,0.630051,0.25345,0.058106,0.014767,"HBSC"
"S_20_00860","NQDL_00103","NEH","Akulivik",2001,10,9,"Akulivik","HL001",5,0.081293,0.58409,0.269362,0.065244,1e-05,"HBSC"
"S_20_00861_rep","NQDL_00104","NEH","Akulivik",2001,10,9,"Akulivik","HL001",5,0.029098,0.539906,0.269496,0.052942,0.108557,"HBSC"
"S_20_00862_rep","NQDL_00155","SEH","Kuujjuarapik",2001,6,13,"Kuujjuaraapik","HL049",5,1e-05,1e-05,0.068882,1e-05,0.931088,"LGR"
"S_20_00865","NQDL_0060","SHS","Baie_Kuuttaap_Kangirsunga",2001,7,14,"Kangiqsujuaq","HL001",5,0.018037,0.431285,0.351753,0.069197,0.129728,"HBSC"
"S_20_00866","NQDL_0065","SHS","Salluit_Fjord",2001,6,26,"Salluit","HL001",5,0.063008,0.583674,0.228475,0.023868,0.100975,"HBSC"
"S_20_00867","NQDL_3019","SHS","Cap_Uqammaq",2001,6,25,"Kangiqsujuaq","HL003",5,0.072415,0.623116,0.194809,0.068134,0.041526,"HBSC"
"S_20_00868","NQDL_3029","SHS","Kangiqsujuaq",2001,7,30,"Kangiqsujuaq","HL003",5,0.017644,0.607265,0.289037,0.050603,0.035451,"HBSC"
"S_20_00870","NQDL_3036","SHS","Kangiqsujuaq",2001,6,25,"Kangiqsujuaq","HL051",5,0.059202,0.631878,0.201413,0.05677,0.050737,"HBSC"
"S_20_00871","NQDL_3040","SHS","Kangiqsujuaq",2001,7,16,"Kangiqsujuaq","HL001",5,0.050907,0.510995,0.319872,0.047281,0.070944,"HBSC"
"S_20_00872","NQDL_3046","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL003",5,0.027142,0.134946,0.085589,0.036824,0.715498,"LGR"
"S_20_00878","NQWW_01_13","SHS","Digges_Islands",2001,10,23,"Ivujivik","HL003",5,0.073924,0.602387,0.253359,0.043024,0.027306,"HBSC"
"S_20_00881","NQWW_01_16","SHS","Digges_Islands",2001,10,26,"Ivujivik","HL001",5,0.046939,0.562389,0.271679,0.103394,0.0156,"HBSC"
"S_20_00884","NQWW_01_19","SHS","Nuvuk_Islands",2001,10,8,"Ivujivik","HL001",5,0.048965,0.579513,0.230526,0.114642,0.026355,"HBSC"
"S_20_00885","DL_KUU04_1","SHS","Kangiqsujuaq",2004,7,12,"Kuujjuaq","HL001",5,0.109812,0.390125,0.421321,0.026624,0.052119,"HBSC"
"S_20_00890","NQ04_6169","SHS","Baie_Qarliik",2004,7,2,"Salluit","HL003",5,0.069699,0.505541,0.292889,0.046508,0.085362,"HBSC"
"S_20_00891","NQ04_6170","SHS","Salluit",2004,6,29,"Salluit","HL003",5,0.043526,0.602237,0.280608,0.030527,0.043101,"HBSC"
"S_20_00892","NQ04_6173","SHS","Baie_Nanuttuvik",2004,7,30,"Salluit","HL003",5,0.024323,0.590864,0.286612,0.017527,0.080673,"HBSC"
"S_20_00894","NQ04_6511","SHS","Ivujivik",2004,10,12,"Ivujivik","HL001",5,0.090016,0.453469,0.3144,0.102618,0.039498,"HBSC"
"S_20_00895","NQ04_6513","SHS","Ivujivik",2004,10,19,"Ivujivik","HL022",5,0.067133,0.554377,0.260759,0.108527,0.009204,"HBSC"
"S_20_00897","NQ04_6524","SHS","Baie_Nanuttuvik",2004,7,1,"Salluit","HL001",5,0.067838,0.444664,0.377823,0.029462,0.080213,"HBSC"
"S_20_00898","NQ04_6525","SHS","Salluit",2004,7,1,"Salluit","HL053",5,0.040155,0.437368,0.393206,0.056564,0.072707,"HBSC"
"S_20_00899","NQ04_6526","SHS","Falaise_Naujaat_Akulliq",2004,7,1,"Salluit","HL001",5,0.048332,0.463826,0.281901,0.058456,0.147484,"HBSC"
"S_20_00901","DL2003_S_17905","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,23,"DFO_MPO","HL001",5,0.058032,0.025201,0.094749,1e-05,0.822008,"LGR"
"S_20_00903","DL2003_S_1855","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27,"DFO_MPO","HL003",5,0.022711,0.393438,0.223933,1e-05,0.359908,"HBSC"
"S_20_00904","DL2003_S_5059","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27,"DFO_MPO","HL003",5,0.066785,0.531418,0.227891,0.093649,0.080257,"HBSC"
"S_20_00905","NQ03_5015","SHS","Falaise_Innijuaq",2003,6,28,"Salluit","HL011",5,0.079116,0.665338,0.165097,0.048119,0.04233,"HBSC"
"S_20_00907","NQ03_5049","SHS","Pointe_Akulivik",2003,6,26,"Kangiqsujuaq","HL053",5,0.040549,0.483675,0.31565,0.043666,0.11646,"HBSC"
"S_20_00908","NQ03_5051","SHS","Pointe_Akulivik",2003,6,27,"Kangiqsujuaq","HL001",5,0.05765,0.597831,0.204892,0.078529,0.061098,"HBSC"
"S_20_00912","NQ03_5056","SHS","Kangiqsujuaq",2003,6,15,"Kangiqsujuaq","HL004",5,0.035013,0.582923,0.255218,0.038064,0.088781,"HBSC"
"S_20_00913","NQ03_5057","SHS","Kangiqsujuaq",2003,7,10,"Kangiqsujuaq","HL012",5,0.071568,0.607801,0.282775,0.033855,0.004,"HBSC"
"S_20_00914","NQ03_5058","SHS","Kangiqsujuaq",2003,6,22,"Kangiqsujuaq","HL014",5,0.041032,0.608912,0.25447,0.026195,0.069391,"HBSC"
"S_20_00915","NQ03_5108","SHS","Camp_Imilimmiut",2003,6,16,"Kangirsuk","HL001",5,0.135547,0.539372,0.281947,0.041797,0.001336,"HBSC"
"S_20_00916_rep","NQ03_5112","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL001",5,0.023364,0.596618,0.159067,0.073921,0.147031,"HBSC"
"S_20_00917","NQ03_5113","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL001",5,0.015966,0.512869,0.297563,0.073284,0.100318,"HBSC"
"S_20_00918_rep","NQ03_5115","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL054",5,0.029357,0.621013,0.252224,0.036689,0.060717,"HBSC"
"S_20_00920","NQ03_5118","SHS","Camp_Imilimmiut",2003,6,16,"Kangirsuk","HL001",5,0.084083,0.63249,0.210291,0.045965,0.027172,"HBSC"
"S_20_00921_rep","NQ03_5120","UNG","Kangirsuk",2003,6,19,"Kangirsuk","HL008",5,0.028725,0.537875,0.326892,0.019331,0.087176,"HBSC"
"S_20_00924","ARRB_02_1177","NHB","Repulse_Bay",2002,8,3,"Naujaat","HL016",5,0.070105,0.511568,0.350544,0.067773,1e-05,"HBSC"
"S_20_00925","ARRB_02_1179","NHB","Repulse_Bay_Hurd Channel",2002,9,13,"Naujaat","HL001",5,0.069282,0.550553,0.250885,0.069615,0.059664,"HBSC"
"S_20_00926","ARRB_02_1186","NHB","Repulse_Bay_Lyon Inlet",2002,9,NA,"Naujaat","HL055",5,0.022664,0.641706,0.215346,0.065208,0.055076,"HBSC"
"S_20_00927","ARRB_02_1187","NHB","Repulse_Bay_Nauyad",2002,9,22,"Naujaat","HL003",5,0.04533,0.604447,0.252144,0.084758,0.013321,"HBSC"
"S_20_00928","FMMM_CH_009","NHB","Coral_Harbour",1993,7,26,"Coral Harbour","HL013",5,0.039597,0.646311,0.25139,0.038328,0.024374,"HBSC"
"S_20_00929","FMMM_CH_012","NHB","Coral_Harbour",1993,7,27,"Coral Harbour","HL009",5,0.06576,0.68813,0.196016,0.043553,0.006541,"HBSC"
"S_20_00930","FMMM_CH_017","NHB","Coral_Harbour",1993,7,26,"Coral Harbour","HL018",5,0.073039,0.517347,0.277967,0.094699,0.036948,"HBSC"
"S_20_00943","B96_253_COH","NHB","Coral_Harbour",1996,9,11,"Coral Harbour","HL012",5,0.07774,0.597826,0.216215,0.079631,0.028587,"HBSC"
"S_20_00944","B96_254_COH","NHB","Coral_Harbour",1996,9,25,"Coral Harbour","HL001",5,0.035286,0.414243,0.258226,0.177776,0.114469,"HBSC"
"S_20_00945","B96_255_COH","NHB","Coral_Harbour",1996,9,25,"Coral Harbour","HL003",5,0.095228,0.423797,0.312382,0.144693,0.0239,"HBSC"
"S_20_00948","B96_258_COH","NHB","Coral_Harbour",1996,9,16,"Coral Harbour","HL057",5,0.118467,0.359423,0.279008,0.204641,0.038461,"HBSC"
"S_20_00951","ARRB_01_1101","NHB","Repulse_Bay_White Island",2001,8,27,"Naujaat","HL019",5,0.086808,0.441062,0.466107,0.006012,1e-05,"HBSC"
"S_20_00952","ARRB_02_1162","NHB","Repulse_Bay",2002,9,22,"Naujaat","HL003",5,0.030298,0.663342,0.192811,0.063417,0.050131,"HBSC"
"S_20_00954","ARRB_01_1103","NHB","Repulse_Bay_White Island",2001,8,27,"Naujaat","HL020",5,0.03699,0.538983,0.308598,0.115419,1e-05,"HBSC"
"S_20_00955","ARRB_01_1116","NHB","Repulse_Bay_Near Tikiraq",2001,9,3,"Naujaat","HL060",5,0.073204,0.623805,0.260354,0.037441,0.005197,"HBSC"
"S_20_00957","ARRB_01_1146","NHB","Repulse_Bay",2001,9,20,"Naujaat","HL001",5,0.101321,0.582496,0.232133,0.036091,0.04796,"HBSC"
"S_20_00959","ARRB_02_1119","NHB","Repulse_Bay",2002,9,22,"Naujaat","HL003",5,0.054849,0.59473,0.247465,0.048534,0.054422,"HBSC"
"S_20_00960","NQ04_6158","SHS","Quaqtaq",2004,11,1,"Quaqtaq","HL002",5,0.035722,0.130488,0.089971,1e-05,0.743809,"LGR"
"S_20_00961","NQ04_6165","SHS","Quaqtaq",2004,10,28,"Quaqtaq","HL001",5,0.079492,0.502765,0.250128,0.073455,0.094161,"HBSC"
"S_20_00962","NQ04_6166","SHS","Baie_Qarliik",2004,6,5,"Salluit","HL003",5,0.005641,0.554913,0.322697,1e-05,0.116739,"HBSC"
"S_20_00964","NQ04_6021","SHS","Kangiqsujuaq",2004,6,25,"Kangiqsujuaq","HL003",5,0.074906,0.569786,0.319781,1e-05,0.035518,"HBSC"
"S_20_00965","NQ04_6024","SHS","Kangiqsujuaq",2004,6,24,"Kangiqsujuaq","HL003",5,0.076891,0.541939,0.256455,0.021117,0.103599,"HBSC"
"S_20_00966","NQ04_6025","SHS","Kangiqsujuaq",2004,7,15,"Kangiqsujuaq","HL001",5,0.103225,0.420681,0.359453,0.011413,0.105228,"HBSC"
"S_20_00967","NQ04_6029","SHS","Kangiqsujuaq",2004,7,16,"Kangiqsujuaq","HL053",5,0.097935,0.411917,0.305065,0.078665,0.106418,"HBSC"
"S_20_00968","NQ04_6061","SHS","Ivujivik",2004,10,6,"Akulivik","HL003",5,0.135256,0.440029,0.308942,0.092051,0.023721,"HBSC"
"S_20_00969","NQ04_6064","SHS","Ivujivik",2004,10,20,"Akulivik","HL001",5,0.091634,0.426681,0.340508,0.094753,0.046423,"HBSC"
"S_20_00974","NQ04_6157","SHS","Quaqtaq",2004,10,28,"Quaqtaq","HL001",5,0.095672,0.586938,0.205799,0.072703,0.038887,"HBSC"
"S_20_00975","NQ04_6007","SHS","Quaqtaq",2004,10,22,"Kuujjuaq","HL002",5,0.088292,0.058525,0.137572,0.025447,0.690164,"LGR"
"S_20_00976","NQ04_6009","SHS","Pointe_Naujaat",2004,6,15,"Quaqtaq","HL008",5,0.118095,0.567626,0.268993,0.008995,0.036291,"HBSC"
"S_20_00977","NQ04_6011","SHS","Pointe_Naujaat",2004,6,15,"Quaqtaq","HL015",5,0.007917,0.635408,0.337191,0.004917,0.014567,"HBSC"
"S_20_00978","NQ04_6013","SHS","Quaqtaq",2004,10,13,"Quaqtaq","HL049",5,0.044923,1e-05,0.097294,1e-05,0.857763,"LGR"
"S_20_00982","NQ03_5047","SHS","Kangiqsujuaq",2003,6,18,"Kangiqsujuaq","HL011",5,0.073078,0.501818,0.25973,0.033913,0.131461,"HBSC"
"S_20_00983","NQ03_5048","SHS","Kangiqsujuaq",2003,6,29,"Kangiqsujuaq","HL003",5,0.094467,0.526855,0.203243,0.098485,0.07695,"HBSC"
"S_20_00987","NQ04_5196","SHS","Ivujivik",2004,7,2,"Akulivik","HL003",5,0.112659,0.531808,0.293705,0.037591,0.024237,"HBSC"
"S_20_00988","NQ04_5197","SHS","Ivujivik",2004,7,7,"Akulivik","HL003",5,0.087571,0.502558,0.273587,0.010356,0.125929,"HBSC"
"S_20_00989","NQ04_6001","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL055",5,0.04137,0.126251,0.083725,0.039876,0.708779,"LGR"
"S_20_00990","NQ04_6004","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL049",5,0.010588,1e-05,1e-05,0.026032,0.96336,"LGR"
"S_20_00991","NQ04_6006","SHS","Quaqtaq",2004,10,18,"Quaqtaq","HL049",5,0.07744,1e-05,0.029106,1e-05,0.893434,"LGR"
"S_20_00992","NQ03_5032","SHS","Nuvuk",2003,6,18,"Quaqtaq","HL008",5,0.106507,0.452195,0.33239,0.056139,0.052769,"HBSC"
"S_20_00993","NQ03_5033","SHS","Nuvuk",2003,6,23,"Quaqtaq","HL008",5,0.116466,0.485263,0.351915,0.017048,0.029308,"HBSC"
"S_20_00995","NQ03_5036","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL003",5,0.064516,0.550368,0.277976,0.052054,0.055086,"HBSC"
"S_20_00996","NQ03_5037","SHS","Pointe_Naujaat",2003,6,16,"Quaqtaq","HL014",5,0.132622,0.445235,0.241703,0.051297,0.129143,"HBSC"
"S_20_00999","NQ03_5043","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL001",5,0.086912,0.563113,0.250472,0.030345,0.069158,"HBSC"
"S_20_01000","NQ03_5044","SHS","Pointe_Naujaat",2003,6,17,"Quaqtaq","HL001",5,0.062803,0.569471,0.248677,0.052728,0.06632,"HBSC"
"S_20_01001","NQ03_5045","SHS","Kangiqsujuaq",2003,6,21,"Kangiqsujuaq","HL008",5,0.030732,0.542416,0.333841,0.020436,0.072575,"HBSC"
"S_20_01002","NQ03_4085","UNG","Kangirsuk",2003,6,15,"Kangirsuk","HL001",5,0.042341,0.48872,0.309279,0.084049,0.075611,"HBSC"
"S_20_01003","NQ03_4093","SHS","Tupirvikallak",2003,6,22,"Kangiqsujuaq","HL003",5,0.073276,0.51383,0.280621,0.05669,0.075583,"HBSC"
"S_20_01004","NQ03_5000","SHS","Baie_Kangituuq",2003,6,8,"Ivujivik","HL001",5,0.085824,0.504918,0.204436,0.098925,0.105897,"HBSC"
"S_20_01009","NQ03_5026","SHS","Nuvuk",2003,6,18,"Quaqtaq","HL003",5,0.005502,0.549573,0.257102,0.066817,0.121006,"HBSC"
"S_20_01010","NQ03_5027","SHS","Nuvuk",2003,6,15,"Quaqtaq","HL003",5,0.080979,0.575742,0.304681,0.008761,0.029837,"HBSC"
"S_20_01012_rep","NQ03_5136","UNG","Tasiujaq",2003,6,30,"Tasiujaq","HL053",5,0.045487,0.611315,0.181422,0.07722,0.084556,"HBSC"
"S_20_01013_rep","NQ03_5140","UNG","Tasiujaq",2003,6,30,"Tasiujaq","HL003",5,0.068667,0.521816,0.259204,0.083388,0.066925,"HBSC"
"S_20_01014","NQ03_5142","UNG","Cap_Qalirusiq",2003,8,2,"Tasiujaq","HL003",5,0.027747,0.563733,0.3501,0.012627,0.045793,"HBSC"
"S_20_01016","NQ03_5200","SHS","Camp_Imilimmiut",2003,6,25,"Kuujjuaq","HL003",5,0.017463,0.60185,0.243485,0.046997,0.090206,"HBSC"
"S_20_01017","NQ03_5201","SHS","Camp_Imilimmiut",2003,6,25,"Kuujjuaq","HL001",5,0.097745,0.560654,0.30338,0.021327,0.016895,"HBSC"
"S_20_01018_rep","NQ03_5205","UNG","Kuujjuaq",2003,6,29,"Kuujjuaq","HL003",5,0.052102,0.633261,0.210876,0.058397,0.045365,"HBSC"
"S_20_01019","NQ03_5206","NEH","Puvirnituq",2003,9,18,"Puvirnituq","HL001",5,0.022431,0.582353,0.315753,1e-05,0.079453,"HBSC"
"S_20_01020","NQ03_5216","SHS","Camp_Imilimmiut",2003,NA,NA,"Kuujjuaq","HL001",5,0.033438,0.579787,0.271985,0.03041,0.084379,"HBSC"
"S_20_01021","NQDL_4041","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"DFO_MPO","HL002",5,1e-05,1e-05,1e-05,0.007201,0.992769,"LGR"
"S_20_01022","ARHU97_062","NWH","Whale_Cove",1997,8,10,"Whale Cove","HL004",5,0.089183,0.515555,0.317633,0.077619,1e-05,"HBSC"
"S_20_01023","NQ03_00225","SHS","Quaqtaq",2003,7,29,"Tasiujaq","HL001",5,0.092425,0.409775,0.377998,0.02543,0.094372,"HBSC"
"S_20_01025","NQ03_00238","SHS","Quaqtaq",2003,NA,NA,"Tasiujaq","HL003",5,0.065509,0.487126,0.268224,0.059587,0.119553,"HBSC"
"S_20_01026","NQ03_00241","SHS","Camp_Imilimmiut",2003,6,17,"Tasiujaq","HL008",5,0.055258,0.524106,0.324401,0.01629,0.079945,"HBSC"
"S_20_01028","DL_5046","SHS","Kangiqsujuaq",2003,6,30,"Kangiqsujuaq","HL008",5,0.030503,0.5359,0.237686,0.076508,0.119403,"HBSC"
"S_20_01029","RB_B97_386","NHB","Repulse_Bay",1997,8,28,"Naujaat","HL003",5,0.106643,0.501406,0.334089,0.044682,0.01318,"HBSC"
"S_20_01030","RB_B97_390","NHB","Repulse_Bay",1997,8,23,"Naujaat","HL003",5,0.041626,0.591242,0.259765,0.055238,0.052129,"HBSC"
"S_20_01031","ARRB_06_06","NHB","Repulse_Bay",2006,8,12,"Naujaat","HL001",5,0.151653,0.355467,0.349689,0.10757,0.035621,"HBSC"
"S_20_01036","ARCD_00_1056","NHS","Cape_Dorset",2000,11,4,"Cape Dorset/Kinngait","HL001",5,0.110379,0.566255,0.231061,0.085313,0.006992,"HBSC"
"S_20_01038","ARCD_00_1062","NHS","Cape_Dorset",2000,11,1,"Cape Dorset/Kinngait","HL011",5,0.052958,0.598675,0.220457,0.032172,0.095738,"HBSC"
"S_20_01040","ARCD_00_1066","NHS","Cape_Dorset",2000,10,31,"Cape Dorset/Kinngait","HL012",5,0.071971,0.578742,0.29419,0.048977,0.006121,"HBSC"
"S_20_01042","ARCD_1999_1013","NHS","Cape_Dorset_Pakituaq",1999,11,10,"Cape Dorset/Kinngait","HL001",5,0.063243,0.628769,0.241402,0.066575,1e-05,"HBSC"
"S_20_01044","ARCH_99_1002","NHB","Coral_Harbour",1999,NA,NA,"Coral Harbour","HL003",5,0.06306,0.657059,0.255063,1e-05,0.024809,"HBSC"
"S_20_01045","ARCH_99_1004","NHB","Coral_Harbour",1999,8,17,"Coral Harbour","HL025",5,0.140915,0.511293,0.347771,1e-05,1e-05,"HBSC"
"S_20_01046","ARCH_99_1007","NHB","Coral_Harbour",1999,8,16,"Coral Harbour","HL001",5,0.087893,0.614383,0.253165,1e-05,0.044549,"HBSC"
"S_20_01047","ARCH_99_1008","NHB","Coral_Harbour",1999,8,16,"Coral Harbour","HL055",5,0.120084,0.49899,0.356989,0.023521,0.000416,"HBSC"
"S_20_01048","ARCH_99_1012","NHB","Coral_Harbour",1999,8,17,"Coral Harbour","HL003",5,0.040373,0.635328,0.271529,0.031786,0.020985,"HBSC"
"S_20_01049","ARCH_99_1013","NHB","Coral_Harbour",1999,NA,NA,"Coral Harbour","HL001",5,0.060901,0.52092,0.324981,0.059104,0.034094,"HBSC"
"S_20_01051","ARCH_99_1023","NHB","Coral_Harbour",1999,8,16,"Coral Harbour","HL003",5,0.031266,0.567343,0.274028,0.050683,0.07668,"HBSC"
"S_20_01061","ARCH_00_1050","NHB","Coral_Harbour_Nunaguluk",2000,9,2,"Coral Harbour","HL003",5,0.053557,0.627597,0.195903,0.112105,0.010838,"HBSC"
"S_20_01062","ARCH_00_1053","NHB","Coral_Harbour_Snafu",2000,8,24,"Coral Harbour","HL044",5,0.059758,0.544691,0.297021,0.07076,0.027771,"HBSC"
"S_20_01063","ARCH_00_1055","NHB","Coral_Harbour_Bear_Island",2000,8,25,"Coral Harbour","HL003",5,0.05455,0.607116,0.240662,0.038029,0.059642,"HBSC"
"S_20_01065","ARCH_00_1057","NHB","Coral_Harbour",2000,8,24,"Coral Harbour","HL003",5,0.070499,0.58261,0.228877,0.071986,0.046028,"HBSC"
"S_20_01066","ARCH_00_1058","NHB","Coral_Harbour",2000,8,24,"Coral Harbour","HL003",5,0.113229,0.533642,0.307333,0.032239,0.013557,"HBSC"
"S_20_01068","ARCH_00_1064","NHB","Coral_Harbour_Prairie_Point",2000,8,26,"Coral Harbour","HL011",5,0.07811,0.560264,0.279746,0.064667,0.017213,"HBSC"
"S_20_01071","ARCH_00_1071","NHB","Coral_Harbour_Snafu",2000,9,5,"Coral Harbour","HL003",5,0.036616,0.637184,0.268623,0.013582,0.043994,"HBSC"
"S_20_01072","ARCH_00_1072","NHB","Coral_Harbour_Nunaguluk",2000,8,22,"Coral Harbour","HL011",5,0.067713,0.665879,0.182664,0.036433,0.047312,"HBSC"
"S_20_01074","ARCI_99_1006","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL065",5,0.016526,0.612107,0.222326,0.065943,0.083098,"HBSC"
"S_20_01076","ARCI_99_1012","NWH","Chesterfield_Inlet",1999,9,19,"Chesterfield Inlet","HL003",5,0.008025,0.642685,0.18264,0.092043,0.074606,"HBSC"
"S_20_01077","ARCI_99_1013","NWH","Chesterfield_Inlet",1999,9,18,"Chesterfield Inlet","HL001",5,0.05588,0.120986,0.159922,0.031576,0.631635,"LGR"
"S_20_01078","ARCI_99_1015","NWH","Chesterfield_Inlet_Fish Bay",1999,9,15,"Chesterfield Inlet","HL003",5,0.018732,0.649483,0.267453,0.043695,0.020637,"HBSC"
"S_20_01079","ARCI_99_1019","NWH","Chesterfield_Inlet",1999,9,NA,"Chesterfield Inlet","HL001",5,0.051993,0.50559,0.307233,0.094139,0.041045,"HBSC"
"S_20_01080","ARCI_99_1020","NWH","Chesterfield_Inlet",1999,9,NA,"Chesterfield Inlet","HL001",5,0.065575,0.64513,0.205687,0.080867,0.002741,"HBSC"
"S_20_01081","ARCI_99_1021","NWH","Chesterfield_Inlet",1999,9,22,"Chesterfield Inlet","HL003",5,0.067547,0.538757,0.259947,0.086331,0.047417,"HBSC"
"S_20_01083","NQDL_3054","SHS","Digges_Islands",2001,10,22,"Puvirnituq","HL001",5,0.044132,0.539366,0.238854,0.056711,0.120937,"HBSC"
"S_20_01084","NQDL_3055","SHS","Digges_Islands",2001,10,17,"Puvirnituq","HL011",5,0.094184,0.491811,0.299837,0.037585,0.076583,"HBSC"
"S_20_01086","NQDL_3057","SHS","Digges_Islands",2001,10,22,"Puvirnituq","HL001",5,0.064473,0.577025,0.215791,0.090465,0.052246,"HBSC"
"S_20_01087","NQDL_3058","SHS","Digges_Islands",2001,10,23,"Puvirnituq","HL001",5,0.028238,0.621624,0.236399,0.060861,0.052879,"HBSC"
"S_20_01088","NQDL_3059","SHS","Digges_Islands",2001,10,23,"Puvirnituq","HL012",5,0.057273,0.575144,0.287313,0.025656,0.054615,"HBSC"
"S_20_01090","NQDL_3061","SHS","Nuvuk_Islands",2001,10,21,"Puvirnituq","HL001",5,0.069626,1e-05,1e-05,1e-05,0.930344,"LGR"
"S_20_01091","NQDL_3062","SHS","Nuvuk_Islands",2001,10,21,"Puvirnituq","HL002",5,0.066366,0.093266,0.135177,1e-05,0.705181,"LGR"
"S_20_01092","NQDL_3063","SHS","Digges_Islands",2001,10,23,"Puvirnituq","HL066",5,0.053015,0.600907,0.186904,0.048709,0.110465,"HBSC"
"S_20_01093","NQDL_3064","SHS","Digges_Islands",2001,10,23,"Puvirnituq","HL048",5,0.069066,0.564371,0.252662,0.010066,0.103834,"HBSC"
"S_20_01094","NQDL_3065","SHS","Digges_Islands",2001,10,23,"Puvirnituq","HL020",5,0.075656,0.540536,0.286834,0.059789,0.037185,"HBSC"
"S_20_01095_rep","NQDL_3310","NEH","Cape_Smith",2001,10,15,"Puvirnituq","HL020",5,0.036762,0.585064,0.252064,0.080048,0.046062,"HBSC"
"S_20_01096_rep","NQDL_3311","NEH","Cape_Smith",2001,10,15,"Puvirnituq","HL002",5,1e-05,0.050427,0.084727,0.028744,0.836092,"LGR"
"S_20_01097","NQDL_3312","NEH","Cape_Smith",2001,10,15,"Puvirnituq","HL001",5,0.03091,0.502066,0.26406,0.069431,0.133533,"HBSC"
"S_20_01098","NQDL_3313","NEH","Cape_Smith",2001,10,15,"Puvirnituq","HL003",5,0.068134,0.380302,0.186511,0.275355,0.089699,"HBSC"
"S_20_01099","NQDL_3314","NEH","Akulivik",2001,10,15,"Puvirnituq","HL067",5,0.046759,0.574316,0.219559,0.09744,0.061926,"HBSC"
"S_20_01101","NQDL_3047","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL008",5,0.119848,0.443924,0.346522,0.036783,0.052924,"HBSC"
"S_20_01103","NQDL_3049","SHS","Digges_Islands",2001,10,22,"Puvirnituq","HL001",5,0.00272,0.135087,0.124645,0.029863,0.707685,"LGR"
"S_20_01105","NQDL_3051","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL001",5,0.120344,0.525155,0.197419,0.04655,0.110533,"HBSC"
"S_20_01106","NQDL_3052","SHS","Digges_Islands",2001,10,20,"Puvirnituq","HL001",5,0.078456,0.617442,0.240457,0.017862,0.045783,"HBSC"
