"ID_GQ","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo","K","Q1","Q2","Q3","Q4","Q5","Membership.neutral"
"S_20_01110","B94_167","NHS","Lake_Harbour",1994,11,1,"Kimmirut","HL015",5,0.024773,0.5983,0.203717,0.067004,0.106206,"HBSC"
"S_20_01113","NQWW_01_03","SHS","Quaqtaq",2001,10,24,"Quaqtaq","HL003",5,0.08959,0.552326,0.215147,0.089838,0.0531,"HBSC"
"S_20_01119","DL17_263","SEH","Kuujjuarapik",2017,7,24,"Kuujjuaraapik","HL069",5,0.003904,0.020282,1e-05,0.037671,0.938133,"LGR"
"S_20_01124","DL98_503","SEH","Nastapoka_River",1998,8,9,"Inukjuak","HL009",5,0.040198,0.569801,0.219454,0.07716,0.093387,"HBSC"
"S_20_01126","DL_3143","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,7,"Kuujjuaraapik","HL002",5,0.102766,0.062571,0.094291,1e-05,0.740363,"LGR"
"S_20_01134","DL99_152","SEH","Umiujaq",1999,8,7,"Umiujaq","HL019",5,0.036871,0.589602,0.186691,0.122295,0.064542,"HBSC"
"S_20_01135","GW94_03","SEH","Kuujjuarapik",1994,7,25,"Kuujjuaraapik","HL071",5,0.033872,0.108884,0.051134,0.040209,0.7659,"LGR"
"S_20_01136","DLUD_95_4","SEH","Lac_Tasiujaq",1995,7,15,NA,"HL001",5,0.046634,0.648772,0.073118,0.040022,0.191454,"HBSC"
"S_20_01137","DL10_58","SEH","Inukjuak",2010,7,3,"Inukjuak","HL019",5,0.054717,0.592138,0.158976,0.07968,0.114488,"HBSC"
"S_20_01139","DL14_183","SHS","Ivujivik",2015,11,2,"Ivujivik",NA,5,0.077794,0.550822,0.32324,0.002539,0.045604,"HBSC"
"S_20_01144","NQ03_5074","JAM","James_Bay",2003,7,22,"Kuujjuaraapik","HL038",5,0.010558,1e-05,1e-05,0.989412,1e-05,"JAM"
"S_20_01145","DL09_171","SEH","Inukjuak",2009,6,22,"Inukjuak","HL001",5,0.078214,0.528264,0.252407,0.104143,0.036971,"HBSC"
"S_20_01147","DL97_124","SEH","Inukjuak",1997,7,24,"Inukjuak","HL001",5,0.141136,0.675136,0.078904,0.011056,0.093768,"HBSC"
"S_20_01154","NQ03_5071","JAM","James_Bay",2003,7,22,"Kuujjuaraapik","HL070",5,1e-05,0.055466,1e-05,0.944504,1e-05,"JAM"
"S_20_01210","DL17_235","SEH","Inukjuak",2017,7,2,"Inukjuak","HL001",5,0.092331,0.568415,0.159916,0.098327,0.08101,"HBSC"
"S_20_01211","DL17_267","SEH","Kuujjuarapik",2018,8,3,"Kuujjuaraapik","HL008",5,0.066321,0.603267,0.119719,0.076079,0.134615,"HBSC"
"S_20_01214","ARNR_05_05","SWH","Nelson_River",2005,7,30,"Churchill","HL003",5,0.060442,0.587192,0.312523,0.023611,0.016233,"HBSC"
"S_20_01418","ARPG_02_1181","CSB","Pangnirtung_Cumberland_Sound",2002,7,22,"Pangnirtung","HL022",5,1e-05,1e-05,0.99996,1e-05,1e-05,"CSB"
"S_20_01618","DL_9025","SEH","Umiujaq",2007,7,1,"Umiujaq","HL001",5,0.061174,0.623395,0.114394,0.081321,0.119717,"HBSC"
"S_20_01620","DL10_52","SEH","Inukjuak",2010,7,4,"Inukjuak","HL019",5,0.058954,0.530766,0.281325,0.033587,0.095367,"HBSC"
"S_20_01621","DL97_118","SEH","Inukjuak",1997,8,4,"Inukjuak","HL009",5,0.033139,0.561955,0.232692,0.108109,0.064104,"HBSC"
"S_20_01622","DL17_264","SEH","Kuujjuarapik",2017,7,24,"Kuujjuaraapik","HL001",5,0.029451,0.090483,0.040384,0.036183,0.8035,"LGR"
"S_20_01623","GW94_13","SEH","Kuujjuarapik",1994,7,25,"Kuujjuaraapik","HL017",5,0.037926,0.038886,0.074473,0.020746,0.82797,"LGR"
"S_20_01624","DLUD_11","SEH","Lac_Tasiujaq",1995,7,14,NA,"HL018",5,0.038135,0.64146,0.060291,0.112743,0.147372,"HBSC"
"S_20_01626","DL_9023","SEH","Lac_Tasiujaq",2008,7,9,"Umiujaq","HL009",5,0.02035,0.597687,0.142022,0.069532,0.17041,"HBSC"
"S_20_01628","DL17_231","SEH","Inukjuak",2007,7,2,"Inukjuak","HL003",5,0.050267,0.70642,0.14429,0.04847,0.050554,"HBSC"
"S_20_01629","DL09_174","SEH","Lac_Tasiujaq",2009,7,25,"Inukjuak","HL009",5,0.088442,0.721568,1e-05,0.069055,0.120925,"HBSC"
"S_20_01630","DL09_185","SEH","Lac_Tasiujaq",2009,7,21,"Umiujaq","HL009",5,0.021365,0.601963,0.134704,0.107251,0.134717,"HBSC"
"S_20_01632","DL15_266","SEH","Kuujjuarapik",2015,7,23,"Kuujjuaraapik","HL002",5,1e-05,1e-05,1e-05,1e-05,0.99996,"LGR"
"S_20_01635","DL16_242","SEH","Umiujaq",2017,7,18,"Umiujaq","HL022",5,0.110438,0.429045,0.255377,0.115848,0.089292,"HBSC"
"S_20_01636","DL_8156","SEH","Baie_Kilualuk",2008,7,10,"Umiujaq","HL010",5,0.101211,0.499422,0.327745,1e-05,0.071612,"HBSC"
"S_20_01637","DL_8155","SEH","Umiujaq",2008,7,10,"Umiujaq","HL009",5,0.040068,0.648177,0.129431,0.065273,0.117051,"HBSC"
"S_20_01638","DL_6090","SEH","Baie_Kilualuk",2007,8,8,"Inukjuak","HL001",5,0.063542,0.791215,1e-05,0.040517,0.104715,"HBSC"
"S_20_01639","DL15_279","SEH","Kuujjuarapik",2015,7,10,"Kuujjuaraapik","HL002",5,0.001646,1e-05,1e-05,1e-05,0.998324,"LGR"
"S_20_01706","DL09_183","SEH","Lac_Tasiujaq",2009,7,7,"Umiujaq","HL010",5,0.049538,0.57751,0.175254,0.117925,0.079773,"HBSC"
"S_20_01707","DL_9262","SEH","Baie_Kilualuk",2007,8,5,"Inukjuak","HL001",5,0.065989,0.5956,0.125193,0.094171,0.119047,"HBSC"
"S_20_01708","DL_9267","SEH","Baie_Kilualuk",2007,8,8,"Inukjuak","HL001",5,0.062467,0.76816,1e-05,0.052822,0.116541,"HBSC"
"S_20_01709","DL_10063","SEH","Lac_Tasiujaq",2009,7,7,"Umiujaq","HL018",5,0.091558,0.614844,0.109253,0.068994,0.115351,"HBSC"
"S_20_01762","DL2019_004_F","SLE","Sainte_Flavie",2019,7,4,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01763","DL2018_102","SLE","Cap_aux_Oies",2018,6,2,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01764","DL2018_001","SLE","Ile_Verte",2018,5,20,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01765","IN94_07","SEH","Nastapoka_River",1994,8,NA,"Inukjuak","HL019",5,0.046864,0.600778,0.207243,0.084086,0.06103,"HBSC"
"S_20_01766","DL2017_004","SLE","Saint_Ulric",2017,10,23,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01767","DL2017_005","SLE","Saint_Ulric",2017,11,28,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01769","DL2009_002","SLE","Tadoussac",2009,7,29,"Saint_Laurent","HL050",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01771","DL2009_108","SLE","Ile_Verte",2009,10,17,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01774","DL2009_005","SLE","Pointe_au_Pere",2009,9,15,"Saint_Laurent",NA,5,0.921937,1e-05,1e-05,1e-05,0.078033,"SLE"
"S_20_01775","DL2009_102","SLE","Riviere_Ouelle",2009,7,1,"Saint_Laurent","HL049",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01781","DL2009_104","SLE","LAnse_au_Loup",2009,7,12,"Terre_Neuve","HL024",5,0.040927,0.499693,0.31408,0.045802,0.099498,"HBSC"
"S_20_01783_rep","DL2015_003_F","SLE","Sainte_Flavie",2015,7,17,"Saint_Laurent","HL102",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01784","IN94_06","SEH","Nastapoka_River",1994,8,NA,"Inukjuak","HL019",5,0.005531,0.556811,0.211176,0.085569,0.140913,"HBSC"
"S_20_01785","DL2017_001","SLE","Ile_aux_Basques",2017,5,20,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01787","DL2018_002","SLE","Petit_Matane",2018,7,10,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01788","Dl2017_007","SLE","Grand_Metis",2017,8,1,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01791","IN94_08","SEH","Nastapoka_River",1994,8,NA,"Inukjuak","HL008",5,0.074805,0.513753,0.216606,0.082534,0.112302,"HBSC"
"S_20_01792","IN94_01","SEH","Nastapoka_River",1994,8,NA,"Inukjuak","HL009",5,0.08125,0.622019,0.114659,0.070986,0.111087,"HBSC"
"S_20_01794","DL2018_105","SLE","Riviere_Ouelle",2018,7,30,"Saint_Laurent","HL010",5,0.999957,1e-05,1.3e-05,1e-05,1e-05,"SLE"
"S_20_01797","DL2018_004","SLE","Baie_Sainte_Catherine",2018,7,29,"Saint_Laurent","HL099",5,0.99996,1e-05,1e-05,1e-05,1e-05,"SLE"
"S_20_01801","DLN01_14","SEH","Nastapoka_Sound",2001,8,7,"Inukjuak","HL013",5,0.040089,0.554361,0.256271,0.058037,0.091242,"HBSC"
"S_20_01803","DLN01_04","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009",5,0.060879,0.551835,0.209824,0.065714,0.111747,"HBSC"
"S_20_01863","SAL_90_1","SEH","Kuujjuarapik",1990,NA,NA,NA,"HL003",5,0.04463,0.639826,0.206251,0.058717,0.050575,"HBSC"
"S_20_01864","GW94_15","SEH","Kuujjuarapik",1994,7,25,"Kuujjuaraapik","HL071",5,0.024645,0.040539,1.4e-05,1e-05,0.934793,"LGR"
"S_20_01865","I_DL_90_8","SEH","Kuujjuarapik",1990,NA,NA,NA,"HL020",5,1e-05,0.050909,0.102805,0.063047,0.783229,"LGR"
"S_20_01866","WA94_01","SHS","Baie_Kangiararjuk",1994,10,19,"Kangiqsujuaq","HL003",5,0.038786,0.589665,0.209417,0.077854,0.084279,"HBSC"
"S_20_01873","KUUJJUARAPIK_93_8","SEH","Kuujjuarapik",1993,NA,NA,NA,"HL022",5,0.070124,0.520912,0.286367,0.109228,0.013368,"HBSC"
"S_20_01874","TA94_10","UNG","Baie_Ungavatuaq",1994,8,16,"Tasiujaq","HL056",5,0.039422,0.435322,0.365024,0.019833,0.140398,"HBSC"
"S_20_01878","TA94_08","UNG","Baie_Ungavatuaq",1994,8,16,"Tasiujaq","HL003",5,0.022734,0.635285,0.28364,0.058331,1e-05,"HBSC"
"S_20_01882","WA94_20","SHS","Kangirsuapik",1994,10,17,"Kangiqsujuaq","HL003",5,0.014747,0.591443,0.285163,0.039071,0.069577,"HBSC"
"S_20_01883","WA94_10","SHS","Kangirsuapik",1994,10,17,"Kangiqsujuaq","HL003",5,0.034614,0.661677,0.24859,0.049162,0.005956,"HBSC"
"S_20_01896","DL99_085","UNG","Aupaluk",1999,7,21,"Aupaluk","HL003",5,0.065768,0.519722,0.267511,0.029839,0.11716,"HBSC"
"S_20_01899","DL99_001","SHS","Wales_Island",1999,7,5,"Kangiqsujuaq","HL004",5,0.020058,0.510944,0.312448,0.073135,0.083414,"HBSC"
"S_20_01900","DL99_002","SHS","Tupirvikallak",1999,6,18,"Kangiqsujuaq","HL001",5,0.081515,0.456317,0.310893,0.068711,0.082564,"HBSC"
"S_20_01904","DL99_083","UNG","Aupaluk",1999,7,2,"Aupaluk","HL008",5,0.054206,0.582309,0.192628,0.04294,0.127917,"HBSC"
"S_20_01906","DL99_077","UNG","Aupaluk",1999,7,15,"Aupaluk","HL003",5,0.043552,0.608616,0.213821,0.044083,0.089929,"HBSC"
"S_20_01920","DL98_374","SHS","Ivujivik",1999,6,25,"Ivujivik","HL003",5,0.043964,0.531847,0.223257,0.030798,0.170133,"HBSC"
"S_20_01933","DL99_088","UNG","Aupaluk",1999,7,2,"Aupaluk","HL003",5,0.026384,0.660401,0.211609,0.017174,0.084433,"HBSC"
"S_20_01935","DL99_06","SHS","Baie_Kangiararjuk",1999,7,6,"Kangiqsujuaq","HL011",5,0.027016,0.57335,0.299847,0.021099,0.078688,"HBSC"
"S_20_01938","DL99_118","UNG","Tasiujaq",1999,7,15,"Tasiujaq","HL003",5,0.044196,0.585373,0.261003,0.07455,0.034878,"HBSC"
"S_20_01939","DL99_110","UNG","Tasiujaq",1999,7,28,"Tasiujaq","HL014",5,0.031493,0.554454,0.247092,0.070148,0.096813,"HBSC"
"S_20_01942","DL99_107","UNG","Tasiujaq",1999,7,27,"Tasiujaq","HL001",5,0.034593,0.621079,0.264944,0.013781,0.065602,"HBSC"
"S_20_01944","DL99_031","SHS","Quaqtaq",2001,10,19,"Quaqtaq","HL020",5,1e-05,0.009,1e-05,1e-05,0.99097,"LGR"
"S_20_01947","DL99_038","SHS","Quaqtaq",2001,10,22,"Quaqtaq","HL001",5,0.043261,0.583703,0.196587,0.04623,0.130219,"HBSC"
"S_20_01948","DL00154","SEH","Kuujjuarapik",2001,6,13,"Kuujjuaraapik","HL007",5,0.000329,0.071724,1e-05,1e-05,0.927927,"LGR"
"S_20_01949","DL99_025","SHS","Quaqtaq",2001,10,22,"Quaqtaq","HL003",5,0.149812,0.472457,0.342083,1e-05,0.035638,"HBSC"
"S_20_01985","DL10_225","UNG","Tasiujaq",2010,7,12,"Tasiujaq","HL003",5,0.07317,0.566659,0.269024,0.065806,0.025341,"HBSC"
"S_20_01986","DL10_226","UNG","Tasiujaq",2010,8,12,"Tasiujaq","HL003",5,0.045208,0.511832,0.31799,0.004681,0.120288,"HBSC"
"S_20_01991","DL10_254","UNG","Kangiqsualujjuaq",2010,8,16,"Kangiqsualujjuaq","HL003",5,0.087874,0.533508,0.347701,1e-05,0.030907,"HBSC"
"S_20_02067","DL17_184","NEH","Akulivik",2017,10,25,"Akulivik","HL002",5,0.039381,1e-05,0.052163,0.033855,0.874591,"LGR"
"S_20_02068","DL17_188","NEH","Akulivik",2017,10,25,"Akulivik","HL049",5,0.03832,0.133546,1e-05,0.011593,0.816531,"LGR"
"S_20_02069","DL17_191","NEH","Akulivik",2017,NA,NA,"Akulivik",NA,5,0.06476,0.03645,0.124143,0.011001,0.763646,"LGR"
"S_20_02070","DL17_197","NEH","Akulivik",2017,10,24,"Akulivik","HL003",5,0.013317,0.562843,0.277628,0.064951,0.081261,"HBSC"
"S_20_02083","DL17_242","SEH","Island_Anderson",2017,6,22,"Umiujaq","HL010",5,0.130439,0.499747,0.20074,0.099872,0.069201,"HBSC"
"S_20_02100","DL18_186","NEH","Akulivik",2018,10,29,"Akulivik","HL003",5,0.017525,0.595106,0.216101,0.058709,0.112559,"HBSC"
"S_20_02102","DL18_192","NEH","Akulivik",2018,10,20,"Akulivik","HL008",5,0.057584,0.648673,0.215418,0.032238,0.046087,"HBSC"
"S_20_02103","DL18_214","NEH","Pointe_Qikirtaujaq",2018,10,16,"Puvirnituq","HL020",5,0.015,0.640328,0.184202,0.054334,0.106136,"HBSC"
"S_20_02104","DL18_268","SEH","Kuujjuarapik",2018,7,7,"Kuujjuaraapik","HL009",5,0.026014,0.583711,0.254636,0.063554,0.072085,"HBSC"
"S_20_02109","DL18_284","UNG","Tasiujaq",2018,7,14,"Kuujjuaq","HL001",5,0.025683,0.572845,0.228304,0.122288,0.05088,"HBSC"
"S_20_02110","DL18_289","UNG","Island_Qulluvik",2018,7,1,"Kuujjuaq","HL068",5,0.104318,0.540549,0.20771,0.075788,0.071635,"HBSC"
"S_20_02115","DL18_305","UNG","Islands_Pakkiviit",2018,7,22,"Kuujjuaq","HL003",5,0.122032,0.542676,0.313413,0.021869,1e-05,"HBSC"
"S_20_02173","DL_4031","SEH","Umiujaq",2002,6,18,"DFO_MPO","HL010",5,0.075781,0.600809,0.136118,0.088189,0.099104,"HBSC"
"S_20_02174","DL_4032","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,20,"DFO_MPO","HL071",5,0.031448,0.073721,0.002817,0.058503,0.833511,"LGR"
"S_20_02177","DL_4037","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,28,"DFO_MPO","HL041",5,1e-05,1e-05,0.041471,1e-05,0.958499,"LGR"
"S_20_02178","DL_4038","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"DFO_MPO","HL071",5,0.045253,0.058464,0.104931,0.00926,0.782093,"LGR"
"S_20_02179","DL_4039","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"DFO_MPO","HL035",5,0.012806,0.10283,0.055174,0.043922,0.785269,"LGR"
"S_20_02180","DL_4040","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,19,"DFO_MPO","HL001",5,1e-05,1e-05,1e-05,1e-05,0.99996,"LGR"
"S_20_02182","DL_4058","UNG","Pointe_Tikiraq",2002,6,28,"Aupaluk","HL001",5,0.053932,0.566693,0.185974,0.070054,0.123347,"HBSC"
"S_20_02239","DL13_029","SHS","Island_Naujaaraarjuq",2015,6,26,"Kuujjuaq","HL003",5,0.034478,0.593652,0.278521,0.030538,0.062812,"HBSC"
"S_20_02240","DL13_030","SHS","Island_Naujaaraarjuq",2015,6,27,"Kuujjuaq","HL003",5,0.092104,0.597536,0.191674,0.039499,0.079186,"HBSC"
"S_20_02242","DL13_035","SHS","Island_Naujaaraarjuq",2015,6,27,"Kuujjuaq","HL003",5,0.031098,0.618565,0.21989,0.038546,0.0919,"HBSC"
"S_20_02249","DL14_42","SEH","Pointe_Pilavvik",2015,6,12,"Kuujjuaraapik","HL008",5,0.015416,0.025054,1e-05,0.900388,0.059133,"JAM"
"S_20_02252","DL15_037","SHS","Pointe_Arvavik",2015,6,23,"Kuujjuaq","HL043",5,0.072047,0.593524,0.178117,0.040107,0.116205,"HBSC"
"S_20_02254","DL15_042","SHS","Island_Naujaaraarjuq",2015,6,23,"Tasiujaq","HL083",5,0.009802,0.563742,0.251545,0.066857,0.108053,"HBSC"
"S_20_02255","DL15_044","UNG","Cap_Qalirusiq",2015,7,11,"Tasiujaq","HL001",5,0.012874,0.714693,0.215574,0.056849,1e-05,"HBSC"
"S_20_02256","DL15_045","UNG","Tasiujaq",2015,7,27,"Tasiujaq","HL025",5,0.041257,0.575715,0.22821,0.034212,0.120606,"HBSC"
"S_20_02257","DL15_050","UNG","Cap_Qalirusiq",2015,7,11,"Tasiujaq","HL001",5,0.115713,0.552518,0.281468,0.050291,1e-05,"HBSC"
"S_20_02258","DL15_060","UNG","Baie_Ungavatuaq",2015,7,4,"Tasiujaq","HL003",5,0.063049,0.606362,0.166267,0.071662,0.09266,"HBSC"
"S_20_02261","DL15_088","UNG","Pointe_Tikiraq",2015,6,26,"Kangirsuk","HL083",5,1e-05,0.572256,0.182562,0.1,0.145172,"HBSC"
"S_20_02262","DL15_089","UNG","Pointe_Umiannguaq",2015,7,3,"Kangirsuk","HL014",5,0.021515,0.564056,0.304123,1e-05,0.110297,"HBSC"
"S_20_02285","DL_5042","SHS","Pointe_Naujaat",2004,6,15,"Quaqtaq","HL003",5,0.049586,0.613999,0.176608,0.07144,0.088368,"HBSC"
"S_20_02299","DL_6101","JAM","Long_Island",2004,10,12,"Kuujjuaraapik","HL008",5,0.026772,0.057806,0.032657,0.852141,0.030625,"JAM"
"S_20_02350","DL13_020","UNG","Baie_Ungavatuaq",2018,7,20,"Kangiqsualujjuaq","HL053",5,0.032523,0.617719,0.287506,0.006391,0.055861,"HBSC"
"S_20_02352","DL15_072","UNG","Aupaluk",2018,7,17,"Aupaluk","HL003",5,0.029081,0.611481,0.271886,0.024386,0.063167,"HBSC"
"S_20_02353","DL15_193","NEH","Akulivik",2018,10,17,"Akulivik","HL112",5,0.013619,0.106743,0.046463,0.028553,0.804622,"LGR"
"S_20_02354","DL15_291","UNG","Kangirsuk",2018,6,28,"Kangirsuk","HL001",5,0.049203,0.616449,0.241972,0.062158,0.030218,"HBSC"
"S_20_02355","DL16_035","UNG","Island_Qulluvik",2018,7,9,"Kuujjuaq","HL001",5,0.032957,0.613491,0.251855,0.041332,0.060365,"HBSC"
"S_20_02362","DL16_182","NEH","Akulivik",2018,10,20,"Akulivik","HL010",5,0.030759,0.587966,0.24812,0.029262,0.103894,"HBSC"
"S_20_02364","DL17_060","UNG","Tasiujaq",2018,7,11,"Tasiujaq","HL001",5,0.056506,0.619464,0.170109,0.095477,0.058445,"HBSC"
"S_20_02365","DL17_071","UNG","Aupaluk",2018,7,7,"Aupaluk","HL003",5,0.084737,0.595003,0.213748,1e-05,0.106503,"HBSC"
"S_20_02373","DL17_193","NEH","Akulivik",2018,10,20,"Akulivik","HL003",5,0.046616,0.555306,0.28176,0.003186,0.113132,"HBSC"
"S_20_02374","DL17_194","NEH","Akulivik",2018,10,20,"Akulivik","HL001",5,0.033782,0.542047,0.269063,0.03022,0.124889,"HBSC"
"S_20_02375","DL17_232","SEH","Inukjuak",2018,6,23,"Inukjuak","HL016",5,0.019421,0.541098,0.182782,0.12074,0.135959,"HBSC"
"S_20_02380","DL18_041","UNG","Tasiujaq",2018,7,10,"Tasiujaq","HL001",5,0.037168,0.524476,0.290926,0.070504,0.076925,"HBSC"
"S_20_02383","DL18_050","UNG","Tasiujaq",2018,7,10,"Tasiujaq","HL001",5,0.055648,0.586041,0.275253,0.061335,0.021723,"HBSC"
"S_20_02385","DL18_052","UNG","Cap_Qalirusiq",2018,7,14,"Tasiujaq","HL001",5,0.065253,0.611248,0.203116,0.063514,0.056868,"HBSC"
"S_20_02386","DL18_054","UNG","Tasiujaq",2018,7,7,"Tasiujaq","HL017",5,0.034091,0.561762,0.22467,0.066208,0.11327,"HBSC"
"S_20_02387","DL18_055","UNG","Cap_Qalirusiq",2018,7,9,"Tasiujaq","HL017",5,0.023468,0.608926,0.298587,0.032671,0.036348,"HBSC"
"S_20_02388","DL18_057","UNG","Tasiujaq",2018,7,11,"Tasiujaq","HL001",5,0.058162,0.587816,0.21985,0.085787,0.048385,"HBSC"
"S_20_02389","DL18_058","UNG","Cap_Qalirusiq",2018,7,10,"Tasiujaq","HL001",5,0.112883,0.506356,0.253423,0.087215,0.040124,"HBSC"
"S_20_02390","DL18_060","UNG","Cap_Qalirusiq",2018,7,13,"Kuujjuaq","HL003",5,0.01528,0.638047,0.281165,0.065498,1e-05,"HBSC"
"S_20_02391","DL18_069","UNG","Aupaluk",2018,7,7,"Aupaluk","HL001",5,0.058404,0.595985,0.186963,0.08752,0.071127,"HBSC"
"S_20_02392","DL18_071","UNG","Island_Qulluvik",2018,7,6,"Aupaluk","HL001",5,0.005447,0.642998,0.188192,0.101755,0.061607,"HBSC"
"S_20_02393","DL18_073","UNG","Island_Qulluvik",2018,7,6,"Kuujjuaq","HL060",5,0.046815,0.5594,0.272699,0.048109,0.072978,"HBSC"
"S_20_02394","DL18_074","UNG","Island_Qulluvik",2018,7,2,"Aupaluk","HL008",5,0.054592,0.569196,0.236385,0.070121,0.069706,"HBSC"
"S_20_02537","unidentified_kangirsuk_2004_1of4","SHS","Camp_Imilimmiut",2004,7,7,"Kangirsuk",NA,5,0.027597,0.676533,0.153223,0.075358,0.067289,"HBSC"
"S_20_02539","unidentified_kangirsuk_2004_3of4","SHS","Camp_Imilimmiut",2004,7,7,"Kangirsuk","HL003",5,0.04099,0.573215,0.214352,0.075454,0.09599,"HBSC"
"S_20_02540","unidentified_kangirsuk_2004_4of4","SHS","Camp_Imilimmiut",2004,7,7,"Kangirsuk","HL001",5,0.054463,0.536329,0.259966,0.098939,0.050303,"HBSC"
"S_20_02582","DL15_077","UNG","Aupaluk",2017,7,23,"Aupaluk","HL003",5,0.044441,0.575281,0.194406,0.061653,0.12422,"HBSC"
"S_20_02591","DL16_056","UNG","Tasiujaq",2017,8,5,"Tasiujaq","HL003",5,0.048485,0.541373,0.283846,0.060237,0.06606,"HBSC"
"S_20_02608","DL17_040","UNG","Kuujjuaq",2017,7,2,"Kuujjuaq","HL011",5,0.012541,0.625784,0.308201,0.032418,0.021056,"HBSC"
"S_20_02609","DL17_042","UNG","Tasiujaq",2017,7,4,"Tasiujaq","HL003",5,0.021589,0.611162,0.246332,0.041068,0.079849,"HBSC"
"S_20_02610","DL17_043","UNG","Tasiujaq",2017,9,8,"Tasiujaq","HL003",5,0.037705,0.624306,0.214052,0.040186,0.083752,"HBSC"
"S_20_02611","DL17_053","UNG","Tasiujaq",2017,6,29,"Tasiujaq","HL073",5,0.05949,0.542484,0.282253,0.039689,0.076084,"HBSC"
"S_20_02612","DL17_055","UNG","Tasiujaq",2017,7,12,"Tasiujaq","HL003",5,0.071721,0.584164,0.179748,0.035169,0.129197,"HBSC"
"S_20_02633","DL16_044","UNG","Baie_Ungavatuaq",2016,7,20,"Tasiujaq","HL003",5,0.075772,0.65896,0.217919,0.02313,0.024218,"HBSC"
"S_20_02634","DL16_045","UNG","Tasiujaq",2016,7,12,"Tasiujaq","HL003",5,0.051967,0.560745,0.250184,0.048049,0.089054,"HBSC"
"S_20_02635","DL16_046","UNG","Baie_Ungavatuaq",2016,7,27,"Tasiujaq","HL004",5,0.028029,0.504954,0.345907,0.050127,0.070983,"HBSC"
"S_20_02636","DL16_047","UNG","Tasiujaq",2016,7,12,"Tasiujaq","HL011",5,0.032443,0.616243,0.239898,0.064871,0.046545,"HBSC"
"S_20_02659","DL15_248","SEH","Lac_Tasiujaq",2015,NA,NA,"Umiujaq","HL010",5,0.057416,0.554995,0.280162,0.063228,0.0442,"HBSC"
"S_20_02664","DL_9030","SEH","Umiujaq",2007,7,16,"Umiujaq","HL001",5,0.046265,0.578803,0.291785,0.025107,0.05804,"HBSC"
"S_20_02714","DL_9260","UNG","Kangiqsualujjuaq",2007,7,23,"Kangiqsualujjuaq","HL004",5,0.078094,0.488646,0.260348,0.089755,0.083157,"HBSC"
"S_20_02715","DL_9257","UNG","Kangiqsualujjuaq",2007,7,22,"Kangiqsualujjuaq","HL015",5,0.053956,0.569286,0.224047,0.017126,0.135586,"HBSC"
"S_20_02726","DL_9211","UNG","Baie_Ungavatuaq",2007,7,17,"Tasiujaq","HL025",5,0.039914,0.595037,0.239069,0.024564,0.101416,"HBSC"
"S_20_02727","DL_9170","UNG","Pointe_Tikiraq",2007,6,22,"Kangirsuk","HL003",5,0.045086,0.603929,0.24131,0.039901,0.069774,"HBSC"
"S_20_02728","DL_9162","UNG","Pointe_Tikiraq",2007,6,22,"Kangirsuk","HL020",5,0.062561,0.485991,0.309129,0.047568,0.094751,"HBSC"
"S_20_02767","DL09_14","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2009,7,22,"Kuujjuaraapik","HL001",5,1e-05,1e-05,1e-05,1e-05,0.99996,"LGR"
"S_20_02808","DL09_124","NEH","Akulivik",2009,5,10,"Akulivik","HL001",5,0.023525,0.516129,0.232564,0.114188,0.113594,"HBSC"
"S_20_02809","DL09_128","NEH","Akulivik",2009,5,10,"Akulivik","HL001",5,0.063828,0.503553,0.230785,0.047259,0.154574,"HBSC"
"S_20_02848","DL_9272","SEH","Inukjuak",2007,8,11,"Inukjuak","HL016",5,0.037908,0.604048,0.137184,0.104833,0.116027,"HBSC"
