SampleID,ind,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Region,Harvest Region,Season
S_20_00661,335.CBS.2002.BELUGA.ADN_20_04835.S_20_00661.dl.n_s.bam,-0.00986854,-0.0279593,-0.16687,-0.0755085,0.0030557,-0.00636482,-0.0450429,0.019643,0.00165983,-0.0156184,0.00578202,0.0153278,0.000618728,0.00412023,-0.0161397,-0.000782736,0.012831,0.0240793,0.0243653,0.031489,Cumberland Sound,CSB,Summer
S_20_00662,309.CBS.2002.BELUGA.ADN_20_01145.S_20_00662.dl.n_s.bam,-0.00883441,-0.0266633,-0.130127,-0.0657592,-0.00450427,-0.000841425,-0.0525734,0.00249965,-0.00706438,0.000830823,0.00185805,-0.00094676,0.00417384,-0.00333725,0.0113998,0.00863883,-0.0165473,0.00160403,0.0131031,-0.0100122,Cumberland Sound,CSB,Summer
S_20_00663,327.CBS.2002.BELUGA.ADN_20_02299.S_20_00663.dl.n_s.bam,-0.00893182,-0.0263483,-0.142853,-0.0729526,0.0106291,0.0122665,-0.0461986,-0.0192238,-0.00851978,0.0262448,0.0051137,-0.000767637,-0.0171625,-0.00664475,-0.0127819,0.004203,0.0113131,0.0184496,0.00327155,0.0212293,Cumberland Sound,CSB,Summer
S_20_00664,328.CBS.2005.BELUGA.ADN_20_02296.S_20_00664.dl.n_s.bam,-0.00431091,-0.0194895,0.0232825,-0.00161134,-0.0262123,0.0539602,-0.0144034,-0.0359013,0.0335293,0.0701013,-0.0137858,-0.0176582,-0.0144093,0.00182646,-0.0119454,-0.0146718,0.0169786,0.0095798,-0.015309,0.0122308,Cumberland Sound,CSB,Summer
S_20_00691,339.CBS.2002.BELUGA.ADN_20_01139.S_20_00691.dl.n_s.bam,-0.00970678,-0.0300316,-0.157006,-0.0698583,-0.00440862,-0.0287286,-0.0567071,6.87E-05,-0.0288064,-0.0223767,-0.00196802,0.010315,0.0345278,-0.0139931,-0.00194228,-0.019673,0.0275098,-0.0232582,0.036055,-0.0227269,Cumberland Sound,CSB,Summer
S_20_00693,316.CBS.2005.BELUGA.ADN_20_02375.S_20_00693.dl.n_s.bam,-0.0139712,-0.0223556,0.00709366,0.0065155,-0.0270706,0.0265408,-0.0102332,0.0333892,0.0369463,-0.000732311,0.00730033,-0.017672,-0.00999237,-0.00958455,0.0400918,-0.003914,0.00424249,-0.00594909,0.00373728,-0.0241913,Cumberland Sound,CSB,Summer
S_20_00694,326.CBS.2002.BELUGA.ADN_20_02300.S_20_00694.dl.n_s.bam,-0.0140035,-0.0297133,-0.177981,-0.0845376,-0.00490049,-0.0275164,-0.0642586,0.0244956,-0.0231663,-0.0415077,0.0106746,0.0292893,0.0243756,-0.023378,0.000594647,-0.0130813,0.0308424,0.00254571,0.0161405,-0.0308066,Cumberland Sound,CSB,Summer
S_20_00703,319.CBS.2006.BELUGA.ADN_20_02380.S_20_00703.dl.n_s.bam,-0.0118138,-0.0294103,-0.153469,-0.0692702,0.00520278,-0.0171323,-0.0410303,0.0245243,0.00389775,-0.0316649,0.00384616,-0.00788932,0.0314458,0.0155045,0.0275216,-0.00877315,0.000702905,-0.0211185,0.00534509,-0.0494277,Cumberland Sound,CSB,Summer
S_20_00776,333.CBS.2002.BELUGA.ADN_20_02420.S_20_00776.dl.n_s.bam,-0.0112249,-0.0270197,-0.159586,-0.0719829,0.00747656,-0.0283694,-0.0538361,0.030957,-0.0179458,-0.0582208,0.0053273,0.0281513,0.019277,-0.00101226,-0.00485638,-0.017773,0.0435229,-0.0174785,0.00434513,-0.000887429,Cumberland Sound,CSB,Summer
S_20_00778,338.CBS.2002.BELUGA.ADN_20_02298.S_20_00778.dl.n_s.bam,-0.0115561,-0.0259475,-0.126335,-0.0500086,-0.0047454,0.00748457,-0.0288648,-0.0102959,-0.00726343,0.0172652,-0.00901485,0.000837582,-0.00777432,0.00903042,-0.00445574,-0.00217879,-0.0168313,-0.00299557,-0.00814802,-0.00409748,Cumberland Sound,CSB,Summer
S_20_00781,324.CBS.2007.BELUGA.ADN_20_02283.S_20_00781.dl.n_s.bam,-0.00475699,-0.0270562,-0.135126,-0.073502,0.00276828,0.00237494,-0.0579166,-0.0193937,0.00191373,0.0432429,-0.0102357,-0.0145129,-0.00936259,0.00107985,-0.0225534,0.0112603,-0.00397523,-0.0227207,-0.0150823,0.00360207,Cumberland Sound,CSB,Summer
S_20_00784,341.CBS.2007.BELUGA.ADN_20_02285.S_20_00784.dl.n_s.bam,-0.0136687,-0.0271347,-0.139292,-0.04854,0.0108383,-0.0219689,-0.0287552,0.0151345,-0.00587877,-0.0376631,0.00636667,0.0232012,0.0112192,-0.00731573,0.00369671,0.00706368,0.0105084,0.0114249,0.012218,0.0103472,Cumberland Sound,CSB,Summer
S_20_00785,322.CBS.2006.BELUGA.ADN_20_02286.S_20_00785.dl.n_s.bam,-0.00983561,-0.0294653,-0.152047,-0.076516,-0.000772099,8.15E-05,-0.0828053,-0.0269651,-0.0122918,0.0496305,-0.00329818,-0.00802634,-0.0114535,0.0127822,-0.0176154,-0.0173146,-0.0488752,0.0191757,0.0111343,-0.0294986,Cumberland Sound,CSB,Summer
S_20_01255,340.CBS.2009.BELUGA.ADN_20_04646.S_20_01255.dl.n_s.bam,-0.0114109,-0.0259978,0.027426,-0.00316704,-0.0239048,0.0309397,0.00599667,0.0495145,0.0366938,-0.0277726,0.0146933,0.00515121,0.00560049,-0.0046423,-0.0260999,-0.0536359,0.0464296,0.00841074,-0.0228186,0.039161,Cumberland Sound,CSB,Summer
S_20_01270,336.CBS.1997.BELUGA.ADN_20_04666.S_20_01270.dl.n_s.bam,-0.0136327,-0.0297375,-0.141836,-0.0638796,-0.00546722,-0.0120079,-0.0429947,-0.00241813,-0.0059633,-0.0169746,0.015024,-0.00740179,-0.0167599,-0.0091862,-0.0168495,0.0106486,0.0085084,0.0147049,0.0161438,0.0121449,Cumberland Sound,CSB,Summer
S_20_01273,305.CBS.1997.BELUGA.ADN_20_05020.S_20_01273.dl.n_s.bam,-0.0101897,-0.0290723,-0.142614,-0.0600146,0.00595022,-0.0142312,-0.0533489,-0.00933396,-0.00398333,-0.00362151,8.55E-05,-0.0134762,-0.0103421,0.0165608,-0.0098191,-0.00492488,0.0132383,-0.00321149,-0.0174586,-0.00749272,Cumberland Sound,CSB,Summer
S_20_01327,303.CBS.1997.BELUGA.ADN_20_04678.S_20_01327.dl.n_s.bam,-0.0147169,-0.0299239,-0.172093,-0.0769352,-0.00709222,-0.0267516,-0.0605422,0.0387211,-0.0173722,-0.0746403,0.018789,0.0366097,0.0143924,-0.017455,0.0069328,0.00384574,-0.00538989,-0.0140146,-0.00262117,0.0363495,Cumberland Sound,CSB,Summer
S_20_01329,306.CBS.2001.BELUGA.ADN_20_04816.S_20_01329.dl.n_s.bam,-0.00927982,-0.0279049,-0.129127,-0.0610793,0.00570824,-0.000866545,-0.0526708,-0.00961525,0.00039701,0.00736472,-0.00122495,-1.50E-05,-0.00155726,0.00461598,-0.00508489,0.00259063,0.00564451,0.00599102,0.00245519,0.0247579,Cumberland Sound,CSB,Summer
S_20_01335,297.CBS.2000.BELUGA.ADN_20_04814.S_20_01335.dl.n_s.bam,-0.0163917,-0.0244435,-0.158576,-0.0651883,-0.00196823,-0.0270202,-0.0319046,0.0523038,-0.0212563,-0.0672123,0.00513084,0.0389476,0.0285464,-0.0115886,0.0429039,-0.0208499,-0.0135436,-0.0291238,0.0332786,-0.0262419,Cumberland Sound,CSB,Summer
S_20_01409,304.CBS.1997.BELUGA.ADN_20_04853.S_20_01409.dl.n_s.bam,-0.0123358,-0.0284458,-0.153269,-0.0705842,0.00143307,-0.00416945,-0.0528602,-0.00743362,0.000227869,0.0118606,-0.0196743,-0.0041107,-0.0174237,0.00837844,0.0127293,-0.0201671,-0.00850123,0.00358929,-0.0131724,-0.022504,Cumberland Sound,CSB,Summer
S_20_01418,332.CBS.2002.BELUGA.ADN_20_02301.S_20_01418.dl.n_s.bam,-0.0111992,-0.0240094,-0.134624,-0.0565635,-0.00187843,-0.0058676,-0.0446124,0.00786775,-0.0168577,-0.000493995,-0.000156612,0.00275955,-0.0118448,-0.0140559,-0.00762572,-0.00192286,0.00961775,-0.0154982,0.0176368,0.0102079,Cumberland Sound,CSB,Summer
S_20_01430,330.CBS.1997.BELUGA.ADN_20_04935.S_20_01430.dl.n_s.bam,-0.0122052,-0.0273952,-0.142244,-0.0674255,0.00805112,-0.0142104,-0.0682098,0.0150833,0.0074068,-0.00652214,0.0185871,0.0134564,0.00620181,0.00703401,0.00563558,-0.00710381,0.00484121,0.0281313,-0.00974875,0.00936406,Cumberland Sound,CSB,Summer
S_20_01432,331.CBS.1997.BELUGA.ADN_20_04937.S_20_01432.dl.n_s.bam,-0.0102566,-0.0307991,-0.178919,-0.0902102,0.00548259,-0.00977132,-0.0723101,-0.00644576,-0.0165744,0.0320918,0.00876257,-0.00946269,-0.0173526,0.0205836,-0.0203793,-0.02069,-0.0709919,0.0176746,0.0140046,-0.0293077,Cumberland Sound,CSB,Summer
S_20_01539,301.CBS.1984.BELUGA.ADN_20_05960.S_20_01539.dl.n_s.bam,-0.00987898,-0.0267043,-0.136189,-0.0557326,0.0059788,-0.00867703,-0.0401478,-0.0115419,-0.00212375,-0.0200653,0.002719,0.00407184,0.000634513,-0.0138534,-0.0138195,-0.00709173,-0.000237766,0.0144479,0.0242336,-0.00716148,Cumberland Sound,CSB,Summer
S_20_01546,329.CBS.2010.BELUGA.ADN_20_05937.S_20_01546.dl.n_s.bam,-0.00973367,-0.0282222,-0.146449,-0.070659,-0.00107778,0.00264939,-0.0713838,-0.00595726,0.000461968,0.0206783,-0.0122277,-0.00424574,-0.0105569,0.0188489,-0.00333483,-0.0225467,-0.0163206,0.00748313,-0.008675,-0.0186969,Cumberland Sound,CSB,Summer
S_20_01556,298.CBS.1982.BELUGA.ADN_20_05930.S_20_01556.dl.n_s.bam,-0.0088656,-0.0295384,-0.165903,-0.0754297,0.0175337,-0.031352,-0.0150601,0.0295852,-0.00536711,-0.0418302,0.0354601,0.0194434,0.0196974,0.0213251,-0.0051375,-0.0199677,0.00630133,1.32E-05,-0.0268266,-0.00813433,Cumberland Sound,CSB,Summer
S_20_01580,302.CBS.2016.BELUGA.ADN_20_05906.S_20_01580.dl.n_s.bam,-0.00840708,-0.0238832,0.0110193,0.00171921,-0.0235515,0.0271216,-0.00618155,0.0140805,0.0313041,0.00735821,0.0105871,-0.0209016,-0.00420144,-0.00912274,0.0150529,0.00415719,-0.00917155,0.0189299,-0.00527468,0.0126625,Cumberland Sound,CSB,Summer
S_20_01597,299.CBS.1984.BELUGA.ADN_20_05878.S_20_01597.dl.n_s.bam,-0.0140698,-0.0256234,0.0320305,-0.00595746,-0.0318896,0.0151803,0.00128562,0.0270309,0.0200123,0.00387008,0.0371312,0.0758211,0.00575157,-0.0139918,-0.0121754,-0.0227797,0.00222533,-0.00302998,-8.49E-05,0.0204246,Cumberland Sound,CSB,Summer
S_20_03496,300.CBS.1994.BELUGA.ADN_20_05968.S_20_03496.dl.n_s.bam,-0.00245269,-0.0280378,-0.154801,-0.0710273,0.00650328,-0.0119008,-0.0797962,-0.020815,-0.00257485,0.0484753,-0.00642283,-0.0113988,-0.0158999,0.00580727,-0.0235947,-0.00711204,-0.0139687,-0.019999,-0.0211247,-0.00233655,Cumberland Sound,CSB,Summer
S_20_03509,325.CBS.2007.BELUGA.ADN_20_02294.S_20_03509.dl.n_s.bam,-0.00602056,-0.0317683,-0.140511,-0.0676078,-0.00104799,-0.00407303,-0.0512613,-0.00259078,-0.00164009,-0.00080701,0.000849923,-0.000731958,-0.00614919,0.00449349,-0.0129759,0.00613618,0.00815631,-0.00815617,-0.00452225,0.00780688,Cumberland Sound,CSB,Summer
S_20_03510,323.CBS.2007.BELUGA.ADN_20_02295.S_20_03510.dl.n_s.bam,-0.0118628,-0.0284889,-0.133055,-0.0602485,0.00246301,0.00908279,-0.0569819,-0.000260158,-0.00947902,0.015161,-0.000595895,-0.00396784,0.00419908,-0.0194169,-0.0187724,9.93E-05,0.0173206,-0.0118588,-0.00507581,-0.0109834,Cumberland Sound,CSB,Summer
S_20_03511,313.CBS.2002.BELUGA.ADN_20_02297.S_20_03511.dl.n_s.bam,-0.0132563,-0.0278091,-0.139949,-0.0653961,0.00581655,-0.00596172,-0.0356152,0.0137497,-0.00736795,-0.0133628,0.0109817,0.0138861,0.00526888,-0.0104966,-0.0223278,0.0123964,0.0205287,0.00486567,0.000712239,-0.0186745,Cumberland Sound,CSB,Summer
S_20_03522,342.CBS.2002.BELUGA.ADN_20_01137.S_20_03522.dl.n_s.bam,-0.00891375,-0.0273161,-0.15151,-0.0713302,0.00451403,-0.00636308,-0.0736403,-0.017675,0.000283901,0.045637,0.00296821,0.00273407,-0.0137018,-0.00393836,-0.015548,-0.013141,-0.0088367,0.0136184,0.000712392,-0.00197606,Cumberland Sound,CSB,Summer
S_20_00782,314.CBS.2005.BELUGA.ADN_20_00969.S_20_00782.dl.n_s.bam,-0.00537924,-0.0238675,0.00630762,0.00201743,-0.0249443,0.0373212,0.00190705,-0.00122438,0.0525255,0.0386201,-0.014429,-0.0242992,-0.0253386,0.000524756,0.0235571,0.0512142,-0.0145412,0.00645182,-0.00210785,0.00304918,Cumberland Sound,CSB,Unknown
S_20_01331,296.FRB.2002.BELUGA.ADN_20_04810.S_20_01331.dl.n_s.bam,-0.00865639,-0.0237379,0.025798,-0.00553969,-0.0328451,0.0435313,-0.00919353,0.0227124,0.0485635,0.00608026,0.000453128,-0.0193109,-0.0209512,-0.0145634,-0.033045,-0.0430989,-0.0357415,-0.0275051,0.00639265,-0.0246868,Frobisher Bay,FRB,Summer
S_20_01400,290.FRB.1997.BELUGA.ADN_20_04855.S_20_01400.dl.n_s.bam,-0.00980123,-0.0213692,-0.00470972,0.0107225,-0.0242444,0.0400919,0.0128033,0.00603135,0.0571502,0.00649694,-0.0268036,-0.060431,-0.0322797,0.00764031,0.113638,0.162584,-0.0736345,-0.0110759,0.0595341,-0.00772796,Frobisher Bay,FRB,Summer
S_20_01434,294.FRB.1996.BELUGA.ADN_20_04926.S_20_01434.dl.n_s.bam,-0.00534282,-0.0217135,-0.0001034,-0.00173721,-0.0225745,0.0447106,-0.00989801,-0.0221695,0.0437119,0.0477859,-0.0305768,-0.0462339,-0.0223446,0.00918636,0.0523989,0.0993684,-0.0470984,0.0121242,0.0217974,-0.00264547,Frobisher Bay,FRB,Summer
S_20_01437,295.FRB.1996.BELUGA.ADN_20_04929.S_20_01437.dl.n_s.bam,-0.00869989,-0.0246728,0.0180392,0.00640001,-0.0287641,0.0276459,0.000389368,0.00978521,0.0440962,-0.00429177,-0.00312136,-0.0488568,-0.00223588,0.00754231,-0.0106501,0.00277982,0.0218807,-0.0136044,-0.0240866,0.0132036,Frobisher Bay,FRB,Summer
S_20_01438,293.FRB.1996.BELUGA.ADN_20_04930.S_20_01438.dl.n_s.bam,-0.0137586,-0.0262005,0.0145761,0.00324579,-0.0283395,0.0307963,-0.00246138,0.0296568,0.0348987,-0.0418413,-0.0052535,-0.0116962,-0.00206329,-0.000261091,0.0153651,0.0274935,-0.0194974,0.00227161,-0.0335695,0.0143604,Frobisher Bay,FRB,Summer
S_20_01444,289.FRB.1996.BELUGA.ADN_20_04918.S_20_01444.dl.n_s.bam,-0.00961873,-0.0253106,0.0353196,0.0186666,-0.0415271,0.0602971,0.00361816,0.0606902,0.103185,-0.0219912,-0.00702158,-0.0330579,-0.015932,-0.0836107,-0.177958,-0.137797,-0.255901,-0.194254,0.103645,-0.182475,Frobisher Bay,FRB,Summer
S_20_01454,291.FRB.1993.BELUGA.ADN_20_04901.S_20_01454.dl.n_s.bam,-0.00905871,-0.0259979,-0.0524116,-0.0313343,-0.023838,0.0148093,-0.0183709,0.0147438,0.0164993,0.00270634,-0.00252337,0.000784441,-0.0052589,0.00494792,-0.0232162,-0.0233248,-0.0342515,-0.0138862,-0.0186764,-0.0100356,Frobisher Bay,FRB,Summer
S_20_01462,292.FRB.1994.BELUGA.ADN_20_04909.S_20_01462.dl.n_s.bam,-0.0135657,-0.0253122,0.02015,0.00426418,-0.0324895,0.0274713,0.00987149,0.0447914,0.0762226,-0.0364872,0.0199382,0.00380955,-0.0122761,-0.0306771,-0.0428906,-0.0366475,-0.0533647,-0.0448817,0.0084761,-0.0372042,Frobisher Bay,FRB,Summer
S_20_00622,66.JAM.2007.BELUGA.ADN_20_00971.S_20_00622.dl.n_s.bam,-0.0304288,0.168803,-0.0104481,-0.0100917,-0.018607,0.0384258,-0.0227074,-0.165554,0.0937233,-0.00910308,0.047587,-0.0573674,0.563814,0.0876981,-0.0515982,0.0840132,0.0021036,-0.155611,-0.0596943,0.0316324,James Bay,JAM,Summer
S_20_00699,65.JAM.2007.BELUGA.ADN_20_00975.S_20_00699.dl.n_s.bam,-0.0269468,0.15654,-0.00678975,0.00376443,-0.00745207,0.0186825,-0.00572508,-0.045633,0.0130247,-0.0335732,0.0113634,0.0285158,-0.0552078,-0.0170887,0.0457228,0.00544392,-0.0171889,0.125759,0.0448739,-0.0481496,James Bay,JAM,Summer
S_20_00710,68.JAM.2008.BELUGA.ADN_20_02349.S_20_00710.dl.n_s.bam,-0.0294279,0.152301,-0.00416649,-0.0054513,-0.0047037,0.013029,-0.0110908,-0.031453,0.0372919,-0.00901459,0.0228677,-0.0189354,0.171034,0.0130826,-0.0058772,0.0213044,-0.00590483,-0.0222345,0.0194825,-0.00933716,James Bay,JAM,Summer
S_20_00711,64.JAM.2007.BELUGA.ADN_20_02340.S_20_00711.dl.n_s.bam,-0.0239579,0.152792,-0.00701095,-0.0130421,-0.0217226,0.0466867,-0.0272458,-0.158336,0.0893975,0.0414319,0.0315648,-0.0569465,0.487963,0.0639945,-0.050639,0.0690001,0.00101253,-0.132993,-0.0591141,0.0317642,James Bay,JAM,Summer
S_20_01154,61.JAM.2003.BELUGA.ADN_20_01040.S_20_01154.dl.n_s.bam,-0.0293678,0.149511,-0.000456852,-0.00432448,0.00629403,-0.00440627,-0.00327276,-0.0187291,0.0095951,-0.019106,0.0148233,0.0137056,-0.0496755,-0.00871853,0.0216853,0.00211427,-0.00125923,0.100576,0.0389077,-0.0302165,James Bay,JAM,Summer
S_20_03444,71.JAM.2009.BELUGA.ADN_20_05089.S_20_03444.dl.n_s.bam,-0.0281341,0.143759,-0.0046167,0.00337031,-0.00743079,0.0071072,-0.00874844,-0.041157,0.020427,-0.000774409,0.0157664,-0.00837122,0.0541081,-0.0132751,-0.00751171,-0.00465481,0.00569411,0.00878871,0.0029586,0.0338302,James Bay,JAM,Summer
S_20_03447,73.JAM.2009.BELUGA.ADN_20_01167.S_20_03447.dl.n_s.bam,-0.0240722,0.140511,-0.00573468,0.00183198,-0.00776663,0.0201366,-0.0179464,-0.0293153,0.00349181,0.0275658,0.0119506,-0.0108733,0.0149328,0.00271866,-0.00709396,-0.0108487,-0.00873369,0.0274162,0.0132847,-0.0109237,James Bay,JAM,Summer
S_20_03448,72.JAM.2009.BELUGA.ADN_20_01168.S_20_03448.dl.n_s.bam,-0.0251336,0.151362,-0.00236033,-0.00174084,-0.00768163,0.0136757,-0.00382736,-0.0551571,0.0159863,-0.0270041,0.0168328,0.0138499,-0.0492412,-0.0122531,0.0304719,0.000429531,-0.0124718,0.139091,0.0239936,-0.0435337,James Bay,JAM,Summer
S_20_03453,70.JAM.2008.BELUGA.ADN_20_02347.S_20_03453.dl.n_s.bam,-0.0254047,0.137896,-0.00323673,-0.00236546,-0.00290917,0.0244083,-0.0101901,-0.0454021,0.0145695,0.0296293,-0.00105834,-0.0094397,0.0300994,-0.00585822,0.000497062,0.00697094,0.00752639,0.0299744,0.0207439,0.00130062,James Bay,JAM,Summer
S_20_03455,69.JAM.2008.BELUGA.ADN_20_02350.S_20_03455.dl.n_s.bam,-0.0303075,0.145578,-0.0143928,-0.00125002,-0.000180097,0.00454616,0.00489971,-0.00177576,0.0136615,-0.0619099,0.0117472,0.0182385,-0.0220964,-0.00489291,0.0321905,0.0128403,-0.0162454,0.0504281,0.0410544,-0.00688822,James Bay,JAM,Summer
S_20_00807,57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.dl.n_s.bam,-0.0103801,-0.0263912,0.0559868,-0.0254436,-0.0307548,-0.0323469,-0.0207672,-0.0535122,-0.238802,-0.00703567,0.537463,-0.297777,-0.0612816,-0.0291381,0.0110978,0.0215794,-0.0339327,-0.0430258,-0.03723,-0.0128888,James Bay,JAM,Fall
S_20_00808,58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.dl.n_s.bam,-0.0129124,-0.0248107,0.0318772,0.0012808,-0.026741,-0.00524583,0.00102645,0.0249026,-0.00508537,-0.0352501,0.00485371,0.0338339,-0.0029645,-0.019888,-0.00790957,-0.00129748,0.0169559,0.00538875,0.0423783,0.0444628,James Bay,JAM,Fall
S_20_00809,60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.dl.n_s.bam,-0.0127468,-0.0255658,0.0561786,-0.0250094,-0.0275163,-0.0512576,-0.0204047,-0.0483044,-0.261505,-0.0107098,0.558706,-0.323909,-0.0585152,-0.0216322,0.0197087,0.0199867,-0.031115,-0.0548429,-0.0538406,-0.0367503,James Bay,JAM,Fall
S_20_00810,59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.dl.n_s.bam,-0.0110939,-0.0245344,0.0339432,-0.0132824,-0.0146931,0.00131371,-0.00911271,0.00117404,-0.00327925,-0.00493277,0.000298933,-0.00679788,0.0214959,0.0232327,-0.00792041,-0.0400081,0.021711,0.00990865,0.0298773,0.041527,James Bay,JAM,Fall
S_20_01019,220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.dl.n_s.bam,-0.00669527,-0.021829,0.011786,-0.00185715,-0.0185372,0.044385,-0.0136419,-0.0439585,0.0238162,0.0494543,-0.0184268,-0.0257766,-0.0160453,0.0197928,-0.00836426,-0.00687571,0.00322477,-0.00228178,-0.016343,-0.00502853,North-East Hudson Bay,NEH,Fall
S_20_00929,194.NHB.1993.BELUGA.ADN_20_02014.S_20_00929.dl.n_s.bam,-0.0127231,-0.0269474,0.0194023,0.00256229,-0.0292111,0.0407917,0.00863837,0.0357548,0.048664,-0.0331235,0.0184481,0.00996317,0.00779056,-0.0054734,0.0194948,-0.0337694,0.00948213,-0.00104227,-0.0185578,0.00940214,Western Hudson Bay,NHB,Summer
S_20_01051,198.NHB.1999.BELUGA.ADN_20_02052.S_20_01051.dl.n_s.bam,-0.00952232,-0.024728,0.0257803,-0.00597623,-0.0347458,0.0381181,0.000402573,0.0277323,0.0451125,-0.00131728,0.00933862,-0.0251151,-0.0166687,-0.021322,-0.0155443,-0.0333612,0.0169727,0.0108064,-0.0194595,-0.00101699,Western Hudson Bay,NHB,Summer
S_20_01052,197.NHB.1999.BELUGA.ADN_20_01276.S_20_01052.dl.n_s.bam,-0.00950397,-0.0241621,0.0227217,-0.0139259,-0.0291996,0.0478309,-0.0212875,-0.0131432,0.0515134,0.0368161,-0.01316,-0.0208173,-0.0181694,-0.0101076,-0.0210317,-0.030728,0.00953918,0.0044103,-0.0197959,0.0197905,Western Hudson Bay,NHB,Summer
S_20_01062,200.NHB.2000.BELUGA.ADN_20_04748.S_20_01062.dl.n_s.bam,-0.00791191,-0.0188103,0.024258,-0.007633,-0.0179572,0.00045574,-0.0102686,-0.03666,-0.0462713,0.0433012,-0.00723344,0.0035778,0.0105464,-0.0110997,-0.0401213,-0.00302208,0.0975499,0.0139602,0.0954544,0.0526289,Western Hudson Bay,NHB,Summer
S_20_01063,202.NHB.2000.BELUGA.ADN_20_04752.S_20_01063.dl.n_s.bam,-0.00896267,-0.0312232,0.0214995,0.00435996,-0.0245094,0.0297897,0.00679543,0.0163136,0.0582379,0.00237972,0.0262791,-0.0650838,-0.0292711,-0.043098,-0.00510399,0.0190423,-0.0239799,0.0241968,-0.056173,0.0320035,Western Hudson Bay,NHB,Summer
S_20_01066,199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.dl.n_s.bam,-0.0151478,-0.0279332,0.0406168,-0.0103513,-0.0349724,0.0178262,0.0161816,0.0789025,0.0138303,-0.0742731,0.0686715,0.0850453,0.0559996,-0.0726365,-0.0327092,-0.0723868,0.00339401,0.0578422,0.0454054,0.15575,Western Hudson Bay,NHB,Summer
S_20_01067,205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.dl.n_s.bam,-0.0115463,-0.0259106,0.0213351,0.00227704,-0.0251943,0.0108364,0.0173677,0.0597727,0.0490564,-0.05249,0.000348125,-0.0320319,0.00227135,0.00632934,0.0301148,0.012477,0.00333288,0.00423234,0.000505439,-0.00936168,Western Hudson Bay,NHB,Summer
S_20_01259,207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.dl.n_s.bam,-0.00884748,-0.0235303,0.0251266,-0.00216383,-0.0337339,0.0502843,-0.00133268,0.00404417,0.0382382,0.0208932,-0.00377595,-0.0164682,-0.00873062,-0.0113218,-0.0187017,-0.0228612,0.0137796,-0.0065438,-0.00413889,0.0178456,Western Hudson Bay,NHB,Summer
S_20_01260,208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.dl.n_s.bam,-0.00748299,-0.0249987,0.0233485,0.00235962,-0.0265226,0.0460368,-0.00848813,-0.0116539,0.0364307,0.0268651,-0.00579016,0.00795222,-0.00844579,-0.0035164,-0.014739,-0.0310165,0.00722539,-0.00841209,-0.0303092,0.00708415,Western Hudson Bay,NHB,Summer
S_20_01261,206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.dl.n_s.bam,-0.00650449,-0.0211012,0.0203108,-0.00313984,-0.0197676,0.0270444,0.00488007,0.0160594,0.0410083,0.0208195,-0.00299193,-0.0182475,-0.0224538,0.00501321,0.00768449,0.0315929,0.0090862,0.0101153,-0.0111546,0.00164633,Western Hudson Bay,NHB,Summer
S_20_01279,203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.dl.n_s.bam,-0.00819168,-0.0245065,0.0172202,0.0039852,-0.031219,0.0295616,0.00594992,0.00771813,0.035648,-0.00571577,0.00230603,-0.00529155,-0.00478199,-0.0257621,-0.0249477,-0.0140302,0.0362242,-4.43E-06,0.00187987,0.0214197,Western Hudson Bay,NHB,Summer
S_20_01359,218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.dl.n_s.bam,-0.0120675,-0.0247641,0.0288169,-0.00215119,-0.0312007,0.0167397,0.00855247,0.0448572,0.049459,-0.0153929,-0.00046851,-0.00544365,0.0142512,-0.0140707,-0.015603,-0.0459575,-0.00360092,0.0163701,-0.0215382,0.0273409,Western Hudson Bay,NHB,Summer
S_20_01384,204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.dl.n_s.bam,-0.00914978,-0.0215182,0.0119956,0.0103186,-0.0144596,0.0209948,0.00900214,0.0156845,0.0407766,-0.023118,-0.000873889,-0.00802884,0.00769667,-0.0245276,0.0311451,0.0170173,0.0104445,-0.00443624,-0.0294118,0.0145202,Western Hudson Bay,NHB,Summer
S_20_01388,209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.dl.n_s.bam,-0.0122075,-0.0228136,0.0186783,6.97E-05,-0.0261322,0.039924,-0.00241195,0.00996724,0.0454579,-0.00551546,-0.00737223,-0.00583366,-0.00683716,-0.0143652,0.0293465,0.00450752,0.00577242,0.0201011,-0.0170971,0.0246772,Western Hudson Bay,NHB,Summer
