SampleID,ind,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Region,Harvest Region,Season
S_20_01169,278.SHS.2020.BELUGA.ADN_20_04603.S_20_01169.dl.n_s.bam,-0.0136044,-0.0223553,0.0116453,0.00421238,-0.0194691,0.0210069,0.021303,0.0410973,0.0379347,-0.0590332,-0.0129875,-0.0213547,0.00948141,0.00601821,0.0702936,0.0696326,0.00696324,0.00547283,0.0140765,-0.0124503,South Hudson Strait,SHS,Fall
S_20_01754,277.SHS.2020.BELUGA.ADN_20_04585.S_20_01754.dl.n_s.bam,-0.0129022,-0.0223059,-0.0459364,0.172709,0.0796551,-0.0135028,-0.0206534,0.00954155,-0.0113517,-0.0181859,0.00115194,0.0131044,0.00474455,-0.0179862,0.00709743,0.00206853,-0.0932962,-0.00661278,-0.0436868,0.112049,South Hudson Strait,SHS,Fall
S_20_01883,260.SHS.1994.BELUGA.ADN_20_02823.S_20_01883.dl.n_s.bam,-0.0136187,-0.0281693,0.0166231,-0.00135774,-0.0281465,0.0132362,0.0225972,0.0511627,0.0396696,-0.0613819,0.010664,-0.00411685,0.0181919,-0.019535,-0.0173839,-0.0085628,0.00623986,0.000141298,-0.00703455,0.00061108,South Hudson Strait,SHS,Fall
S_20_02022,247.SHS.2013.BELUGA.ADN_20_04095.S_20_02022.dl.n_s.bam,-0.00897751,-0.0240107,-0.0390007,0.15244,0.0576134,0.00127677,-0.0235845,-0.0218567,-0.0241308,0.0146372,0.00830291,-0.000563071,-0.0188761,0.00573579,-0.0230558,0.000658891,-0.0406221,-0.0140117,-0.0519917,0.0817762,South Hudson Strait,SHS,Fall
S_20_02024,244.SHS.2013.BELUGA.ADN_20_04097.S_20_02024.dl.n_s.bam,-0.00648292,-0.0155921,0.0319596,-0.012077,-0.00360716,0.00660979,-0.0259085,-0.0622488,-0.0241467,0.0598808,-0.0300746,-0.00424701,-0.0138516,0.00128726,-0.0123579,-0.0106987,0.0178891,0.00725576,-0.0058522,0.00644226,South Hudson Strait,SHS,Fall
S_20_02138,271.SHS.2002.BELUGA.ADN_20_04117.S_20_02138.dl.n_s.bam,-0.0125049,-0.0253117,0.0148583,0.00405957,-0.0188487,0.0176495,-0.00256222,0.00660594,0.0178961,-0.0162635,-0.00623554,0.0144957,-0.00500065,-0.000703896,-0.00755568,-0.00481897,0.0494894,0.00637006,0.00209153,-0.0163728,South Hudson Strait,SHS,Fall
S_20_03385,249.SHS.2018.BELUGA.ADN_20_05060.S_20_03385.dl.n_s.bam,-0.00714308,-0.0259086,0.0120277,0.00363956,-0.0222626,0.0415993,-0.0140401,-0.020579,0.0334112,0.0561488,-0.0112447,-0.030171,-0.0219439,0.0146667,6.66E-06,0.0100575,0.0010351,0.0192728,-0.0116964,0.000566104,South Hudson Strait,SHS,Fall
S_20_03396,248.SHS.2018.BELUGA.ADN_20_05071.S_20_03396.dl.n_s.bam,-0.0104412,-0.0225024,0.0326031,-0.0120191,-0.0116251,-0.024337,-0.0131308,-0.0338409,-0.0622962,0.0188344,-0.0266341,-0.006917,0.00625151,0.0050587,-0.0042137,-0.00497429,0.011608,0.0201642,0.0203243,0.0107288,South Hudson Strait,SHS,Fall
S_20_03551,274.SHS.2017.BELUGA.ADN_20_04518.S_20_03551.dl.n_s.bam,-0.0133273,-0.0262077,0.0282063,0.00247831,-0.0313066,0.0243956,0.00912272,0.0571221,0.0455063,-0.0436699,0.00237509,0.00955113,0.0224056,-0.0152805,-0.0381775,-0.0302905,0.00612569,0.00110693,0.00227948,0.0124548,South Hudson Strait,SHS,Fall
S_20_01968,262.SHS.2010.BELUGA.ADN_20_04035.S_20_01968.dl.n_s.bam,-0.00718701,-0.0245269,0.0145931,0.00341223,-0.0248261,0.0371645,-0.00171553,0.00923496,0.0461338,-0.000445046,-0.0101064,-0.0353225,-0.0100732,-0.0148005,0.0283165,0.0296916,0.00971824,-0.000578895,0.0267663,0.0194276,South Hudson Strait,SHS,Unknown
S_20_01763,346.SLE.2018.BELUGA.ADN_20_04289.S_20_01763.dl.n_s.bam,0.225051,0.0219996,0.00090004,-0.00342581,0.00334976,0.00818808,0.000847009,-0.0118301,-0.00359513,0.0174101,-0.0115891,-0.00426984,-0.00540401,-0.0377185,-0.0345489,0.0305254,0.00519396,-0.00362436,-0.00777046,-0.00161666,Saint Lawrence Estuary,SLE,Spring
S_20_01764,350.SLE.2018.BELUGA.ADN_20_04285.S_20_01764.dl.n_s.bam,0.240366,0.0268948,-7.90E-05,0.00456394,0.00708136,-0.0236055,0.0177135,0.0336616,-0.00300031,-0.0550097,0.0057877,0.0190907,0.0246926,-0.0642968,-0.0160322,0.0405214,0.00286601,-0.00106811,-0.00434393,-0.0117129,Saint Lawrence Estuary,SLE,Spring
S_20_01773,357.SLE.2011.BELUGA.ADN_20_05805.S_20_01773.dl.n_s.bam,0.133163,-0.000267546,0.00763734,0.00201603,-0.0136516,0.0202576,-0.00963483,-0.0163456,0.021921,0.0206698,0.00735972,-0.0434932,-0.00545676,0.281783,0.176781,-0.222714,-0.0275932,-0.00441344,0.0410656,0.0147924,Saint Lawrence Estuary,SLE,Spring
S_20_01785,349.SLE.2017.BELUGA.ADN_20_05740.S_20_01785.dl.n_s.bam,0.224722,0.0218299,-0.00110179,-0.00418079,0.00265214,0.00727093,-0.00127501,-0.00192173,-0.00229366,0.0187642,0.000749826,0.00370259,-0.00632656,-0.0488381,-0.0272146,0.0393722,0.00557485,-0.00631835,-0.0130072,-0.00168757,Saint Lawrence Estuary,SLE,Spring
S_20_03535,355.SLE.2010.BELUGA.ADN_20_05806.S_20_03535.dl.n_s.bam,0.206857,0.0199257,0.00165056,-0.00732995,-0.00559049,0.0117762,-0.00849585,-0.0248728,-5.72E-05,0.0345857,-0.00682397,0.00197613,-0.00908237,-0.0392323,-0.0341398,0.0283305,0.0021011,0.00365889,-0.00755294,0.00240754,Saint Lawrence Estuary,SLE,Spring
S_20_03537,344.SLE.2019.BELUGA.ADN_20_05812.S_20_03537.dl.n_s.bam,0.240964,0.0247047,0.000693827,0.0006141,0.00558262,-0.0268312,0.00647718,0.039963,-0.00124045,-0.0404248,0.0149944,0.0166701,0.00827986,-0.0577903,-0.0338039,0.0490696,-0.0048147,0.0113508,-0.00500416,-0.00257092,Saint Lawrence Estuary,SLE,Spring
S_20_03538,356.SLE.2019.BELUGA.ADN_20_05092.S_20_03538.dl.n_s.bam,0.243839,0.024358,-0.00364801,0.00026155,0.00876542,-0.0270305,0.0110842,0.036509,-0.0101527,-0.0535511,0.00298022,0.0201015,0.0152198,-0.0567621,-0.0346072,0.0514586,0.0146888,0.00265873,-0.00329425,-0.0122258,Saint Lawrence Estuary,SLE,Spring
S_20_03539,365.SLE.2019.BELUGA.ADN_20_05093.S_20_03539.dl.n_s.bam,0.221418,0.0214952,-0.00462074,-0.00186914,0.000522173,0.00817139,-0.000234689,-0.00508498,-0.00334803,0.013571,0.00148341,0.00508777,-0.00361357,-0.0369996,-0.0263552,0.0329094,0.00123361,0.00931806,-0.00870316,-0.00112753,Saint Lawrence Estuary,SLE,Spring
S_20_01777,352.SLE.2018.BELUGA.ADN_20_04287.S_20_01777.dl.n_s.bam,0.14497,0.00148153,0.00669529,0.00307225,-0.0112151,0.014817,-0.000308754,-0.000216181,0.0323062,-0.0127143,0.0125838,-0.0439177,0.0036235,0.441578,0.30576,-0.359173,-0.0473528,-0.0304323,0.0859016,0.0283691,Saint Lawrence Estuary,SLE,Summer
S_20_01781,351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.dl.n_s.bam,-0.00926192,-0.0231695,0.00828914,-0.00697138,-0.025296,0.0222648,-0.00827637,0.0363044,0.0391604,-0.0256594,0.00562878,-0.0092868,0.010931,-0.0143068,-0.000304287,-0.0121698,0.0232351,0.00598227,-0.0179503,-0.0261009,Saint Lawrence Estuary,SLE,Summer
S_20_01788,347.SLE.2017.BELUGA.ADN_20_04284.S_20_01788.dl.n_s.bam,0.238626,0.0258891,-0.0029294,0.00203557,0.00705594,-0.0201762,0.00775723,0.0139087,-0.00709609,-0.0246684,0.00129498,0.00741984,-0.000678104,-0.0624834,-0.0241524,0.0544503,0.010706,-0.00165183,-0.0022659,-0.00114123,Saint Lawrence Estuary,SLE,Summer
S_20_01797,343.SLE.2018.BELUGA.ADN_20_04288.S_20_01797.dl.n_s.bam,0.243135,0.0242847,0.00170341,-0.00230877,0.00661551,-0.0124271,0.00809232,0.0229023,-0.0024344,-0.0174949,0.00563625,0.0101713,0.00774489,-0.0425074,-0.0284862,0.046163,0.0052402,-0.0019433,-0.0047661,-0.0118701,Saint Lawrence Estuary,SLE,Summer
S_20_03480,359.SLE.2010.BELUGA.ADN_20_05810.S_20_03480.dl.n_s.bam,0.215473,0.0194472,0.00519881,-0.00478265,0.0024778,0.0114597,-0.00187829,-0.0225747,-0.00517046,0.032647,-0.00637262,-0.00581434,-0.0141662,-0.0327785,-0.0313385,0.0165694,0.00282057,3.24E-05,-0.0101872,-0.000433712,Saint Lawrence Estuary,SLE,Summer
S_20_03540,348.SLE.2019.BELUGA.ADN_20_05794.S_20_03540.dl.n_s.bam,0.183591,0.0132078,0.00840521,-0.00188232,-0.00791208,0.0170241,-0.00265543,-0.0113756,0.0273009,0.0075961,0.00953974,-0.0384911,0.00180772,0.348115,0.236948,-0.289427,-0.0378878,-0.0213848,0.0676215,0.0258285,Saint Lawrence Estuary,SLE,Summer
S_20_03659,358.SLE.2019.BELUGA.ADN_20_05813.S_20_03659.dl.n_s.bam,0.225133,0.0241258,0.00127963,0.000104357,0.00305511,0.00319661,-0.00617614,-0.0101771,-0.0045962,0.0173721,-0.00406838,0.00230706,0.00159373,-0.0422585,-0.0359885,0.0392765,-6.73E-05,0.00193555,-0.0104519,-0.00107219,Saint Lawrence Estuary,SLE,Summer
S_20_01766,364.SLE.2017.BELUGA.ADN_20_04281.S_20_01766.dl.n_s.bam,0.238291,0.0241854,-0.00178468,-0.0024316,0.00256178,-0.00996918,0.0085742,0.0142214,-0.0061488,-0.0275853,-0.00225007,0.0150626,0.0119179,-0.0430786,-0.0267696,0.0287927,0.00880572,-0.000305389,0.00877267,-0.0113639,Saint Lawrence Estuary,SLE,Fall
S_20_01779,363.SLE.2009.BELUGA.ADN_20_04495.S_20_01779.dl.n_s.bam,0.23303,0.0227385,-0.00511295,0.0027325,-0.000267286,-0.00119284,0.00897557,0.00324409,-0.00469997,-0.00322684,0.00329441,0.00878523,0.00181726,-0.0474392,-0.0289976,0.0390972,0.0174275,-0.00607749,-0.00717053,-0.00833016,Saint Lawrence Estuary,SLE,Fall
S_20_03531,354.SLE.2019.BELUGA.ADN_20_05814.S_20_03531.dl.n_s.bam,0.233327,0.024502,-0.00156029,-0.000987603,0.00136755,-0.00138285,0.000383161,-0.00428184,-0.00366572,0.011294,0.00163912,0.00160679,-0.0079712,-0.0134016,-0.0168991,0.0150983,-0.00132621,0.00901984,-0.0157499,0.00197309,Saint Lawrence Estuary,SLE,Fall
S_20_03532,345.SLE.2019.BELUGA.ADN_20_05796.S_20_03532.dl.n_s.bam,0.236745,0.0247459,-0.00350301,0.00192292,0.00180885,-0.0144645,0.000555533,0.0158663,-0.00483761,-0.0218254,-0.00460032,0.0119015,0.00644175,-0.0500456,-0.0332273,0.0379278,0.00153893,0.00285858,-0.00568518,0.0138674,Saint Lawrence Estuary,SLE,Fall
S_20_03664,353.SLE.2009.BELUGA.ADN_20_04293.S_20_03664.dl.n_s.bam,0.239669,0.0258782,-0.00150008,-0.00122611,0.00300865,-0.00805417,0.0104104,0.016619,-0.00702277,-0.0238095,0.00670602,0.00446579,-0.00200121,-0.0427638,-0.0371376,0.0495549,0.00300714,0.00115876,-0.000984209,0.00219093,Saint Lawrence Estuary,SLE,Fall
S_20_00770,74.SWH.2003.BELUGA.ADN_20_01128.S_20_00770.dl.n_s.bam,-0.00932622,-0.0221544,0.0120549,0.00135494,-0.0284913,0.0266479,-0.00243267,0.0100635,0.0354229,-0.00782792,-0.0138758,-0.00819937,0.0041681,-0.00646571,-0.00634523,0.021531,0.0195835,0.0325814,-0.0255842,0.000305165,Western Hudson Bay,SWH,Summer
S_20_01178,287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.dl.n_s.bam,-0.00793596,-0.0256738,0.0180387,0.00224294,-0.0260872,0.0426887,0.00256886,0.00149396,0.0478049,0.0337437,-0.00103408,-0.0148929,-0.00865345,-0.0154455,-0.0253955,-0.0323059,-0.0399279,-0.029838,-0.0149297,-0.0127166,Ungava Bay,UNG,Summer
S_20_01179,288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.dl.n_s.bam,-0.0102784,-0.0189353,0.0179919,0.00416929,-0.00930822,0.00964466,0.0013687,-0.000167723,0.00776249,-0.00687271,-0.0156231,-0.0363077,-0.00412307,0.0325238,0.0234593,0.0115586,0.0423062,0.00327482,-0.0474402,-0.0211638,Ungava Bay,UNG,Summer
S_20_01180,286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.dl.n_s.bam,-0.00706272,-0.0265884,0.017945,-0.00345979,-0.0305872,0.0492453,-0.00699025,0.00953319,0.052623,0.0278324,0.00378895,-0.0124179,-0.0124792,-0.00676488,-0.0360612,-0.0134237,0.00571059,0.0104109,-0.0180965,-0.00362845,Ungava Bay,UNG,Summer
